"Notes"	"State"	"State Code"	"Age of Mother Year"	"Age of Mother Year Code"	"Year"	"Year Code"	Births	Female Population	Fertility Rate
	"New York"	"36"	"44 years"	"44"	"2015"	"2015"	692	136213	5.08028
	"New York"	"36"	"45 years"	"45"	"2015"	"2015"	394	Not Available	Not Available
	"New York"	"36"	"46 years"	"46"	"2015"	"2015"	203	Not Available	Not Available
	"New York"	"36"	"47 years"	"47"	"2015"	"2015"	118	Not Available	Not Available
	"New York"	"36"	"48 years"	"48"	"2015"	"2015"	87	Not Available	Not Available
	"New York"	"36"	"49 years"	"49"	"2015"	"2015"	53	Not Available	Not Available
	"New York"	"36"	"50 years and over"	"50+"	"2015"	"2015"	102	Not Available	Not Available
	"North Carolina"	"37"	"13 years"	"13"	"2015"	"2015"	15	Not Available	Not Available
	"North Carolina"	"37"	"14 years"	"14"	"2015"	"2015"	80	Not Available	Not Available
	"North Carolina"	"37"	"15 years"	"15"	"2015"	"2015"	263	66076	3.98027
	"North Carolina"	"37"	"16 years"	"16"	"2015"	"2015"	594	63999	9.28140
	"North Carolina"	"37"	"17 years"	"17"	"2015"	"2015"	1249	62876	19.86450
	"North Carolina"	"37"	"18 years"	"18"	"2015"	"2015"	2107	65041	32.39495
	"North Carolina"	"37"	"19 years"	"19"	"2015"	"2015"	3428	66284	51.71685
	"North Carolina"	"37"	"20 years"	"20"	"2015"	"2015"	4589	66602	68.90183
	"North Carolina"	"37"	"21 years"	"21"	"2015"	"2015"	5391	66540	81.01894
	"North Carolina"	"37"	"22 years"	"22"	"2015"	"2015"	5833	68322	85.37514
	"North Carolina"	"37"	"23 years"	"23"	"2015"	"2015"	6308	69424	90.86195
	"North Carolina"	"37"	"24 years"	"24"	"2015"	"2015"	6604	69571	94.92461
	"North Carolina"	"37"	"25 years"	"25"	"2015"	"2015"	6759	71244	94.87115
	"North Carolina"	"37"	"26 years"	"26"	"2015"	"2015"	6997	69272	101.00762
	"North Carolina"	"37"	"27 years"	"27"	"2015"	"2015"	7240	67390	107.43434
	"North Carolina"	"37"	"28 years"	"28"	"2015"	"2015"	7157	64853	110.35727
	"North Carolina"	"37"	"29 years"	"29"	"2015"	"2015"	7266	65105	111.60433
	"North Carolina"	"37"	"30 years"	"30"	"2015"	"2015"	7134	65257	109.32161
	"North Carolina"	"37"	"31 years"	"31"	"2015"	"2015"	6791	63462	107.00892
	"North Carolina"	"37"	"32 years"	"32"	"2015"	"2015"	6478	65524	98.86454
	"North Carolina"	"37"	"33 years"	"33"	"2015"	"2015"	5749	66122	86.94534
	"North Carolina"	"37"	"34 years"	"34"	"2015"	"2015"	5062	65459	77.33085
	"North Carolina"	"37"	"35 years"	"35"	"2015"	"2015"	4351	67264	64.68542
	"North Carolina"	"37"	"36 years"	"36"	"2015"	"2015"	3518	64619	54.44219
	"North Carolina"	"37"	"37 years"	"37"	"2015"	"2015"	2961	64878	45.63951
	"North Carolina"	"37"	"38 years"	"38"	"2015"	"2015"	2158	64411	33.50359
	"North Carolina"	"37"	"39 years"	"39"	"2015"	"2015"	1620	62574	25.88935
	"North Carolina"	"37"	"40 years"	"40"	"2015"	"2015"	1102	65082	16.93249
	"North Carolina"	"37"	"41 years"	"41"	"2015"	"2015"	773	64505	11.98357
	"North Carolina"	"37"	"42 years"	"42"	"2015"	"2015"	527	66288	7.95016
	"North Carolina"	"37"	"43 years"	"43"	"2015"	"2015"	332	69823	4.75488
	"North Carolina"	"37"	"44 years"	"44"	"2015"	"2015"	191	74015	2.58056
	"North Carolina"	"37"	"45 years"	"45"	"2015"	"2015"	103	Not Available	Not Available
	"North Carolina"	"37"	"46 years"	"46"	"2015"	"2015"	40	Not Available	Not Available
	"North Carolina"	"37"	"47 years"	"47"	"2015"	"2015"	27	Not Available	Not Available
	"North Carolina"	"37"	"48 years"	"48"	"2015"	"2015"	16	Not Available	Not Available
	"North Carolina"	"37"	"49 years"	"49"	"2015"	"2015"	12	Not Available	Not Available
	"North Carolina"	"37"	"50 years and over"	"50+"	"2015"	"2015"	15	Not Available	Not Available
	"North Dakota"	"38"	"15 years"	"15"	"2015"	"2015"	16	4142	3.86287
	"North Dakota"	"38"	"16 years"	"16"	"2015"	"2015"	36	4296	8.37989
	"North Dakota"	"38"	"17 years"	"17"	"2015"	"2015"	76	4399	17.27665
	"North Dakota"	"38"	"18 years"	"18"	"2015"	"2015"	145	4988	29.06977
	"North Dakota"	"38"	"19 years"	"19"	"2015"	"2015"	254	5920	42.90541
	"North Dakota"	"38"	"20 years"	"20"	"2015"	"2015"	297	6272	47.35332
	"North Dakota"	"38"	"21 years"	"21"	"2015"	"2015"	421	6543	64.34357
	"North Dakota"	"38"	"22 years"	"22"	"2015"	"2015"	513	7000	73.28571
	"North Dakota"	"38"	"23 years"	"23"	"2015"	"2015"	580	6897	84.09453
	"North Dakota"	"38"	"24 years"	"24"	"2015"	"2015"	712	6545	108.78533
	"North Dakota"	"38"	"25 years"	"25"	"2015"	"2015"	703	5945	118.25063
	"North Dakota"	"38"	"26 years"	"26"	"2015"	"2015"	781	5430	143.83057
	"North Dakota"	"38"	"27 years"	"27"	"2015"	"2015"	856	4779	179.11697
	"North Dakota"	"38"	"28 years"	"28"	"2015"	"2015"	788	4977	158.32831
	"North Dakota"	"38"	"29 years"	"29"	"2015"	"2015"	885	5078	174.28121
	"North Dakota"	"38"	"30 years"	"30"	"2015"	"2015"	752	5113	147.07608
	"North Dakota"	"38"	"31 years"	"31"	"2015"	"2015"	694	5016	138.35726
	"North Dakota"	"38"	"32 years"	"32"	"2015"	"2015"	613	5108	120.00783
	"North Dakota"	"38"	"33 years"	"33"	"2015"	"2015"	534	5049	105.76352
	"North Dakota"	"38"	"34 years"	"34"	"2015"	"2015"	430	4672	92.03767
	"North Dakota"	"38"	"35 years"	"35"	"2015"	"2015"	366	4657	78.59137
	"North Dakota"	"38"	"36 years"	"36"	"2015"	"2015"	239	4412	54.17044
	"North Dakota"	"38"	"37 years"	"37"	"2015"	"2015"	198	4194	47.21030
	"North Dakota"	"38"	"38 years"	"38"	"2015"	"2015"	143	3976	35.96579
	"North Dakota"	"38"	"39 years"	"39"	"2015"	"2015"	104	3824	27.19665
	"North Dakota"	"38"	"40 years"	"40"	"2015"	"2015"	65	3775	17.21854
	"North Dakota"	"38"	"41 years"	"41"	"2015"	"2015"	46	3708	12.40561
	"North Dakota"	"38"	"42 years"	"42"	"2015"	"2015"	35	3670	9.53678
	"North Dakota"	"38"	"43 years"	"43"	"2015"	"2015"	15	3753	3.99680
	"Ohio"	"39"	"13 years"	"13"	"2015"	"2015"	21	Not Available	Not Available
	"Ohio"	"39"	"14 years"	"14"	"2015"	"2015"	85	Not Available	Not Available
	"Ohio"	"39"	"15 years"	"15"	"2015"	"2015"	300	76402	3.92660
	"Ohio"	"39"	"16 years"	"16"	"2015"	"2015"	698	75544	9.23965
	"Ohio"	"39"	"17 years"	"17"	"2015"	"2015"	1295	76185	16.99810
	"Ohio"	"39"	"18 years"	"18"	"2015"	"2015"	2362	73527	32.12425
	"Ohio"	"39"	"19 years"	"19"	"2015"	"2015"	4100	75398	54.37810
	"Ohio"	"39"	"20 years"	"20"	"2015"	"2015"	5354	75045	71.34386
	"Ohio"	"39"	"21 years"	"21"	"2015"	"2015"	5855	75399	77.65355
	"Ohio"	"39"	"22 years"	"22"	"2015"	"2015"	6764	76544	88.36747
	"Ohio"	"39"	"23 years"	"23"	"2015"	"2015"	7286	79060	92.15785
	"Ohio"	"39"	"24 years"	"24"	"2015"	"2015"	7701	79362	97.03637
	"Ohio"	"39"	"25 years"	"25"	"2015"	"2015"	8137	80304	101.32746
	"Ohio"	"39"	"26 years"	"26"	"2015"	"2015"	8432	77286	109.10126
	"Ohio"	"39"	"27 years"	"27"	"2015"	"2015"	8364	75361	110.98579
	"Ohio"	"39"	"28 years"	"28"	"2015"	"2015"	8845	73157	120.90436
	"Ohio"	"39"	"29 years"	"29"	"2015"	"2015"	8856	73463	120.55048
	"Ohio"	"39"	"30 years"	"30"	"2015"	"2015"	8722	74045	117.79323
	"Ohio"	"39"	"31 years"	"31"	"2015"	"2015"	8203	70840	115.79616
	"Ohio"	"39"	"32 years"	"32"	"2015"	"2015"	7586	72185	105.09109
	"Ohio"	"39"	"33 years"	"33"	"2015"	"2015"	6556	72601	90.30179
	"Ohio"	"39"	"34 years"	"34"	"2015"	"2015"	5663	72743	77.84942
	"Ohio"	"39"	"35 years"	"35"	"2015"	"2015"	4766	74569	63.91396
	"Ohio"	"39"	"36 years"	"36"	"2015"	"2015"	3766	70353	53.53006
	"Ohio"	"39"	"37 years"	"37"	"2015"	"2015"	2887	68794	41.96587
	"Ohio"	"39"	"38 years"	"38"	"2015"	"2015"	2130	67903	31.36828
	"Ohio"	"39"	"39 years"	"39"	"2015"	"2015"	1607	66083	24.31790
	"Ohio"	"39"	"40 years"	"40"	"2015"	"2015"	1082	68453	15.80647
	"Ohio"	"39"	"41 years"	"41"	"2015"	"2015"	719	66520	10.80878
	"Ohio"	"39"	"42 years"	"42"	"2015"	"2015"	465	68641	6.77438
	"Ohio"	"39"	"43 years"	"43"	"2015"	"2015"	285	73254	3.89057
	"Ohio"	"39"	"44 years"	"44"	"2015"	"2015"	171	78828	2.16928
	"Ohio"	"39"	"45 years"	"45"	"2015"	"2015"	84	Not Available	Not Available
	"Ohio"	"39"	"46 years"	"46"	"2015"	"2015"	66	Not Available	Not Available
	"Ohio"	"39"	"47 years"	"47"	"2015"	"2015"	18	Not Available	Not Available
	"Ohio"	"39"	"48 years"	"48"	"2015"	"2015"	15	Not Available	Not Available
	"Ohio"	"39"	"50 years and over"	"50+"	"2015"	"2015"	11	Not Available	Not Available
	"Oklahoma"	"40"	"14 years"	"14"	"2015"	"2015"	37	Not Available	Not Available
	"Oklahoma"	"40"	"15 years"	"15"	"2015"	"2015"	139	25622	5.42503
	"Oklahoma"	"40"	"16 years"	"16"	"2015"	"2015"	389	25661	15.15919
	"Oklahoma"	"40"	"17 years"	"17"	"2015"	"2015"	697	25621	27.20425
	"Oklahoma"	"40"	"18 years"	"18"	"2015"	"2015"	1248	24441	51.06174
	"Oklahoma"	"40"	"19 years"	"19"	"2015"	"2015"	1918	24885	77.07454
	"Oklahoma"	"40"	"20 years"	"20"	"2015"	"2015"	2488	25871	96.16946
	"Oklahoma"	"40"	"21 years"	"21"	"2015"	"2015"	2758	26687	103.34620
	"Oklahoma"	"40"	"22 years"	"22"	"2015"	"2015"	3033	27165	111.65102
	"Oklahoma"	"40"	"23 years"	"23"	"2015"	"2015"	3289	28892	113.83774
	"Oklahoma"	"40"	"24 years"	"24"	"2015"	"2015"	3233	29649	109.04246
	"Oklahoma"	"40"	"25 years"	"25"	"2015"	"2015"	3418	29065	117.59849
	"Oklahoma"	"40"	"26 years"	"26"	"2015"	"2015"	3317	26968	122.99763
	"Oklahoma"	"40"	"27 years"	"27"	"2015"	"2015"	3367	26050	129.25144
	"Oklahoma"	"40"	"28 years"	"28"	"2015"	"2015"	3311	25613	129.27029
	"Oklahoma"	"40"	"29 years"	"29"	"2015"	"2015"	3108	26078	119.18092
	"Oklahoma"	"40"	"30 years"	"30"	"2015"	"2015"	3023	26851	112.58426
	"Oklahoma"	"40"	"31 years"	"31"	"2015"	"2015"	2724	26380	103.26005
	"Oklahoma"	"40"	"32 years"	"32"	"2015"	"2015"	2388	27341	87.34136
	"Oklahoma"	"40"	"33 years"	"33"	"2015"	"2015"	2058	26685	77.12198
	"Oklahoma"	"40"	"34 years"	"34"	"2015"	"2015"	1730	26032	66.45667
	"Oklahoma"	"40"	"35 years"	"35"	"2015"	"2015"	1563	26554	58.86119
	"Oklahoma"	"40"	"36 years"	"36"	"2015"	"2015"	1104	24597	44.88352
	"Oklahoma"	"40"	"37 years"	"37"	"2015"	"2015"	776	23758	32.66268
	"Oklahoma"	"40"	"38 years"	"38"	"2015"	"2015"	646	23349	27.66714
	"Oklahoma"	"40"	"39 years"	"39"	"2015"	"2015"	451	22562	19.98936
	"Oklahoma"	"40"	"40 years"	"40"	"2015"	"2015"	345	23455	14.70902
	"Oklahoma"	"40"	"41 years"	"41"	"2015"	"2015"	225	22307	10.08652
	"Oklahoma"	"40"	"42 years"	"42"	"2015"	"2015"	142	22779	6.23381
	"Oklahoma"	"40"	"43 years"	"43"	"2015"	"2015"	82	23161	3.54043
	"Oklahoma"	"40"	"44 years"	"44"	"2015"	"2015"	53	24248	2.18575
	"Oklahoma"	"40"	"45 years"	"45"	"2015"	"2015"	25	Not Available	Not Available
	"Oklahoma"	"40"	"46 years"	"46"	"2015"	"2015"	12	Not Available	Not Available
	"Oklahoma"	"40"	"47 years"	"47"	"2015"	"2015"	13	Not Available	Not Available
	"Oregon"	"41"	"14 years"	"14"	"2015"	"2015"	10	Not Available	Not Available
	"Oregon"	"41"	"15 years"	"15"	"2015"	"2015"	55	24268	2.26636
	"Oregon"	"41"	"16 years"	"16"	"2015"	"2015"	195	24106	8.08927
	"Oregon"	"41"	"17 years"	"17"	"2015"	"2015"	324	24176	13.40172
	"Oregon"	"41"	"18 years"	"18"	"2015"	"2015"	581	23970	24.23863
	"Oregon"	"41"	"19 years"	"19"	"2015"	"2015"	1129	23410	48.22725
	"Oregon"	"41"	"20 years"	"20"	"2015"	"2015"	1329	24196	54.92643
	"Oregon"	"41"	"21 years"	"21"	"2015"	"2015"	1496	25055	59.70864
	"Oregon"	"41"	"22 years"	"22"	"2015"	"2015"	1811	26128	69.31261
	"Oregon"	"41"	"23 years"	"23"	"2015"	"2015"	2048	27465	74.56763
	"Oregon"	"41"	"24 years"	"24"	"2015"	"2015"	2199	28557	77.00389
	"Oregon"	"41"	"25 years"	"25"	"2015"	"2015"	2408	28788	83.64596
	"Oregon"	"41"	"26 years"	"26"	"2015"	"2015"	2671	27693	96.45037
	"Oregon"	"41"	"27 years"	"27"	"2015"	"2015"	2663	26628	100.00751
	"Oregon"	"41"	"28 years"	"28"	"2015"	"2015"	2732	26522	103.00882
	"Oregon"	"41"	"29 years"	"29"	"2015"	"2015"	2811	27111	103.68485
	"Oregon"	"41"	"30 years"	"30"	"2015"	"2015"	2850	27501	103.63260
	"Oregon"	"41"	"31 years"	"31"	"2015"	"2015"	2891	27352	105.69611
	"Oregon"	"41"	"32 years"	"32"	"2015"	"2015"	2623	28112	93.30535
	"Oregon"	"41"	"33 years"	"33"	"2015"	"2015"	2485	28252	87.95837
	"Oregon"	"41"	"34 years"	"34"	"2015"	"2015"	2255	28189	79.99574
	"Oregon"	"41"	"35 years"	"35"	"2015"	"2015"	1963	28591	68.65797
	"Oregon"	"41"	"36 years"	"36"	"2015"	"2015"	1637	26741	61.21686
	"Oregon"	"41"	"37 years"	"37"	"2015"	"2015"	1288	26366	48.85079
	"Oregon"	"41"	"38 years"	"38"	"2015"	"2015"	1006	26173	38.43656
	"Oregon"	"41"	"39 years"	"39"	"2015"	"2015"	749	25237	29.67865
	"Oregon"	"41"	"40 years"	"40"	"2015"	"2015"	505	25652	19.68657
	"Oregon"	"41"	"41 years"	"41"	"2015"	"2015"	363	24254	14.96660
	"Oregon"	"41"	"42 years"	"42"	"2015"	"2015"	221	24393	9.05998
	"Oregon"	"41"	"43 years"	"43"	"2015"	"2015"	150	24882	6.02845
	"Oregon"	"41"	"44 years"	"44"	"2015"	"2015"	101	26587	3.79885
	"Oregon"	"41"	"45 years"	"45"	"2015"	"2015"	45	Not Available	Not Available
	"Oregon"	"41"	"46 years"	"46"	"2015"	"2015"	23	Not Available	Not Available
	"Oregon"	"41"	"47 years"	"47"	"2015"	"2015"	23	Not Available	Not Available
	"Pennsylvania"	"42"	"13 years"	"13"	"2015"	"2015"	11	Not Available	Not Available
	"Pennsylvania"	"42"	"14 years"	"14"	"2015"	"2015"	54	Not Available	Not Available
	"Pennsylvania"	"42"	"15 years"	"15"	"2015"	"2015"	251	78075	3.21486
	"Pennsylvania"	"42"	"16 years"	"16"	"2015"	"2015"	617	76913	8.02205
	"Pennsylvania"	"42"	"17 years"	"17"	"2015"	"2015"	1049	77840	13.47636
	"Pennsylvania"	"42"	"18 years"	"18"	"2015"	"2015"	2009	84989	23.63835
	"Pennsylvania"	"42"	"19 years"	"19"	"2015"	"2015"	3292	89812	36.65434
	"Pennsylvania"	"42"	"20 years"	"20"	"2015"	"2015"	4269	86515	49.34404
	"Pennsylvania"	"42"	"21 years"	"21"	"2015"	"2015"	4841	85638	56.52864
	"Pennsylvania"	"42"	"22 years"	"22"	"2015"	"2015"	5724	82712	69.20398
	"Pennsylvania"	"42"	"23 years"	"23"	"2015"	"2015"	6362	82167	77.42768
	"Pennsylvania"	"42"	"24 years"	"24"	"2015"	"2015"	6849	82516	83.00208
	"Pennsylvania"	"42"	"25 years"	"25"	"2015"	"2015"	7218	86146	83.78799
	"Pennsylvania"	"42"	"26 years"	"26"	"2015"	"2015"	7951	85951	92.50620
	"Pennsylvania"	"42"	"27 years"	"27"	"2015"	"2015"	8281	86112	96.16546
	"Pennsylvania"	"42"	"28 years"	"28"	"2015"	"2015"	8890	83882	105.98221
	"Pennsylvania"	"42"	"29 years"	"29"	"2015"	"2015"	9269	82281	112.65055
	"Pennsylvania"	"42"	"30 years"	"30"	"2015"	"2015"	9460	81526	116.03660
	"Pennsylvania"	"42"	"31 years"	"31"	"2015"	"2015"	9040	78128	115.70756
	"Pennsylvania"	"42"	"32 years"	"32"	"2015"	"2015"	8476	79587	106.49981
	"Pennsylvania"	"42"	"33 years"	"33"	"2015"	"2015"	7768	79119	98.18122
	"Pennsylvania"	"42"	"34 years"	"34"	"2015"	"2015"	6864	78427	87.52088
	"Pennsylvania"	"42"	"35 years"	"35"	"2015"	"2015"	5874	79155	74.20883
	"Pennsylvania"	"42"	"36 years"	"36"	"2015"	"2015"	4618	75207	61.40386
	"Pennsylvania"	"42"	"37 years"	"37"	"2015"	"2015"	3507	73853	47.48622
	"Pennsylvania"	"42"	"38 years"	"38"	"2015"	"2015"	2723	72391	37.61517
	"Pennsylvania"	"42"	"39 years"	"39"	"2015"	"2015"	1975	70328	28.08270
	"Pennsylvania"	"42"	"40 years"	"40"	"2015"	"2015"	1374	72341	18.99338
	"Pennsylvania"	"42"	"41 years"	"41"	"2015"	"2015"	938	71471	13.12420
	"Pennsylvania"	"42"	"42 years"	"42"	"2015"	"2015"	616	73680	8.36048
	"Pennsylvania"	"42"	"43 years"	"43"	"2015"	"2015"	368	78901	4.66407
	"Pennsylvania"	"42"	"44 years"	"44"	"2015"	"2015"	222	85220	2.60502
	"Pennsylvania"	"42"	"45 years"	"45"	"2015"	"2015"	117	Not Available	Not Available
	"Pennsylvania"	"42"	"46 years"	"46"	"2015"	"2015"	73	Not Available	Not Available
	"Pennsylvania"	"42"	"47 years"	"47"	"2015"	"2015"	39	Not Available	Not Available
	"Pennsylvania"	"42"	"48 years"	"48"	"2015"	"2015"	15	Not Available	Not Available
	"Pennsylvania"	"42"	"49 years"	"49"	"2015"	"2015"	12	Not Available	Not Available
	"Pennsylvania"	"42"	"50 years and over"	"50+"	"2015"	"2015"	27	Not Available	Not Available
	"Rhode Island"	"44"	"14 years"	"14"	"2015"	"2015"	10	Not Available	Not Available
	"Rhode Island"	"44"	"15 years"	"15"	"2015"	"2015"	15	6220	2.41158
	"Rhode Island"	"44"	"16 years"	"16"	"2015"	"2015"	40	6256	6.39386
	"Rhode Island"	"44"	"17 years"	"17"	"2015"	"2015"	86	6446	13.34161
	"Rhode Island"	"44"	"18 years"	"18"	"2015"	"2015"	144	8663	16.62242
	"Rhode Island"	"44"	"19 years"	"19"	"2015"	"2015"	245	9508	25.76777
	"Rhode Island"	"44"	"20 years"	"20"	"2015"	"2015"	291	9081	32.04493
	"Rhode Island"	"44"	"21 years"	"21"	"2015"	"2015"	340	8396	40.49547
	"Rhode Island"	"44"	"22 years"	"22"	"2015"	"2015"	397	7686	51.65235
	"Rhode Island"	"44"	"23 years"	"23"	"2015"	"2015"	470	7287	64.49842
	"Rhode Island"	"44"	"24 years"	"24"	"2015"	"2015"	464	7196	64.48027
	"Rhode Island"	"44"	"25 years"	"25"	"2015"	"2015"	549	7426	73.92944
	"Rhode Island"	"44"	"26 years"	"26"	"2015"	"2015"	551	7564	72.84506
	"Rhode Island"	"44"	"27 years"	"27"	"2015"	"2015"	603	7797	77.33744
	"Rhode Island"	"44"	"28 years"	"28"	"2015"	"2015"	616	7101	86.74835
	"Rhode Island"	"44"	"29 years"	"29"	"2015"	"2015"	640	6868	93.18579
	"Rhode Island"	"44"	"30 years"	"30"	"2015"	"2015"	742	6837	108.52713
	"Rhode Island"	"44"	"31 years"	"31"	"2015"	"2015"	717	6588	108.83424
	"Rhode Island"	"44"	"32 years"	"32"	"2015"	"2015"	746	6623	112.63778
	"Rhode Island"	"44"	"33 years"	"33"	"2015"	"2015"	691	6657	103.80051
	"Rhode Island"	"44"	"34 years"	"34"	"2015"	"2015"	562	6446	87.18585
	"Rhode Island"	"44"	"35 years"	"35"	"2015"	"2015"	523	6545	79.90833
	"Rhode Island"	"44"	"36 years"	"36"	"2015"	"2015"	422	6318	66.79329
	"Rhode Island"	"44"	"37 years"	"37"	"2015"	"2015"	326	6167	52.86201
	"Rhode Island"	"44"	"38 years"	"38"	"2015"	"2015"	238	6005	39.63364
	"Rhode Island"	"44"	"39 years"	"39"	"2015"	"2015"	200	5821	34.35836
	"Rhode Island"	"44"	"40 years"	"40"	"2015"	"2015"	138	6235	22.13312
	"Rhode Island"	"44"	"41 years"	"41"	"2015"	"2015"	93	5983	15.54404
	"Rhode Island"	"44"	"42 years"	"42"	"2015"	"2015"	61	6206	9.82920
	"Rhode Island"	"44"	"43 years"	"43"	"2015"	"2015"	35	6493	5.39042
	"Rhode Island"	"44"	"44 years"	"44"	"2015"	"2015"	15	7141	2.10055
	"Rhode Island"	"44"	"45 years"	"45"	"2015"	"2015"	13	Not Available	Not Available
	"South Carolina"	"45"	"14 years"	"14"	"2015"	"2015"	55	Not Available	Not Available
	"South Carolina"	"45"	"15 years"	"15"	"2015"	"2015"	120	31200	3.84615
	"South Carolina"	"45"	"16 years"	"16"	"2015"	"2015"	313	30274	10.33890
	"South Carolina"	"45"	"17 years"	"17"	"2015"	"2015"	610	29995	20.33672
	"South Carolina"	"45"	"18 years"	"18"	"2015"	"2015"	1194	30607	39.01068
	"South Carolina"	"45"	"19 years"	"19"	"2015"	"2015"	1784	31688	56.29891
	"South Carolina"	"45"	"20 years"	"20"	"2015"	"2015"	2421	31928	75.82686
	"South Carolina"	"45"	"21 years"	"21"	"2015"	"2015"	2700	32684	82.60923
	"South Carolina"	"45"	"22 years"	"22"	"2015"	"2015"	2952	33174	88.98535
	"South Carolina"	"45"	"23 years"	"23"	"2015"	"2015"	3268	34271	95.35759
	"South Carolina"	"45"	"24 years"	"24"	"2015"	"2015"	3458	36109	95.76560
	"South Carolina"	"45"	"25 years"	"25"	"2015"	"2015"	3443	36350	94.71802
	"South Carolina"	"45"	"26 years"	"26"	"2015"	"2015"	3487	35191	99.08783
	"South Carolina"	"45"	"27 years"	"27"	"2015"	"2015"	3583	33374	107.35902
	"South Carolina"	"45"	"28 years"	"28"	"2015"	"2015"	3445	31706	108.65451
	"South Carolina"	"45"	"29 years"	"29"	"2015"	"2015"	3579	31003	115.44044
	"South Carolina"	"45"	"30 years"	"30"	"2015"	"2015"	3272	31153	105.03001
	"South Carolina"	"45"	"31 years"	"31"	"2015"	"2015"	3076	30857	99.68565
	"South Carolina"	"45"	"32 years"	"32"	"2015"	"2015"	2958	31597	93.61648
	"South Carolina"	"45"	"33 years"	"33"	"2015"	"2015"	2598	31646	82.09568
	"South Carolina"	"45"	"34 years"	"34"	"2015"	"2015"	2264	31638	71.55952
	"South Carolina"	"45"	"35 years"	"35"	"2015"	"2015"	1895	31914	59.37833
	"South Carolina"	"45"	"36 years"	"36"	"2015"	"2015"	1553	30268	51.30831
	"South Carolina"	"45"	"37 years"	"37"	"2015"	"2015"	1219	30030	40.59274
	"South Carolina"	"45"	"38 years"	"38"	"2015"	"2015"	911	29680	30.69407
	"South Carolina"	"45"	"39 years"	"39"	"2015"	"2015"	682	28530	23.90466
	"South Carolina"	"45"	"40 years"	"40"	"2015"	"2015"	495	29659	16.68971
	"South Carolina"	"45"	"41 years"	"41"	"2015"	"2015"	298	29535	10.08972
	"South Carolina"	"45"	"42 years"	"42"	"2015"	"2015"	207	30459	6.79602
	"South Carolina"	"45"	"43 years"	"43"	"2015"	"2015"	131	31755	4.12533
	"South Carolina"	"45"	"44 years"	"44"	"2015"	"2015"	70	33665	2.07931
	"South Carolina"	"45"	"45 years"	"45"	"2015"	"2015"	50	Not Available	Not Available
	"South Carolina"	"45"	"46 years"	"46"	"2015"	"2015"	21	Not Available	Not Available
	"South Dakota"	"46"	"15 years"	"15"	"2015"	"2015"	16	5437	2.94280
	"South Dakota"	"46"	"16 years"	"16"	"2015"	"2015"	46	5249	8.76357
	"South Dakota"	"46"	"17 years"	"17"	"2015"	"2015"	93	5370	17.31844
	"South Dakota"	"46"	"18 years"	"18"	"2015"	"2015"	216	5230	41.30019
	"South Dakota"	"46"	"19 years"	"19"	"2015"	"2015"	349	6016	58.01197
	"South Dakota"	"46"	"20 years"	"20"	"2015"	"2015"	431	5927	72.71807
	"South Dakota"	"46"	"21 years"	"21"	"2015"	"2015"	466	5951	78.30617
	"South Dakota"	"46"	"22 years"	"22"	"2015"	"2015"	555	5937	93.48156
	"South Dakota"	"46"	"23 years"	"23"	"2015"	"2015"	614	6118	100.35959
	"South Dakota"	"46"	"24 years"	"24"	"2015"	"2015"	686	5597	122.56566
	"South Dakota"	"46"	"25 years"	"25"	"2015"	"2015"	782	5299	147.57501
	"South Dakota"	"46"	"26 years"	"26"	"2015"	"2015"	795	5223	152.21137
	"South Dakota"	"46"	"27 years"	"27"	"2015"	"2015"	863	5397	159.90365
	"South Dakota"	"46"	"28 years"	"28"	"2015"	"2015"	845	5443	155.24527
	"South Dakota"	"46"	"29 years"	"29"	"2015"	"2015"	895	5276	169.63609
	"South Dakota"	"46"	"30 years"	"30"	"2015"	"2015"	791	5491	144.05391
	"South Dakota"	"46"	"31 years"	"31"	"2015"	"2015"	840	5464	153.73353
	"South Dakota"	"46"	"32 years"	"32"	"2015"	"2015"	659	5444	121.05070
	"South Dakota"	"46"	"33 years"	"33"	"2015"	"2015"	569	5465	104.11711
	"South Dakota"	"46"	"34 years"	"34"	"2015"	"2015"	470	5370	87.52328
	"South Dakota"	"46"	"35 years"	"35"	"2015"	"2015"	367	5527	66.40130
	"South Dakota"	"46"	"36 years"	"36"	"2015"	"2015"	279	5046	55.29132
	"South Dakota"	"46"	"37 years"	"37"	"2015"	"2015"	225	4935	45.59271
	"South Dakota"	"46"	"38 years"	"38"	"2015"	"2015"	158	4687	33.71026
	"South Dakota"	"46"	"39 years"	"39"	"2015"	"2015"	100	4472	22.36136
	"South Dakota"	"46"	"40 years"	"40"	"2015"	"2015"	77	4458	17.27232
	"South Dakota"	"46"	"41 years"	"41"	"2015"	"2015"	63	4293	14.67505
	"South Dakota"	"46"	"42 years"	"42"	"2015"	"2015"	33	4369	7.55322
	"South Dakota"	"46"	"43 years"	"43"	"2015"	"2015"	19	4555	4.17124
	"South Dakota"	"46"	"44 years"	"44"	"2015"	"2015"	10	4760	2.10084
	"Tennessee"	"47"	"13 years"	"13"	"2015"	"2015"	16	Not Available	Not Available
	"Tennessee"	"47"	"14 years"	"14"	"2015"	"2015"	51	Not Available	Not Available
	"Tennessee"	"47"	"15 years"	"15"	"2015"	"2015"	209	42598	4.90633
	"Tennessee"	"47"	"16 years"	"16"	"2015"	"2015"	498	41731	11.93357
	"Tennessee"	"47"	"17 years"	"17"	"2015"	"2015"	873	41438	21.06762
