"Notes"	"State"	"State Code"	"Age of Mother Year"	"Age of Mother Year Code"	"Year"	"Year Code"	Births	Female Population	Fertility Rate
	"Alaska"	"02"	"35 years"	"35"	"2009"	"2009"	311	4379	71.02078
	"Alaska"	"02"	"36 years"	"36"	"2009"	"2009"	265	4282	61.88697
	"Alaska"	"02"	"37 years"	"37"	"2009"	"2009"	218	4329	50.35805
	"Alaska"	"02"	"38 years"	"38"	"2009"	"2009"	190	4770	39.83229
	"Alaska"	"02"	"39 years"	"39"	"2009"	"2009"	139	4508	30.83407
	"Alaska"	"02"	"40 years"	"40"	"2009"	"2009"	96	4707	20.39516
	"Alaska"	"02"	"41 years"	"41"	"2009"	"2009"	66	4314	15.29903
	"Alaska"	"02"	"42 years"	"42"	"2009"	"2009"	40	4461	8.96660
	"Alaska"	"02"	"43 years"	"43"	"2009"	"2009"	24	4405	5.44835
	"Alaska"	"02"	"44 years"	"44"	"2009"	"2009"	16	5021	3.18662
	"Arizona"	"04"	"13 years"	"13"	"2009"	"2009"	16	Not Available	Not Available
	"Arizona"	"04"	"14 years"	"14"	"2009"	"2009"	116	Not Available	Not Available
	"Arizona"	"04"	"15 years"	"15"	"2009"	"2009"	448	43439	10.31331
	"Arizona"	"04"	"16 years"	"16"	"2009"	"2009"	1108	44573	24.85810
	"Arizona"	"04"	"17 years"	"17"	"2009"	"2009"	1971	43737	45.06482
	"Arizona"	"04"	"18 years"	"18"	"2009"	"2009"	3091	45795	67.49645
	"Arizona"	"04"	"19 years"	"19"	"2009"	"2009"	4256	46369	91.78546
	"Arizona"	"04"	"20 years"	"20"	"2009"	"2009"	4491	43068	104.27696
	"Arizona"	"04"	"21 years"	"21"	"2009"	"2009"	4655	42364	109.88103
	"Arizona"	"04"	"22 years"	"22"	"2009"	"2009"	4915	40896	120.18290
	"Arizona"	"04"	"23 years"	"23"	"2009"	"2009"	4981	42087	118.35008
	"Arizona"	"04"	"24 years"	"24"	"2009"	"2009"	4930	42451	116.13390
	"Arizona"	"04"	"25 years"	"25"	"2009"	"2009"	5194	42853	121.20505
	"Arizona"	"04"	"26 years"	"26"	"2009"	"2009"	5308	41712	127.25355
	"Arizona"	"04"	"27 years"	"27"	"2009"	"2009"	5437	44123	123.22372
	"Arizona"	"04"	"28 years"	"28"	"2009"	"2009"	5424	46303	117.14144
	"Arizona"	"04"	"29 years"	"29"	"2009"	"2009"	5144	43275	118.86771
	"Arizona"	"04"	"30 years"	"30"	"2009"	"2009"	4807	42313	113.60575
	"Arizona"	"04"	"31 years"	"31"	"2009"	"2009"	4404	38898	113.21919
	"Arizona"	"04"	"32 years"	"32"	"2009"	"2009"	3929	40897	96.07062
	"Arizona"	"04"	"33 years"	"33"	"2009"	"2009"	3493	39459	88.52226
	"Arizona"	"04"	"34 years"	"34"	"2009"	"2009"	3128	40126	77.95444
	"Arizona"	"04"	"35 years"	"35"	"2009"	"2009"	2716	39757	68.31501
	"Arizona"	"04"	"36 years"	"36"	"2009"	"2009"	2250	39831	56.48866
	"Arizona"	"04"	"37 years"	"37"	"2009"	"2009"	1789	41215	43.40653
	"Arizona"	"04"	"38 years"	"38"	"2009"	"2009"	1486	42643	34.84745
	"Arizona"	"04"	"39 years"	"39"	"2009"	"2009"	1173	43791	26.78633
	"Arizona"	"04"	"40 years"	"40"	"2009"	"2009"	782	40672	19.22699
	"Arizona"	"04"	"41 years"	"41"	"2009"	"2009"	520	39357	13.21239
	"Arizona"	"04"	"42 years"	"42"	"2009"	"2009"	309	38854	7.95285
	"Arizona"	"04"	"43 years"	"43"	"2009"	"2009"	232	39332	5.89851
	"Arizona"	"04"	"44 years"	"44"	"2009"	"2009"	139	42374	3.28031
	"Arizona"	"04"	"45 years"	"45"	"2009"	"2009"	72	Not Available	Not Available
	"Arizona"	"04"	"46 years"	"46"	"2009"	"2009"	30	Not Available	Not Available
	"Arizona"	"04"	"47 years"	"47"	"2009"	"2009"	25	Not Available	Not Available
	"Arizona"	"04"	"49 years"	"49"	"2009"	"2009"	14	Not Available	Not Available
	"Arkansas"	"05"	"13 years"	"13"	"2009"	"2009"	11	Not Available	Not Available
	"Arkansas"	"05"	"14 years"	"14"	"2009"	"2009"	65	Not Available	Not Available
	"Arkansas"	"05"	"15 years"	"15"	"2009"	"2009"	203	18714	10.84749
	"Arkansas"	"05"	"16 years"	"16"	"2009"	"2009"	515	19429	26.50677
	"Arkansas"	"05"	"17 years"	"17"	"2009"	"2009"	972	19655	49.45307
	"Arkansas"	"05"	"18 years"	"18"	"2009"	"2009"	1659	20421	81.23990
	"Arkansas"	"05"	"19 years"	"19"	"2009"	"2009"	2404	21251	113.12409
	"Arkansas"	"05"	"20 years"	"20"	"2009"	"2009"	2672	20284	131.72944
	"Arkansas"	"05"	"21 years"	"21"	"2009"	"2009"	2571	19787	129.93379
	"Arkansas"	"05"	"22 years"	"22"	"2009"	"2009"	2710	19474	139.15991
	"Arkansas"	"05"	"23 years"	"23"	"2009"	"2009"	2571	19105	134.57210
	"Arkansas"	"05"	"24 years"	"24"	"2009"	"2009"	2455	18964	129.45581
	"Arkansas"	"05"	"25 years"	"25"	"2009"	"2009"	2428	19050	127.45407
	"Arkansas"	"05"	"26 years"	"26"	"2009"	"2009"	2429	18982	127.96333
	"Arkansas"	"05"	"27 years"	"27"	"2009"	"2009"	2395	19659	121.82715
	"Arkansas"	"05"	"28 years"	"28"	"2009"	"2009"	2238	20347	109.99164
	"Arkansas"	"05"	"29 years"	"29"	"2009"	"2009"	1920	19319	99.38403
	"Arkansas"	"05"	"30 years"	"30"	"2009"	"2009"	1748	18686	93.54597
	"Arkansas"	"05"	"31 years"	"31"	"2009"	"2009"	1507	17831	84.51573
	"Arkansas"	"05"	"32 years"	"32"	"2009"	"2009"	1283	17535	73.16795
	"Arkansas"	"05"	"33 years"	"33"	"2009"	"2009"	1117	17839	62.61562
	"Arkansas"	"05"	"34 years"	"34"	"2009"	"2009"	927	17489	53.00475
	"Arkansas"	"05"	"35 years"	"35"	"2009"	"2009"	728	17655	41.23478
	"Arkansas"	"05"	"36 years"	"36"	"2009"	"2009"	617	18065	34.15444
	"Arkansas"	"05"	"37 years"	"37"	"2009"	"2009"	515	18385	28.01197
	"Arkansas"	"05"	"38 years"	"38"	"2009"	"2009"	377	19569	19.26516
	"Arkansas"	"05"	"39 years"	"39"	"2009"	"2009"	292	19181	15.22340
	"Arkansas"	"05"	"40 years"	"40"	"2009"	"2009"	200	18197	10.99082
	"Arkansas"	"05"	"41 years"	"41"	"2009"	"2009"	113	17986	6.28266
	"Arkansas"	"05"	"42 years"	"42"	"2009"	"2009"	68	17590	3.86583
	"Arkansas"	"05"	"43 years"	"43"	"2009"	"2009"	47	18665	2.51808
	"Arkansas"	"05"	"44 years"	"44"	"2009"	"2009"	25	19809	1.26205
	"Arkansas"	"05"	"45 years"	"45"	"2009"	"2009"	11	Not Available	Not Available
	"California"	"06"	"13 years"	"13"	"2009"	"2009"	65	Not Available	Not Available
	"California"	"06"	"14 years"	"14"	"2009"	"2009"	477	Not Available	Not Available
	"California"	"06"	"15 years"	"15"	"2009"	"2009"	1983	267084	7.42463
	"California"	"06"	"16 years"	"16"	"2009"	"2009"	4803	271815	17.67011
	"California"	"06"	"17 years"	"17"	"2009"	"2009"	8633	276188	31.25769
	"California"	"06"	"18 years"	"18"	"2009"	"2009"	13420	278727	48.14747
	"California"	"06"	"19 years"	"19"	"2009"	"2009"	18992	277631	68.40735
	"California"	"06"	"20 years"	"20"	"2009"	"2009"	20851	263621	79.09461
	"California"	"06"	"21 years"	"21"	"2009"	"2009"	21847	262199	83.32221
	"California"	"06"	"22 years"	"22"	"2009"	"2009"	22894	255912	89.46044
	"California"	"06"	"23 years"	"23"	"2009"	"2009"	23589	259152	91.02380
	"California"	"06"	"24 years"	"24"	"2009"	"2009"	24824	262723	94.48735
	"California"	"06"	"25 years"	"25"	"2009"	"2009"	26110	263563	99.06550
	"California"	"06"	"26 years"	"26"	"2009"	"2009"	27472	264076	104.03066
	"California"	"06"	"27 years"	"27"	"2009"	"2009"	28536	269120	106.03448
	"California"	"06"	"28 years"	"28"	"2009"	"2009"	29410	275413	106.78508
	"California"	"06"	"29 years"	"29"	"2009"	"2009"	29542	264544	111.67140
	"California"	"06"	"30 years"	"30"	"2009"	"2009"	28312	259500	109.10212
	"California"	"06"	"31 years"	"31"	"2009"	"2009"	27815	242784	114.56686
	"California"	"06"	"32 years"	"32"	"2009"	"2009"	26359	249265	105.74690
	"California"	"06"	"33 years"	"33"	"2009"	"2009"	24330	245053	99.28464
	"California"	"06"	"34 years"	"34"	"2009"	"2009"	22349	252487	88.51545
	"California"	"06"	"35 years"	"35"	"2009"	"2009"	19856	247476	80.23404
	"California"	"06"	"36 years"	"36"	"2009"	"2009"	17565	249919	70.28277
	"California"	"06"	"37 years"	"37"	"2009"	"2009"	14764	254704	57.96532
	"California"	"06"	"38 years"	"38"	"2009"	"2009"	12442	266935	46.61060
	"California"	"06"	"39 years"	"39"	"2009"	"2009"	9880	281042	35.15489
	"California"	"06"	"40 years"	"40"	"2009"	"2009"	7098	261087	27.18634
	"California"	"06"	"41 years"	"41"	"2009"	"2009"	4936	256629	19.23399
	"California"	"06"	"42 years"	"42"	"2009"	"2009"	3201	250542	12.77630
	"California"	"06"	"43 years"	"43"	"2009"	"2009"	1885	253053	7.44903
	"California"	"06"	"44 years"	"44"	"2009"	"2009"	1194	269628	4.42832
	"California"	"06"	"45 years"	"45"	"2009"	"2009"	663	Not Available	Not Available
	"California"	"06"	"46 years"	"46"	"2009"	"2009"	386	Not Available	Not Available
	"California"	"06"	"47 years"	"47"	"2009"	"2009"	214	Not Available	Not Available
	"California"	"06"	"48 years"	"48"	"2009"	"2009"	98	Not Available	Not Available
	"California"	"06"	"49 years"	"49"	"2009"	"2009"	62	Not Available	Not Available
	"California"	"06"	"50 years and over"	"50+"	"2009"	"2009"	155	Not Available	Not Available
	"Colorado"	"08"	"13 years"	"13"	"2009"	"2009"	12	Not Available	Not Available
	"Colorado"	"08"	"14 years"	"14"	"2009"	"2009"	59	Not Available	Not Available
	"Colorado"	"08"	"15 years"	"15"	"2009"	"2009"	258	31856	8.09895
	"Colorado"	"08"	"16 years"	"16"	"2009"	"2009"	620	32944	18.81982
	"Colorado"	"08"	"17 years"	"17"	"2009"	"2009"	1096	33050	33.16188
	"Colorado"	"08"	"18 years"	"18"	"2009"	"2009"	1773	32865	53.94797
	"Colorado"	"08"	"19 years"	"19"	"2009"	"2009"	2456	33834	72.58970
	"Colorado"	"08"	"20 years"	"20"	"2009"	"2009"	2741	32158	85.23540
	"Colorado"	"08"	"21 years"	"21"	"2009"	"2009"	2856	32074	89.04409
	"Colorado"	"08"	"22 years"	"22"	"2009"	"2009"	3054	32679	93.45451
	"Colorado"	"08"	"23 years"	"23"	"2009"	"2009"	3256	33509	97.16793
	"Colorado"	"08"	"24 years"	"24"	"2009"	"2009"	3363	35038	95.98151
	"Colorado"	"08"	"25 years"	"25"	"2009"	"2009"	3565	34835	102.33960
	"Colorado"	"08"	"26 years"	"26"	"2009"	"2009"	3684	35841	102.78731
	"Colorado"	"08"	"27 years"	"27"	"2009"	"2009"	3804	37631	101.08687
	"Colorado"	"08"	"28 years"	"28"	"2009"	"2009"	4024	34523	116.55997
	"Colorado"	"08"	"29 years"	"29"	"2009"	"2009"	4038	36433	110.83358
	"Colorado"	"08"	"30 years"	"30"	"2009"	"2009"	3794	34430	110.19460
	"Colorado"	"08"	"31 years"	"31"	"2009"	"2009"	3856	34354	112.24312
	"Colorado"	"08"	"32 years"	"32"	"2009"	"2009"	3515	33467	105.02883
	"Colorado"	"08"	"33 years"	"33"	"2009"	"2009"	3107	32110	96.76113
	"Colorado"	"08"	"34 years"	"34"	"2009"	"2009"	2763	34573	79.91785
	"Colorado"	"08"	"35 years"	"35"	"2009"	"2009"	2447	32278	75.81015
	"Colorado"	"08"	"36 years"	"36"	"2009"	"2009"	2117	33222	63.72283
	"Colorado"	"08"	"37 years"	"37"	"2009"	"2009"	1680	34450	48.76633
	"Colorado"	"08"	"38 years"	"38"	"2009"	"2009"	1473	35669	41.29636
	"Colorado"	"08"	"39 years"	"39"	"2009"	"2009"	1171	37559	31.17761
	"Colorado"	"08"	"40 years"	"40"	"2009"	"2009"	771	34152	22.57554
	"Colorado"	"08"	"41 years"	"41"	"2009"	"2009"	521	33741	15.44115
	"Colorado"	"08"	"42 years"	"42"	"2009"	"2009"	312	32414	9.62547
	"Colorado"	"08"	"43 years"	"43"	"2009"	"2009"	198	33175	5.96835
	"Colorado"	"08"	"44 years"	"44"	"2009"	"2009"	102	35761	2.85227
	"Colorado"	"08"	"45 years"	"45"	"2009"	"2009"	64	Not Available	Not Available
	"Colorado"	"08"	"46 years"	"46"	"2009"	"2009"	33	Not Available	Not Available
	"Colorado"	"08"	"47 years"	"47"	"2009"	"2009"	20	Not Available	Not Available
	"Connecticut"	"09"	"14 years"	"14"	"2009"	"2009"	17	Not Available	Not Available
	"Connecticut"	"09"	"15 years"	"15"	"2009"	"2009"	102	24613	4.14415
	"Connecticut"	"09"	"16 years"	"16"	"2009"	"2009"	221	24980	8.84708
	"Connecticut"	"09"	"17 years"	"17"	"2009"	"2009"	442	24947	17.71756
	"Connecticut"	"09"	"18 years"	"18"	"2009"	"2009"	733	24171	30.32560
	"Connecticut"	"09"	"19 years"	"19"	"2009"	"2009"	1107	24333	45.49377
	"Connecticut"	"09"	"20 years"	"20"	"2009"	"2009"	1204	22800	52.80702
	"Connecticut"	"09"	"21 years"	"21"	"2009"	"2009"	1319	22291	59.17186
	"Connecticut"	"09"	"22 years"	"22"	"2009"	"2009"	1400	21558	64.94109
	"Connecticut"	"09"	"23 years"	"23"	"2009"	"2009"	1466	21243	69.01097
	"Connecticut"	"09"	"24 years"	"24"	"2009"	"2009"	1448	21527	67.26437
	"Connecticut"	"09"	"25 years"	"25"	"2009"	"2009"	1588	19759	80.36844
	"Connecticut"	"09"	"26 years"	"26"	"2009"	"2009"	1771	22276	79.50260
	"Connecticut"	"09"	"27 years"	"27"	"2009"	"2009"	2009	20103	99.93533
	"Connecticut"	"09"	"28 years"	"28"	"2009"	"2009"	2166	21403	101.20077
	"Connecticut"	"09"	"29 years"	"29"	"2009"	"2009"	2358	20497	115.04123
	"Connecticut"	"09"	"30 years"	"30"	"2009"	"2009"	2435	21667	112.38289
	"Connecticut"	"09"	"31 years"	"31"	"2009"	"2009"	2356	20040	117.56487
	"Connecticut"	"09"	"32 years"	"32"	"2009"	"2009"	2303	21040	109.45817
	"Connecticut"	"09"	"33 years"	"33"	"2009"	"2009"	2097	20245	103.58113
	"Connecticut"	"09"	"34 years"	"34"	"2009"	"2009"	1998	20760	96.24277
	"Connecticut"	"09"	"35 years"	"35"	"2009"	"2009"	1737	20368	85.28083
	"Connecticut"	"09"	"36 years"	"36"	"2009"	"2009"	1512	21996	68.73977
	"Connecticut"	"09"	"37 years"	"37"	"2009"	"2009"	1290	23509	54.87260
	"Connecticut"	"09"	"38 years"	"38"	"2009"	"2009"	1143	25104	45.53059
	"Connecticut"	"09"	"39 years"	"39"	"2009"	"2009"	866	27135	31.91450
	"Connecticut"	"09"	"40 years"	"40"	"2009"	"2009"	674	25912	26.01111
	"Connecticut"	"09"	"41 years"	"41"	"2009"	"2009"	430	26063	16.49848
	"Connecticut"	"09"	"42 years"	"42"	"2009"	"2009"	269	26559	10.12839
	"Connecticut"	"09"	"43 years"	"43"	"2009"	"2009"	182	28227	6.44773
	"Connecticut"	"09"	"44 years"	"44"	"2009"	"2009"	98	29804	3.28815
	"Connecticut"	"09"	"45 years"	"45"	"2009"	"2009"	65	Not Available	Not Available
	"Connecticut"	"09"	"46 years"	"46"	"2009"	"2009"	37	Not Available	Not Available
	"Connecticut"	"09"	"47 years"	"47"	"2009"	"2009"	20	Not Available	Not Available
	"Connecticut"	"09"	"48 years"	"48"	"2009"	"2009"	10	Not Available	Not Available
	"Connecticut"	"09"	"50 years and over"	"50+"	"2009"	"2009"	11	Not Available	Not Available
	"Delaware"	"10"	"14 years"	"14"	"2009"	"2009"	11	Not Available	Not Available
	"Delaware"	"10"	"15 years"	"15"	"2009"	"2009"	38	5867	6.47690
	"Delaware"	"10"	"16 years"	"16"	"2009"	"2009"	96	6235	15.39695
	"Delaware"	"10"	"17 years"	"17"	"2009"	"2009"	184	5978	30.77952
	"Delaware"	"10"	"18 years"	"18"	"2009"	"2009"	328	7012	46.77695
	"Delaware"	"10"	"19 years"	"19"	"2009"	"2009"	435	7191	60.49228
	"Delaware"	"10"	"20 years"	"20"	"2009"	"2009"	516	6726	76.71722
	"Delaware"	"10"	"21 years"	"21"	"2009"	"2009"	549	6668	82.33353
	"Delaware"	"10"	"22 years"	"22"	"2009"	"2009"	591	5859	100.87046
	"Delaware"	"10"	"23 years"	"23"	"2009"	"2009"	591	5646	104.67588
	"Delaware"	"10"	"24 years"	"24"	"2009"	"2009"	620	5790	107.08117
	"Delaware"	"10"	"25 years"	"25"	"2009"	"2009"	632	5560	113.66906
	"Delaware"	"10"	"26 years"	"26"	"2009"	"2009"	652	5746	113.47024
	"Delaware"	"10"	"27 years"	"27"	"2009"	"2009"	690	5694	121.18019
	"Delaware"	"10"	"28 years"	"28"	"2009"	"2009"	705	6294	112.01144
	"Delaware"	"10"	"29 years"	"29"	"2009"	"2009"	649	5529	117.38108
	"Delaware"	"10"	"30 years"	"30"	"2009"	"2009"	649	6394	101.50141
	"Delaware"	"10"	"31 years"	"31"	"2009"	"2009"	628	5121	122.63230
	"Delaware"	"10"	"32 years"	"32"	"2009"	"2009"	534	5283	101.07893
	"Delaware"	"10"	"33 years"	"33"	"2009"	"2009"	429	5163	83.09123
	"Delaware"	"10"	"34 years"	"34"	"2009"	"2009"	434	5294	81.97960
	"Delaware"	"10"	"35 years"	"35"	"2009"	"2009"	323	5327	60.63450
	"Delaware"	"10"	"36 years"	"36"	"2009"	"2009"	310	5349	57.95476
	"Delaware"	"10"	"37 years"	"37"	"2009"	"2009"	270	5673	47.59387
	"Delaware"	"10"	"38 years"	"38"	"2009"	"2009"	204	6234	32.72377
	"Delaware"	"10"	"39 years"	"39"	"2009"	"2009"	177	6355	27.85208
	"Delaware"	"10"	"40 years"	"40"	"2009"	"2009"	110	5891	18.67255
	"Delaware"	"10"	"41 years"	"41"	"2009"	"2009"	69	6335	10.89187
	"Delaware"	"10"	"42 years"	"42"	"2009"	"2009"	51	6183	8.24842
	"Delaware"	"10"	"43 years"	"43"	"2009"	"2009"	28	6540	4.28135
	"Delaware"	"10"	"44 years"	"44"	"2009"	"2009"	21	6673	3.14701
	"Delaware"	"10"	"45 years"	"45"	"2009"	"2009"	15	Not Available	Not Available
	"District of Columbia"	"11"	"14 years"	"14"	"2009"	"2009"	20	Not Available	Not Available
	"District of Columbia"	"11"	"15 years"	"15"	"2009"	"2009"	47	2817	16.68442
	"District of Columbia"	"11"	"16 years"	"16"	"2009"	"2009"	116	2962	39.16273
	"District of Columbia"	"11"	"17 years"	"17"	"2009"	"2009"	202	2897	69.72730
	"District of Columbia"	"11"	"18 years"	"18"	"2009"	"2009"	307	5271	58.24322
	"District of Columbia"	"11"	"19 years"	"19"	"2009"	"2009"	362	7394	48.95862
	"District of Columbia"	"11"	"20 years"	"20"	"2009"	"2009"	397	6121	64.85868
	"District of Columbia"	"11"	"21 years"	"21"	"2009"	"2009"	380	6256	60.74169
	"District of Columbia"	"11"	"22 years"	"22"	"2009"	"2009"	335	6789	49.34453
	"District of Columbia"	"11"	"23 years"	"23"	"2009"	"2009"	369	7208	51.19312
	"District of Columbia"	"11"	"24 years"	"24"	"2009"	"2009"	357	7511	47.53029
	"District of Columbia"	"11"	"25 years"	"25"	"2009"	"2009"	375	7509	49.94007
	"District of Columbia"	"11"	"26 years"	"26"	"2009"	"2009"	427	6972	61.24498
	"District of Columbia"	"11"	"27 years"	"27"	"2009"	"2009"	420	7426	56.55804
	"District of Columbia"	"11"	"28 years"	"28"	"2009"	"2009"	410	6860	59.76676
	"District of Columbia"	"11"	"29 years"	"29"	"2009"	"2009"	413	6210	66.50564
	"District of Columbia"	"11"	"30 years"	"30"	"2009"	"2009"	445	6235	71.37129
	"District of Columbia"	"11"	"31 years"	"31"	"2009"	"2009"	475	5914	80.31789
	"District of Columbia"	"11"	"32 years"	"32"	"2009"	"2009"	459	5085	90.26549
	"District of Columbia"	"11"	"33 years"	"33"	"2009"	"2009"	424	5281	80.28782
	"District of Columbia"	"11"	"34 years"	"34"	"2009"	"2009"	437	4873	89.67782
	"District of Columbia"	"11"	"35 years"	"35"	"2009"	"2009"	387	4133	93.63658
	"District of Columbia"	"11"	"36 years"	"36"	"2009"	"2009"	340	4528	75.08834
	"District of Columbia"	"11"	"37 years"	"37"	"2009"	"2009"	263	4013	65.53700
	"District of Columbia"	"11"	"38 years"	"38"	"2009"	"2009"	278	4361	63.74685
	"District of Columbia"	"11"	"39 years"	"39"	"2009"	"2009"	209	4551	45.92397
	"District of Columbia"	"11"	"40 years"	"40"	"2009"	"2009"	149	3479	42.82840
	"District of Columbia"	"11"	"41 years"	"41"	"2009"	"2009"	88	3914	22.48339
	"District of Columbia"	"11"	"42 years"	"42"	"2009"	"2009"	53	3397	15.60200
	"District of Columbia"	"11"	"43 years"	"43"	"2009"	"2009"	39	3701	10.53769
	"District of Columbia"	"11"	"44 years"	"44"	"2009"	"2009"	14	3716	3.76749
	"District of Columbia"	"11"	"45 years"	"45"	"2009"	"2009"	16	Not Available	Not Available
	"District of Columbia"	"11"	"46 years"	"46"	"2009"	"2009"	10	Not Available	Not Available
	"Florida"	"12"	"13 years"	"13"	"2009"	"2009"	42	Not Available	Not Available
	"Florida"	"12"	"14 years"	"14"	"2009"	"2009"	213	Not Available	Not Available
	"Florida"	"12"	"15 years"	"15"	"2009"	"2009"	804	115055	6.98796
	"Florida"	"12"	"16 years"	"16"	"2009"	"2009"	1899	116425	16.31093
	"Florida"	"12"	"17 years"	"17"	"2009"	"2009"	3612	118599	30.45557
	"Florida"	"12"	"18 years"	"18"	"2009"	"2009"	6353	124615	50.98102
	"Florida"	"12"	"19 years"	"19"	"2009"	"2009"	9353	126839	73.73915
	"Florida"	"12"	"20 years"	"20"	"2009"	"2009"	10689	121633	87.87911
	"Florida"	"12"	"21 years"	"21"	"2009"	"2009"	10959	119806	91.47288
	"Florida"	"12"	"22 years"	"22"	"2009"	"2009"	11495	116965	98.27726
	"Florida"	"12"	"23 years"	"23"	"2009"	"2009"	11480	117593	97.62486
	"Florida"	"12"	"24 years"	"24"	"2009"	"2009"	11745	117149	100.25694
	"Florida"	"12"	"25 years"	"25"	"2009"	"2009"	11911	118681	100.36147
	"Florida"	"12"	"26 years"	"26"	"2009"	"2009"	12485	114091	109.43019
	"Florida"	"12"	"27 years"	"27"	"2009"	"2009"	12519	118955	105.24148
	"Florida"	"12"	"28 years"	"28"	"2009"	"2009"	12574	119512	105.21119
	"Florida"	"12"	"29 years"	"29"	"2009"	"2009"	12293	113431	108.37425
