"Notes"	"State"	"State Code"	"Age of Mother Year"	"Age of Mother Year Code"	"Year"	"Year Code"	Births	Female Population	Fertility Rate
	"Alaska"	"02"	"34 years"	"34"	"2013"	"2013"	416	4563	91.16809
	"Alaska"	"02"	"35 years"	"35"	"2013"	"2013"	378	4531	83.42529
	"Alaska"	"02"	"36 years"	"36"	"2013"	"2013"	286	4379	65.31172
	"Alaska"	"02"	"37 years"	"37"	"2013"	"2013"	222	4183	53.07196
	"Alaska"	"02"	"38 years"	"38"	"2013"	"2013"	186	4266	43.60056
	"Alaska"	"02"	"39 years"	"39"	"2013"	"2013"	100	4194	23.84359
	"Alaska"	"02"	"40 years"	"40"	"2013"	"2013"	106	4162	25.46852
	"Alaska"	"02"	"41 years"	"41"	"2013"	"2013"	77	4294	17.93200
	"Alaska"	"02"	"42 years"	"42"	"2013"	"2013"	46	4474	10.28163
	"Alaska"	"02"	"43 years"	"43"	"2013"	"2013"	28	4700	5.95745
	"Alaska"	"02"	"44 years"	"44"	"2013"	"2013"	20	4275	4.67836
	"Alaska"	"02"	"45 years"	"45"	"2013"	"2013"	13	Not Available	Not Available
	"Arizona"	"04"	"13 years"	"13"	"2013"	"2013"	15	Not Available	Not Available
	"Arizona"	"04"	"14 years"	"14"	"2013"	"2013"	55	Not Available	Not Available
	"Arizona"	"04"	"15 years"	"15"	"2013"	"2013"	224	43769	5.11778
	"Arizona"	"04"	"16 years"	"16"	"2013"	"2013"	614	43887	13.99048
	"Arizona"	"04"	"17 years"	"17"	"2013"	"2013"	1173	43678	26.85563
	"Arizona"	"04"	"18 years"	"18"	"2013"	"2013"	2035	43827	46.43256
	"Arizona"	"04"	"19 years"	"19"	"2013"	"2013"	3186	43562	73.13714
	"Arizona"	"04"	"20 years"	"20"	"2013"	"2013"	3653	44083	82.86641
	"Arizona"	"04"	"21 years"	"21"	"2013"	"2013"	4074	46148	88.28118
	"Arizona"	"04"	"22 years"	"22"	"2013"	"2013"	4507	48484	92.95850
	"Arizona"	"04"	"23 years"	"23"	"2013"	"2013"	4688	49003	95.66761
	"Arizona"	"04"	"24 years"	"24"	"2013"	"2013"	4777	46069	103.69229
	"Arizona"	"04"	"25 years"	"25"	"2013"	"2013"	4762	43725	108.90795
	"Arizona"	"04"	"26 years"	"26"	"2013"	"2013"	4984	41631	119.71848
	"Arizona"	"04"	"27 years"	"27"	"2013"	"2013"	5047	41946	120.32137
	"Arizona"	"04"	"28 years"	"28"	"2013"	"2013"	5117	42705	119.82203
	"Arizona"	"04"	"29 years"	"29"	"2013"	"2013"	4962	41808	118.68542
	"Arizona"	"04"	"30 years"	"30"	"2013"	"2013"	4768	42855	111.25890
	"Arizona"	"04"	"31 years"	"31"	"2013"	"2013"	4573	43525	105.06605
	"Arizona"	"04"	"32 years"	"32"	"2013"	"2013"	4013	43473	92.31017
	"Arizona"	"04"	"33 years"	"33"	"2013"	"2013"	3599	43961	81.86802
	"Arizona"	"04"	"34 years"	"34"	"2013"	"2013"	3128	41373	75.60486
	"Arizona"	"04"	"35 years"	"35"	"2013"	"2013"	2737	40460	67.64706
	"Arizona"	"04"	"36 years"	"36"	"2013"	"2013"	2218	40501	54.76408
	"Arizona"	"04"	"37 years"	"37"	"2013"	"2013"	1886	39687	47.52186
	"Arizona"	"04"	"38 years"	"38"	"2013"	"2013"	1502	41418	36.26443
	"Arizona"	"04"	"39 years"	"39"	"2013"	"2013"	1090	39944	27.28820
	"Arizona"	"04"	"40 years"	"40"	"2013"	"2013"	797	39672	20.08974
	"Arizona"	"04"	"41 years"	"41"	"2013"	"2013"	550	41310	13.31397
	"Arizona"	"04"	"42 years"	"42"	"2013"	"2013"	364	43515	8.36493
	"Arizona"	"04"	"43 years"	"43"	"2013"	"2013"	244	43648	5.59018
	"Arizona"	"04"	"44 years"	"44"	"2013"	"2013"	111	40945	2.71095
	"Arizona"	"04"	"45 years"	"45"	"2013"	"2013"	74	Not Available	Not Available
	"Arizona"	"04"	"46 years"	"46"	"2013"	"2013"	28	Not Available	Not Available
	"Arizona"	"04"	"47 years"	"47"	"2013"	"2013"	21	Not Available	Not Available
	"Arizona"	"04"	"48 years"	"48"	"2013"	"2013"	11	Not Available	Not Available
	"Arizona"	"04"	"50 years and over"	"50+"	"2013"	"2013"	10	Not Available	Not Available
	"Arkansas"	"05"	"14 years"	"14"	"2013"	"2013"	32	Not Available	Not Available
	"Arkansas"	"05"	"15 years"	"15"	"2013"	"2013"	127	19318	6.57418
	"Arkansas"	"05"	"16 years"	"16"	"2013"	"2013"	321	19501	16.46069
	"Arkansas"	"05"	"17 years"	"17"	"2013"	"2013"	611	19190	31.83950
	"Arkansas"	"05"	"18 years"	"18"	"2013"	"2013"	1190	18433	64.55813
	"Arkansas"	"05"	"19 years"	"19"	"2013"	"2013"	1906	19022	100.19977
	"Arkansas"	"05"	"20 years"	"20"	"2013"	"2013"	2202	19861	110.87055
	"Arkansas"	"05"	"21 years"	"21"	"2013"	"2013"	2239	20309	110.24669
	"Arkansas"	"05"	"22 years"	"22"	"2013"	"2013"	2495	21891	113.97378
	"Arkansas"	"05"	"23 years"	"23"	"2013"	"2013"	2457	21691	113.27279
	"Arkansas"	"05"	"24 years"	"24"	"2013"	"2013"	2424	20387	118.89930
	"Arkansas"	"05"	"25 years"	"25"	"2013"	"2013"	2413	19333	124.81250
	"Arkansas"	"05"	"26 years"	"26"	"2013"	"2013"	2329	18814	123.79079
	"Arkansas"	"05"	"27 years"	"27"	"2013"	"2013"	2199	18959	115.98713
	"Arkansas"	"05"	"28 years"	"28"	"2013"	"2013"	2150	19040	112.92017
	"Arkansas"	"05"	"29 years"	"29"	"2013"	"2013"	1998	18949	105.44092
	"Arkansas"	"05"	"30 years"	"30"	"2013"	"2013"	1896	19103	99.25143
	"Arkansas"	"05"	"31 years"	"31"	"2013"	"2013"	1644	19167	85.77242
	"Arkansas"	"05"	"32 years"	"32"	"2013"	"2013"	1468	19403	75.65840
	"Arkansas"	"05"	"33 years"	"33"	"2013"	"2013"	1243	19687	63.13811
	"Arkansas"	"05"	"34 years"	"34"	"2013"	"2013"	1073	18451	58.15403
	"Arkansas"	"05"	"35 years"	"35"	"2013"	"2013"	898	18370	48.88405
	"Arkansas"	"05"	"36 years"	"36"	"2013"	"2013"	663	18081	36.66833
	"Arkansas"	"05"	"37 years"	"37"	"2013"	"2013"	566	17560	32.23235
	"Arkansas"	"05"	"38 years"	"38"	"2013"	"2013"	384	18118	21.19439
	"Arkansas"	"05"	"39 years"	"39"	"2013"	"2013"	307	17646	17.39771
	"Arkansas"	"05"	"40 years"	"40"	"2013"	"2013"	233	18089	12.88076
	"Arkansas"	"05"	"41 years"	"41"	"2013"	"2013"	168	18720	8.97436
	"Arkansas"	"05"	"42 years"	"42"	"2013"	"2013"	97	19552	4.96113
	"Arkansas"	"05"	"43 years"	"43"	"2013"	"2013"	54	19365	2.78854
	"Arkansas"	"05"	"44 years"	"44"	"2013"	"2013"	12	18193	0.65959
	"Arkansas"	"05"	"45 years"	"45"	"2013"	"2013"	17	Not Available	Not Available
	"California"	"06"	"13 years"	"13"	"2013"	"2013"	37	Not Available	Not Available
	"California"	"06"	"14 years"	"14"	"2013"	"2013"	274	Not Available	Not Available
	"California"	"06"	"15 years"	"15"	"2013"	"2013"	1051	252115	4.16873
	"California"	"06"	"16 years"	"16"	"2013"	"2013"	2623	256818	10.21346
	"California"	"06"	"17 years"	"17"	"2013"	"2013"	4851	260525	18.62009
	"California"	"06"	"18 years"	"18"	"2013"	"2013"	8628	265589	32.48629
	"California"	"06"	"19 years"	"19"	"2013"	"2013"	13352	258553	51.64125
	"California"	"06"	"20 years"	"20"	"2013"	"2013"	15989	261444	61.15650
	"California"	"06"	"21 years"	"21"	"2013"	"2013"	17809	271991	65.47643
	"California"	"06"	"22 years"	"22"	"2013"	"2013"	20016	291308	68.71078
	"California"	"06"	"23 years"	"23"	"2013"	"2013"	20946	298162	70.25040
	"California"	"06"	"24 years"	"24"	"2013"	"2013"	21981	288257	76.25487
	"California"	"06"	"25 years"	"25"	"2013"	"2013"	23116	279961	82.56864
	"California"	"06"	"26 years"	"26"	"2013"	"2013"	24415	271900	89.79404
	"California"	"06"	"27 years"	"27"	"2013"	"2013"	26164	271537	96.35519
	"California"	"06"	"28 years"	"28"	"2013"	"2013"	27588	276030	99.94566
	"California"	"06"	"29 years"	"29"	"2013"	"2013"	28951	268587	107.79003
	"California"	"06"	"30 years"	"30"	"2013"	"2013"	29724	272262	109.17425
	"California"	"06"	"31 years"	"31"	"2013"	"2013"	30330	274374	110.54254
	"California"	"06"	"32 years"	"32"	"2013"	"2013"	28691	269935	106.28855
	"California"	"06"	"33 years"	"33"	"2013"	"2013"	26520	274035	96.77596
	"California"	"06"	"34 years"	"34"	"2013"	"2013"	23942	255821	93.58888
	"California"	"06"	"35 years"	"35"	"2013"	"2013"	21477	252120	85.18563
	"California"	"06"	"36 years"	"36"	"2013"	"2013"	18282	252059	72.53064
	"California"	"06"	"37 years"	"37"	"2013"	"2013"	15134	246756	61.33184
	"California"	"06"	"38 years"	"38"	"2013"	"2013"	12021	255659	47.01966
	"California"	"06"	"39 years"	"39"	"2013"	"2013"	9801	246964	39.68595
	"California"	"06"	"40 years"	"40"	"2013"	"2013"	7206	249552	28.87575
	"California"	"06"	"41 years"	"41"	"2013"	"2013"	5157	254926	20.22940
	"California"	"06"	"42 years"	"42"	"2013"	"2013"	3519	267607	13.14988
	"California"	"06"	"43 years"	"43"	"2013"	"2013"	2124	276252	7.68863
	"California"	"06"	"44 years"	"44"	"2013"	"2013"	1278	261756	4.88241
	"California"	"06"	"45 years"	"45"	"2013"	"2013"	688	Not Available	Not Available
	"California"	"06"	"46 years"	"46"	"2013"	"2013"	396	Not Available	Not Available
	"California"	"06"	"47 years"	"47"	"2013"	"2013"	182	Not Available	Not Available
	"California"	"06"	"48 years"	"48"	"2013"	"2013"	126	Not Available	Not Available
	"California"	"06"	"49 years"	"49"	"2013"	"2013"	108	Not Available	Not Available
	"California"	"06"	"50 years and over"	"50+"	"2013"	"2013"	205	Not Available	Not Available
	"Colorado"	"08"	"14 years"	"14"	"2013"	"2013"	26	Not Available	Not Available
	"Colorado"	"08"	"15 years"	"15"	"2013"	"2013"	136	32679	4.16169
	"Colorado"	"08"	"16 years"	"16"	"2013"	"2013"	348	32271	10.78368
	"Colorado"	"08"	"17 years"	"17"	"2013"	"2013"	645	31997	20.15814
	"Colorado"	"08"	"18 years"	"18"	"2013"	"2013"	1041	32999	31.54641
	"Colorado"	"08"	"19 years"	"19"	"2013"	"2013"	1664	33805	49.22349
	"Colorado"	"08"	"20 years"	"20"	"2013"	"2013"	2075	33814	61.36512
	"Colorado"	"08"	"21 years"	"21"	"2013"	"2013"	2369	34217	69.23459
	"Colorado"	"08"	"22 years"	"22"	"2013"	"2013"	2672	35834	74.56605
	"Colorado"	"08"	"23 years"	"23"	"2013"	"2013"	2812	37881	74.23246
	"Colorado"	"08"	"24 years"	"24"	"2013"	"2013"	2977	37215	79.99463
	"Colorado"	"08"	"25 years"	"25"	"2013"	"2013"	3224	37110	86.87685
	"Colorado"	"08"	"26 years"	"26"	"2013"	"2013"	3480	36937	94.21447
	"Colorado"	"08"	"27 years"	"27"	"2013"	"2013"	3809	37880	100.55438
	"Colorado"	"08"	"28 years"	"28"	"2013"	"2013"	3878	38176	101.58215
	"Colorado"	"08"	"29 years"	"29"	"2013"	"2013"	4063	37238	109.10897
	"Colorado"	"08"	"30 years"	"30"	"2013"	"2013"	4130	38100	108.39895
	"Colorado"	"08"	"31 years"	"31"	"2013"	"2013"	4031	38037	105.97576
	"Colorado"	"08"	"32 years"	"32"	"2013"	"2013"	3758	37777	99.47852
	"Colorado"	"08"	"33 years"	"33"	"2013"	"2013"	3618	38132	94.88094
	"Colorado"	"08"	"34 years"	"34"	"2013"	"2013"	3123	36003	86.74277
	"Colorado"	"08"	"35 years"	"35"	"2013"	"2013"	2771	35447	78.17305
	"Colorado"	"08"	"36 years"	"36"	"2013"	"2013"	2187	34582	63.24099
	"Colorado"	"08"	"37 years"	"37"	"2013"	"2013"	1691	33460	50.53796
	"Colorado"	"08"	"38 years"	"38"	"2013"	"2013"	1399	34426	40.63789
	"Colorado"	"08"	"39 years"	"39"	"2013"	"2013"	1057	33078	31.95477
	"Colorado"	"08"	"40 years"	"40"	"2013"	"2013"	719	33335	21.56892
	"Colorado"	"08"	"41 years"	"41"	"2013"	"2013"	506	34745	14.56325
	"Colorado"	"08"	"42 years"	"42"	"2013"	"2013"	355	36574	9.70635
	"Colorado"	"08"	"43 years"	"43"	"2013"	"2013"	194	36937	5.25219
	"Colorado"	"08"	"44 years"	"44"	"2013"	"2013"	126	35091	3.59066
	"Colorado"	"08"	"45 years"	"45"	"2013"	"2013"	58	Not Available	Not Available
	"Colorado"	"08"	"46 years"	"46"	"2013"	"2013"	34	Not Available	Not Available
	"Colorado"	"08"	"47 years"	"47"	"2013"	"2013"	10	Not Available	Not Available
	"Colorado"	"08"	"50 years and over"	"50+"	"2013"	"2013"	10	Not Available	Not Available
	"Connecticut"	"09"	"14 years"	"14"	"2013"	"2013"	18	Not Available	Not Available
	"Connecticut"	"09"	"15 years"	"15"	"2013"	"2013"	58	23420	2.47652
	"Connecticut"	"09"	"16 years"	"16"	"2013"	"2013"	144	23897	6.02586
	"Connecticut"	"09"	"17 years"	"17"	"2013"	"2013"	243	23937	10.15165
	"Connecticut"	"09"	"18 years"	"18"	"2013"	"2013"	408	26206	15.56895
	"Connecticut"	"09"	"19 years"	"19"	"2013"	"2013"	753	26642	28.26364
	"Connecticut"	"09"	"20 years"	"20"	"2013"	"2013"	950	26887	35.33306
	"Connecticut"	"09"	"21 years"	"21"	"2013"	"2013"	1130	24517	46.09047
	"Connecticut"	"09"	"22 years"	"22"	"2013"	"2013"	1183	21611	54.74064
	"Connecticut"	"09"	"23 years"	"23"	"2013"	"2013"	1298	20173	64.34343
	"Connecticut"	"09"	"24 years"	"24"	"2013"	"2013"	1373	20138	68.17956
	"Connecticut"	"09"	"25 years"	"25"	"2013"	"2013"	1446	21275	67.96710
	"Connecticut"	"09"	"26 years"	"26"	"2013"	"2013"	1635	22040	74.18330
	"Connecticut"	"09"	"27 years"	"27"	"2013"	"2013"	1852	22196	83.43846
	"Connecticut"	"09"	"28 years"	"28"	"2013"	"2013"	2096	21952	95.48105
	"Connecticut"	"09"	"29 years"	"29"	"2013"	"2013"	2314	21519	107.53288
	"Connecticut"	"09"	"30 years"	"30"	"2013"	"2013"	2363	21916	107.82077
	"Connecticut"	"09"	"31 years"	"31"	"2013"	"2013"	2555	22226	114.95546
	"Connecticut"	"09"	"32 years"	"32"	"2013"	"2013"	2437	21753	112.03052
	"Connecticut"	"09"	"33 years"	"33"	"2013"	"2013"	2294	22545	101.75205
	"Connecticut"	"09"	"34 years"	"34"	"2013"	"2013"	2038	21382	95.31382
	"Connecticut"	"09"	"35 years"	"35"	"2013"	"2013"	1704	21099	80.76212
	"Connecticut"	"09"	"36 years"	"36"	"2013"	"2013"	1421	20978	67.73763
	"Connecticut"	"09"	"37 years"	"37"	"2013"	"2013"	1201	20735	57.92139
	"Connecticut"	"09"	"38 years"	"38"	"2013"	"2013"	907	21201	42.78100
	"Connecticut"	"09"	"39 years"	"39"	"2013"	"2013"	707	21073	33.55004
	"Connecticut"	"09"	"40 years"	"40"	"2013"	"2013"	519	21935	23.66082
	"Connecticut"	"09"	"41 years"	"41"	"2013"	"2013"	383	23206	16.50435
	"Connecticut"	"09"	"42 years"	"42"	"2013"	"2013"	251	25686	9.77186
	"Connecticut"	"09"	"43 years"	"43"	"2013"	"2013"	162	26822	6.03982
	"Connecticut"	"09"	"44 years"	"44"	"2013"	"2013"	104	26028	3.99570
	"Connecticut"	"09"	"45 years"	"45"	"2013"	"2013"	63	Not Available	Not Available
	"Connecticut"	"09"	"46 years"	"46"	"2013"	"2013"	31	Not Available	Not Available
	"Connecticut"	"09"	"47 years"	"47"	"2013"	"2013"	17	Not Available	Not Available
	"Connecticut"	"09"	"50 years and over"	"50+"	"2013"	"2013"	12	Not Available	Not Available
	"Delaware"	"10"	"15 years"	"15"	"2013"	"2013"	29	5545	5.22994
	"Delaware"	"10"	"16 years"	"16"	"2013"	"2013"	68	5241	12.97462
	"Delaware"	"10"	"17 years"	"17"	"2013"	"2013"	104	5535	18.78952
	"Delaware"	"10"	"18 years"	"18"	"2013"	"2013"	184	6484	28.37754
	"Delaware"	"10"	"19 years"	"19"	"2013"	"2013"	343	6716	51.07207
	"Delaware"	"10"	"20 years"	"20"	"2013"	"2013"	406	6390	63.53678
	"Delaware"	"10"	"21 years"	"21"	"2013"	"2013"	412	6186	66.60200
	"Delaware"	"10"	"22 years"	"22"	"2013"	"2013"	527	6291	83.77047
	"Delaware"	"10"	"23 years"	"23"	"2013"	"2013"	531	6736	78.83017
	"Delaware"	"10"	"24 years"	"24"	"2013"	"2013"	560	7139	78.44236
	"Delaware"	"10"	"25 years"	"25"	"2013"	"2013"	585	6802	86.00412
	"Delaware"	"10"	"26 years"	"26"	"2013"	"2013"	602	6036	99.73492
	"Delaware"	"10"	"27 years"	"27"	"2013"	"2013"	609	6147	99.07272
	"Delaware"	"10"	"28 years"	"28"	"2013"	"2013"	686	6055	113.29480
	"Delaware"	"10"	"29 years"	"29"	"2013"	"2013"	666	5772	115.38462
	"Delaware"	"10"	"30 years"	"30"	"2013"	"2013"	654	5856	111.68033
	"Delaware"	"10"	"31 years"	"31"	"2013"	"2013"	661	5943	111.22329
	"Delaware"	"10"	"32 years"	"32"	"2013"	"2013"	611	6013	101.61317
	"Delaware"	"10"	"33 years"	"33"	"2013"	"2013"	559	6163	90.70258
	"Delaware"	"10"	"34 years"	"34"	"2013"	"2013"	508	5592	90.84406
	"Delaware"	"10"	"35 years"	"35"	"2013"	"2013"	382	5581	68.44651
	"Delaware"	"10"	"36 years"	"36"	"2013"	"2013"	296	5376	55.05952
	"Delaware"	"10"	"37 years"	"37"	"2013"	"2013"	233	5205	44.76465
	"Delaware"	"10"	"38 years"	"38"	"2013"	"2013"	181	5500	32.90909
	"Delaware"	"10"	"39 years"	"39"	"2013"	"2013"	130	5304	24.50980
	"Delaware"	"10"	"40 years"	"40"	"2013"	"2013"	99	5452	18.15847
	"Delaware"	"10"	"41 years"	"41"	"2013"	"2013"	85	5767	14.73903
	"Delaware"	"10"	"42 years"	"42"	"2013"	"2013"	50	6263	7.98339
	"Delaware"	"10"	"43 years"	"43"	"2013"	"2013"	23	6368	3.61181
	"Delaware"	"10"	"44 years"	"44"	"2013"	"2013"	24	6064	3.95778
	"District of Columbia"	"11"	"14 years"	"14"	"2013"	"2013"	18	Not Available	Not Available
	"District of Columbia"	"11"	"15 years"	"15"	"2013"	"2013"	38	2493	15.24268
	"District of Columbia"	"11"	"16 years"	"16"	"2013"	"2013"	57	2511	22.70012
	"District of Columbia"	"11"	"17 years"	"17"	"2013"	"2013"	90	2724	33.03965
	"District of Columbia"	"11"	"18 years"	"18"	"2013"	"2013"	171	5163	33.12028
	"District of Columbia"	"11"	"19 years"	"19"	"2013"	"2013"	281	6931	40.54249
	"District of Columbia"	"11"	"20 years"	"20"	"2013"	"2013"	271	6265	43.25619
	"District of Columbia"	"11"	"21 years"	"21"	"2013"	"2013"	355	5616	63.21225
	"District of Columbia"	"11"	"22 years"	"22"	"2013"	"2013"	342	5744	59.54039
	"District of Columbia"	"11"	"23 years"	"23"	"2013"	"2013"	371	6467	57.36818
	"District of Columbia"	"11"	"24 years"	"24"	"2013"	"2013"	378	7599	49.74339
	"District of Columbia"	"11"	"25 years"	"25"	"2013"	"2013"	364	8064	45.13889
	"District of Columbia"	"11"	"26 years"	"26"	"2013"	"2013"	308	8410	36.62307
	"District of Columbia"	"11"	"27 years"	"27"	"2013"	"2013"	396	8546	46.33747
	"District of Columbia"	"11"	"28 years"	"28"	"2013"	"2013"	373	8661	43.06662
	"District of Columbia"	"11"	"29 years"	"29"	"2013"	"2013"	423	8238	51.34741
	"District of Columbia"	"11"	"30 years"	"30"	"2013"	"2013"	509	7985	63.74452
	"District of Columbia"	"11"	"31 years"	"31"	"2013"	"2013"	593	7751	76.50626
	"District of Columbia"	"11"	"32 years"	"32"	"2013"	"2013"	649	7099	91.42133
	"District of Columbia"	"11"	"33 years"	"33"	"2013"	"2013"	597	6893	86.60960
	"District of Columbia"	"11"	"34 years"	"34"	"2013"	"2013"	538	5942	90.54191
	"District of Columbia"	"11"	"35 years"	"35"	"2013"	"2013"	464	5611	82.69471
	"District of Columbia"	"11"	"36 years"	"36"	"2013"	"2013"	406	5255	77.25975
	"District of Columbia"	"11"	"37 years"	"37"	"2013"	"2013"	326	4696	69.42078
	"District of Columbia"	"11"	"38 years"	"38"	"2013"	"2013"	267	4638	57.56792
	"District of Columbia"	"11"	"39 years"	"39"	"2013"	"2013"	218	4209	51.79378
	"District of Columbia"	"11"	"40 years"	"40"	"2013"	"2013"	175	4183	41.83600
	"District of Columbia"	"11"	"41 years"	"41"	"2013"	"2013"	112	4200	26.66667
	"District of Columbia"	"11"	"42 years"	"42"	"2013"	"2013"	71	4264	16.65103
	"District of Columbia"	"11"	"43 years"	"43"	"2013"	"2013"	48	4243	11.31275
	"District of Columbia"	"11"	"44 years"	"44"	"2013"	"2013"	34	3887	8.74711
	"District of Columbia"	"11"	"45 years"	"45"	"2013"	"2013"	14	Not Available	Not Available
	"District of Columbia"	"11"	"46 years"	"46"	"2013"	"2013"	14	Not Available	Not Available
	"Florida"	"12"	"13 years"	"13"	"2013"	"2013"	28	Not Available	Not Available
	"Florida"	"12"	"14 years"	"14"	"2013"	"2013"	132	Not Available	Not Available
	"Florida"	"12"	"15 years"	"15"	"2013"	"2013"	449	113469	3.95703
	"Florida"	"12"	"16 years"	"16"	"2013"	"2013"	1073	113560	9.44875
	"Florida"	"12"	"17 years"	"17"	"2013"	"2013"	2177	114910	18.94526
	"Florida"	"12"	"18 years"	"18"	"2013"	"2013"	3802	113218	33.58123
	"Florida"	"12"	"19 years"	"19"	"2013"	"2013"	6461	112383	57.49090
	"Florida"	"12"	"20 years"	"20"	"2013"	"2013"	8214	116589	70.45262
	"Florida"	"12"	"21 years"	"21"	"2013"	"2013"	9379	124492	75.33817
	"Florida"	"12"	"22 years"	"22"	"2013"	"2013"	10371	133610	77.62144
	"Florida"	"12"	"23 years"	"23"	"2013"	"2013"	11055	137421	80.44622
	"Florida"	"12"	"24 years"	"24"	"2013"	"2013"	11413	130828	87.23668
	"Florida"	"12"	"25 years"	"25"	"2013"	"2013"	11855	126514	93.70504
	"Florida"	"12"	"26 years"	"26"	"2013"	"2013"	12037	123011	97.85304
	"Florida"	"12"	"27 years"	"27"	"2013"	"2013"	12600	121863	103.39480
	"Florida"	"12"	"28 years"	"28"	"2013"	"2013"	12691	123554	102.71622
	"Florida"	"12"	"29 years"	"29"	"2013"	"2013"	12779	120117	106.38794
	"Florida"	"12"	"30 years"	"30"	"2013"	"2013"	12807	121182	105.68401
	"Florida"	"12"	"31 years"	"31"	"2013"	"2013"	12222	121464	100.62241
