"Notes"	"State"	"State Code"	"Age of Mother Year"	"Age of Mother Year Code"	"Year"	"Year Code"	Births	Female Population	Fertility Rate
	"Alaska"	"02"	"20 years"	"20"	"2008"	"2008"	604	4568	132.22417
	"Alaska"	"02"	"21 years"	"21"	"2008"	"2008"	640	4565	140.19715
	"Alaska"	"02"	"22 years"	"22"	"2008"	"2008"	708	4691	150.92731
	"Alaska"	"02"	"23 years"	"23"	"2008"	"2008"	696	5136	135.51402
	"Alaska"	"02"	"24 years"	"24"	"2008"	"2008"	702	5024	139.72930
	"Alaska"	"02"	"25 years"	"25"	"2008"	"2008"	752	5231	143.75836
	"Alaska"	"02"	"26 years"	"26"	"2008"	"2008"	747	5037	148.30256
	"Alaska"	"02"	"27 years"	"27"	"2008"	"2008"	718	4799	149.61450
	"Alaska"	"02"	"28 years"	"28"	"2008"	"2008"	581	4784	121.44649
	"Alaska"	"02"	"29 years"	"29"	"2008"	"2008"	590	4472	131.93202
	"Alaska"	"02"	"30 years"	"30"	"2008"	"2008"	541	4587	117.94201
	"Alaska"	"02"	"31 years"	"31"	"2008"	"2008"	503	4148	121.26326
	"Alaska"	"02"	"32 years"	"32"	"2008"	"2008"	442	4090	108.06846
	"Alaska"	"02"	"33 years"	"33"	"2008"	"2008"	390	4280	91.12150
	"Alaska"	"02"	"34 years"	"34"	"2008"	"2008"	313	4135	75.69528
	"Alaska"	"02"	"35 years"	"35"	"2008"	"2008"	278	4371	63.60101
	"Alaska"	"02"	"36 years"	"36"	"2008"	"2008"	256	4266	60.00938
	"Alaska"	"02"	"37 years"	"37"	"2008"	"2008"	245	4731	51.78609
	"Alaska"	"02"	"38 years"	"38"	"2008"	"2008"	187	4514	41.42667
	"Alaska"	"02"	"39 years"	"39"	"2008"	"2008"	118	4448	26.52878
	"Alaska"	"02"	"40 years"	"40"	"2008"	"2008"	107	4557	23.48036
	"Alaska"	"02"	"41 years"	"41"	"2008"	"2008"	65	4394	14.79290
	"Alaska"	"02"	"42 years"	"42"	"2008"	"2008"	45	4340	10.36866
	"Alaska"	"02"	"43 years"	"43"	"2008"	"2008"	34	4886	6.95866
	"Alaska"	"02"	"44 years"	"44"	"2008"	"2008"	22	5008	4.39297
	"Alaska"	"02"	"45 years"	"45"	"2008"	"2008"	10	Not Available	Not Available
	"Arizona"	"04"	"13 years"	"13"	"2008"	"2008"	18	Not Available	Not Available
	"Arizona"	"04"	"14 years"	"14"	"2008"	"2008"	142	Not Available	Not Available
	"Arizona"	"04"	"15 years"	"15"	"2008"	"2008"	573	43811	13.07891
	"Arizona"	"04"	"16 years"	"16"	"2008"	"2008"	1252	44028	28.43645
	"Arizona"	"04"	"17 years"	"17"	"2008"	"2008"	2339	43755	53.45675
	"Arizona"	"04"	"18 years"	"18"	"2008"	"2008"	3384	45999	73.56682
	"Arizona"	"04"	"19 years"	"19"	"2008"	"2008"	4503	43564	103.36516
	"Arizona"	"04"	"20 years"	"20"	"2008"	"2008"	5001	42005	119.05726
	"Arizona"	"04"	"21 years"	"21"	"2008"	"2008"	5053	41355	122.18595
	"Arizona"	"04"	"22 years"	"22"	"2008"	"2008"	5306	41299	128.47769
	"Arizona"	"04"	"23 years"	"23"	"2008"	"2008"	5467	41915	130.43063
	"Arizona"	"04"	"24 years"	"24"	"2008"	"2008"	5413	42127	128.49242
	"Arizona"	"04"	"25 years"	"25"	"2008"	"2008"	5621	42422	132.50200
	"Arizona"	"04"	"26 years"	"26"	"2008"	"2008"	6016	43175	139.33990
	"Arizona"	"04"	"27 years"	"27"	"2008"	"2008"	5768	47954	120.28194
	"Arizona"	"04"	"28 years"	"28"	"2008"	"2008"	5616	46033	121.99944
	"Arizona"	"04"	"29 years"	"29"	"2008"	"2008"	5186	41466	125.06632
	"Arizona"	"04"	"30 years"	"30"	"2008"	"2008"	4935	40073	123.15025
	"Arizona"	"04"	"31 years"	"31"	"2008"	"2008"	4650	39477	117.79011
	"Arizona"	"04"	"32 years"	"32"	"2008"	"2008"	4134	39576	104.45725
	"Arizona"	"04"	"33 years"	"33"	"2008"	"2008"	3726	40144	92.81586
	"Arizona"	"04"	"34 years"	"34"	"2008"	"2008"	3217	38657	83.21908
	"Arizona"	"04"	"35 years"	"35"	"2008"	"2008"	2853	39843	71.60605
	"Arizona"	"04"	"36 years"	"36"	"2008"	"2008"	2360	41751	56.52559
	"Arizona"	"04"	"37 years"	"37"	"2008"	"2008"	1953	42045	46.45023
	"Arizona"	"04"	"38 years"	"38"	"2008"	"2008"	1603	43427	36.91252
	"Arizona"	"04"	"39 years"	"39"	"2008"	"2008"	1247	40520	30.77493
	"Arizona"	"04"	"40 years"	"40"	"2008"	"2008"	791	39386	20.08328
	"Arizona"	"04"	"41 years"	"41"	"2008"	"2008"	524	38380	13.65294
	"Arizona"	"04"	"42 years"	"42"	"2008"	"2008"	321	39717	8.08218
	"Arizona"	"04"	"43 years"	"43"	"2008"	"2008"	221	42880	5.15392
	"Arizona"	"04"	"44 years"	"44"	"2008"	"2008"	122	42466	2.87289
	"Arizona"	"04"	"45 years"	"45"	"2008"	"2008"	61	Not Available	Not Available
	"Arizona"	"04"	"46 years"	"46"	"2008"	"2008"	23	Not Available	Not Available
	"Arizona"	"04"	"47 years"	"47"	"2008"	"2008"	12	Not Available	Not Available
	"Arizona"	"04"	"48 years"	"48"	"2008"	"2008"	14	Not Available	Not Available
	"Arkansas"	"05"	"13 years"	"13"	"2008"	"2008"	14	Not Available	Not Available
	"Arkansas"	"05"	"14 years"	"14"	"2008"	"2008"	59	Not Available	Not Available
	"Arkansas"	"05"	"15 years"	"15"	"2008"	"2008"	235	19169	12.25938
	"Arkansas"	"05"	"16 years"	"16"	"2008"	"2008"	533	19444	27.41206
	"Arkansas"	"05"	"17 years"	"17"	"2008"	"2008"	1021	20104	50.78591
	"Arkansas"	"05"	"18 years"	"18"	"2008"	"2008"	1722	20467	84.13544
	"Arkansas"	"05"	"19 years"	"19"	"2008"	"2008"	2429	20223	120.11076
	"Arkansas"	"05"	"20 years"	"20"	"2008"	"2008"	2682	19801	135.44770
	"Arkansas"	"05"	"21 years"	"21"	"2008"	"2008"	2754	19665	140.04577
	"Arkansas"	"05"	"22 years"	"22"	"2008"	"2008"	2680	19471	137.64059
	"Arkansas"	"05"	"23 years"	"23"	"2008"	"2008"	2658	18888	140.72427
	"Arkansas"	"05"	"24 years"	"24"	"2008"	"2008"	2618	18932	138.28439
	"Arkansas"	"05"	"25 years"	"25"	"2008"	"2008"	2547	18876	134.93325
	"Arkansas"	"05"	"26 years"	"26"	"2008"	"2008"	2424	19557	123.94539
	"Arkansas"	"05"	"27 years"	"27"	"2008"	"2008"	2375	21120	112.45265
	"Arkansas"	"05"	"28 years"	"28"	"2008"	"2008"	2208	19927	110.80444
	"Arkansas"	"05"	"29 years"	"29"	"2008"	"2008"	1943	18359	105.83365
	"Arkansas"	"05"	"30 years"	"30"	"2008"	"2008"	1736	18139	95.70539
	"Arkansas"	"05"	"31 years"	"31"	"2008"	"2008"	1488	16635	89.44995
	"Arkansas"	"05"	"32 years"	"32"	"2008"	"2008"	1254	17470	71.78019
	"Arkansas"	"05"	"33 years"	"33"	"2008"	"2008"	1189	17731	67.05770
	"Arkansas"	"05"	"34 years"	"34"	"2008"	"2008"	903	17163	52.61318
	"Arkansas"	"05"	"35 years"	"35"	"2008"	"2008"	802	18035	44.46909
	"Arkansas"	"05"	"36 years"	"36"	"2008"	"2008"	645	18405	35.04482
	"Arkansas"	"05"	"37 years"	"37"	"2008"	"2008"	521	19207	27.12553
	"Arkansas"	"05"	"38 years"	"38"	"2008"	"2008"	423	19225	22.00260
	"Arkansas"	"05"	"39 years"	"39"	"2008"	"2008"	267	18143	14.71642
	"Arkansas"	"05"	"40 years"	"40"	"2008"	"2008"	225	17976	12.51669
	"Arkansas"	"05"	"41 years"	"41"	"2008"	"2008"	120	17674	6.78963
	"Arkansas"	"05"	"42 years"	"42"	"2008"	"2008"	74	18480	4.00433
	"Arkansas"	"05"	"43 years"	"43"	"2008"	"2008"	56	20185	2.77434
	"Arkansas"	"05"	"44 years"	"44"	"2008"	"2008"	30	20608	1.45575
	"Arkansas"	"05"	"45 years"	"45"	"2008"	"2008"	13	Not Available	Not Available
	"Arkansas"	"05"	"46 years"	"46"	"2008"	"2008"	11	Not Available	Not Available
	"California"	"06"	"10-12 years"	"10-12"	"2008"	"2008"	12	Not Available	Not Available
	"California"	"06"	"13 years"	"13"	"2008"	"2008"	85	Not Available	Not Available
	"California"	"06"	"14 years"	"14"	"2008"	"2008"	528	Not Available	Not Available
	"California"	"06"	"15 years"	"15"	"2008"	"2008"	2182	268792	8.11780
	"California"	"06"	"16 years"	"16"	"2008"	"2008"	5507	277841	19.82069
	"California"	"06"	"17 years"	"17"	"2008"	"2008"	9329	277419	33.62783
	"California"	"06"	"18 years"	"18"	"2008"	"2008"	14711	278058	52.90623
	"California"	"06"	"19 years"	"19"	"2008"	"2008"	20001	263032	76.04018
	"California"	"06"	"20 years"	"20"	"2008"	"2008"	22353	257235	86.89720
	"California"	"06"	"21 years"	"21"	"2008"	"2008"	22988	254772	90.22970
	"California"	"06"	"22 years"	"22"	"2008"	"2008"	24617	254445	96.74782
	"California"	"06"	"23 years"	"23"	"2008"	"2008"	25774	259436	99.34627
	"California"	"06"	"24 years"	"24"	"2008"	"2008"	26607	255859	103.99087
	"California"	"06"	"25 years"	"25"	"2008"	"2008"	28270	265657	106.41542
	"California"	"06"	"26 years"	"26"	"2008"	"2008"	29242	265027	110.33593
	"California"	"06"	"27 years"	"27"	"2008"	"2008"	29790	276872	107.59485
	"California"	"06"	"28 years"	"28"	"2008"	"2008"	30206	272420	110.88026
	"California"	"06"	"29 years"	"29"	"2008"	"2008"	29649	252165	117.57778
	"California"	"06"	"30 years"	"30"	"2008"	"2008"	29265	249338	117.37080
	"California"	"06"	"31 years"	"31"	"2008"	"2008"	28771	240766	119.49777
	"California"	"06"	"32 years"	"32"	"2008"	"2008"	26815	244220	109.79854
	"California"	"06"	"33 years"	"33"	"2008"	"2008"	24980	251007	99.51914
	"California"	"06"	"34 years"	"34"	"2008"	"2008"	22841	243491	93.80634
	"California"	"06"	"35 years"	"35"	"2008"	"2008"	20651	250916	82.30244
	"California"	"06"	"36 years"	"36"	"2008"	"2008"	18279	254686	71.77073
	"California"	"06"	"37 years"	"37"	"2008"	"2008"	15465	267545	57.80336
	"California"	"06"	"38 years"	"38"	"2008"	"2008"	12758	280860	45.42477
	"California"	"06"	"39 years"	"39"	"2008"	"2008"	9830	261290	37.62103
	"California"	"06"	"40 years"	"40"	"2008"	"2008"	7227	256121	28.21713
	"California"	"06"	"41 years"	"41"	"2008"	"2008"	4910	253138	19.39653
	"California"	"06"	"42 years"	"42"	"2008"	"2008"	3227	251817	12.81486
	"California"	"06"	"43 years"	"43"	"2008"	"2008"	2129	273036	7.79751
	"California"	"06"	"44 years"	"44"	"2008"	"2008"	1162	271189	4.28483
	"California"	"06"	"45 years"	"45"	"2008"	"2008"	672	Not Available	Not Available
	"California"	"06"	"46 years"	"46"	"2008"	"2008"	370	Not Available	Not Available
	"California"	"06"	"47 years"	"47"	"2008"	"2008"	208	Not Available	Not Available
	"California"	"06"	"48 years"	"48"	"2008"	"2008"	116	Not Available	Not Available
	"California"	"06"	"49 years"	"49"	"2008"	"2008"	85	Not Available	Not Available
	"California"	"06"	"50 years and over"	"50+"	"2008"	"2008"	167	Not Available	Not Available
	"Colorado"	"08"	"13 years"	"13"	"2008"	"2008"	13	Not Available	Not Available
	"Colorado"	"08"	"14 years"	"14"	"2008"	"2008"	70	Not Available	Not Available
	"Colorado"	"08"	"15 years"	"15"	"2008"	"2008"	265	32411	8.17624
	"Colorado"	"08"	"16 years"	"16"	"2008"	"2008"	676	32990	20.49106
	"Colorado"	"08"	"17 years"	"17"	"2008"	"2008"	1234	32838	37.57842
	"Colorado"	"08"	"18 years"	"18"	"2008"	"2008"	1894	33249	56.96412
	"Colorado"	"08"	"19 years"	"19"	"2008"	"2008"	2569	32444	79.18259
	"Colorado"	"08"	"20 years"	"20"	"2008"	"2008"	2873	31846	90.21541
	"Colorado"	"08"	"21 years"	"21"	"2008"	"2008"	3052	31838	95.86029
	"Colorado"	"08"	"22 years"	"22"	"2008"	"2008"	3338	32644	102.25463
	"Colorado"	"08"	"23 years"	"23"	"2008"	"2008"	3232	33568	96.28217
	"Colorado"	"08"	"24 years"	"24"	"2008"	"2008"	3471	34099	101.79184
	"Colorado"	"08"	"25 years"	"25"	"2008"	"2008"	3741	35061	106.69975
	"Colorado"	"08"	"26 years"	"26"	"2008"	"2008"	3912	37039	105.61840
	"Colorado"	"08"	"27 years"	"27"	"2008"	"2008"	3907	34664	112.71059
	"Colorado"	"08"	"28 years"	"28"	"2008"	"2008"	4037	34983	115.39891
	"Colorado"	"08"	"29 years"	"29"	"2008"	"2008"	3916	33461	117.03177
	"Colorado"	"08"	"30 years"	"30"	"2008"	"2008"	3935	34211	115.02148
	"Colorado"	"08"	"31 years"	"31"	"2008"	"2008"	3625	33138	109.39103
	"Colorado"	"08"	"32 years"	"32"	"2008"	"2008"	3332	31469	105.88198
	"Colorado"	"08"	"33 years"	"33"	"2008"	"2008"	3187	33897	94.02012
	"Colorado"	"08"	"34 years"	"34"	"2008"	"2008"	2860	32480	88.05419
	"Colorado"	"08"	"35 years"	"35"	"2008"	"2008"	2439	33023	73.85761
	"Colorado"	"08"	"36 years"	"36"	"2008"	"2008"	2174	34460	63.08764
	"Colorado"	"08"	"37 years"	"37"	"2008"	"2008"	1800	35149	51.21056
	"Colorado"	"08"	"38 years"	"38"	"2008"	"2008"	1458	36984	39.42245
	"Colorado"	"08"	"39 years"	"39"	"2008"	"2008"	1082	34457	31.40146
	"Colorado"	"08"	"40 years"	"40"	"2008"	"2008"	708	32615	21.70780
	"Colorado"	"08"	"41 years"	"41"	"2008"	"2008"	530	32790	16.16346
	"Colorado"	"08"	"42 years"	"42"	"2008"	"2008"	297	32933	9.01831
	"Colorado"	"08"	"43 years"	"43"	"2008"	"2008"	186	35943	5.17486
	"Colorado"	"08"	"44 years"	"44"	"2008"	"2008"	103	36282	2.83887
	"Colorado"	"08"	"45 years"	"45"	"2008"	"2008"	56	Not Available	Not Available
	"Colorado"	"08"	"46 years"	"46"	"2008"	"2008"	24	Not Available	Not Available
	"Colorado"	"08"	"47 years"	"47"	"2008"	"2008"	17	Not Available	Not Available
	"Colorado"	"08"	"48 years"	"48"	"2008"	"2008"	11	Not Available	Not Available
	"Connecticut"	"09"	"14 years"	"14"	"2008"	"2008"	21	Not Available	Not Available
	"Connecticut"	"09"	"15 years"	"15"	"2008"	"2008"	96	24762	3.87691
	"Connecticut"	"09"	"16 years"	"16"	"2008"	"2008"	255	25196	10.12065
	"Connecticut"	"09"	"17 years"	"17"	"2008"	"2008"	495	25033	19.77390
	"Connecticut"	"09"	"18 years"	"18"	"2008"	"2008"	812	24932	32.56859
	"Connecticut"	"09"	"19 years"	"19"	"2008"	"2008"	1131	23525	48.07651
	"Connecticut"	"09"	"20 years"	"20"	"2008"	"2008"	1284	22428	57.24987
	"Connecticut"	"09"	"21 years"	"21"	"2008"	"2008"	1385	21872	63.32297
	"Connecticut"	"09"	"22 years"	"22"	"2008"	"2008"	1435	21475	66.82189
	"Connecticut"	"09"	"23 years"	"23"	"2008"	"2008"	1457	21218	68.66811
	"Connecticut"	"09"	"24 years"	"24"	"2008"	"2008"	1563	19742	79.17131
	"Connecticut"	"09"	"25 years"	"25"	"2008"	"2008"	1722	21522	80.01115
	"Connecticut"	"09"	"26 years"	"26"	"2008"	"2008"	1890	20385	92.71523
	"Connecticut"	"09"	"27 years"	"27"	"2008"	"2008"	2068	19782	104.53948
	"Connecticut"	"09"	"28 years"	"28"	"2008"	"2008"	2235	20747	107.72642
	"Connecticut"	"09"	"29 years"	"29"	"2008"	"2008"	2378	20467	116.18703
	"Connecticut"	"09"	"30 years"	"30"	"2008"	"2008"	2416	20714	116.63609
	"Connecticut"	"09"	"31 years"	"31"	"2008"	"2008"	2399	20535	116.82493
	"Connecticut"	"09"	"32 years"	"32"	"2008"	"2008"	2396	20594	116.34457
	"Connecticut"	"09"	"33 years"	"33"	"2008"	"2008"	2231	20423	109.23958
	"Connecticut"	"09"	"34 years"	"34"	"2008"	"2008"	2002	20236	98.93260
	"Connecticut"	"09"	"35 years"	"35"	"2008"	"2008"	1844	21649	85.17714
	"Connecticut"	"09"	"36 years"	"36"	"2008"	"2008"	1627	23667	68.74551
	"Connecticut"	"09"	"37 years"	"37"	"2008"	"2008"	1434	25154	57.00883
	"Connecticut"	"09"	"38 years"	"38"	"2008"	"2008"	1159	26738	43.34655
	"Connecticut"	"09"	"39 years"	"39"	"2008"	"2008"	923	25973	35.53690
	"Connecticut"	"09"	"40 years"	"40"	"2008"	"2008"	648	25912	25.00772
	"Connecticut"	"09"	"41 years"	"41"	"2008"	"2008"	469	26341	17.80494
	"Connecticut"	"09"	"42 years"	"42"	"2008"	"2008"	279	28128	9.91894
	"Connecticut"	"09"	"43 years"	"43"	"2008"	"2008"	180	29728	6.05490
	"Connecticut"	"09"	"44 years"	"44"	"2008"	"2008"	68	30317	2.24297
	"Connecticut"	"09"	"45 years"	"45"	"2008"	"2008"	53	Not Available	Not Available
	"Connecticut"	"09"	"46 years"	"46"	"2008"	"2008"	17	Not Available	Not Available
	"Delaware"	"10"	"14 years"	"14"	"2008"	"2008"	18	Not Available	Not Available
	"Delaware"	"10"	"15 years"	"15"	"2008"	"2008"	53	6135	8.63896
	"Delaware"	"10"	"16 years"	"16"	"2008"	"2008"	111	6048	18.35317
	"Delaware"	"10"	"17 years"	"17"	"2008"	"2008"	207	6078	34.05726
	"Delaware"	"10"	"18 years"	"18"	"2008"	"2008"	338	7139	47.34557
	"Delaware"	"10"	"19 years"	"19"	"2008"	"2008"	528	6877	76.77766
	"Delaware"	"10"	"20 years"	"20"	"2008"	"2008"	605	6608	91.55569
	"Delaware"	"10"	"21 years"	"21"	"2008"	"2008"	571	6353	89.87880
	"Delaware"	"10"	"22 years"	"22"	"2008"	"2008"	664	5982	110.99967
	"Delaware"	"10"	"23 years"	"23"	"2008"	"2008"	574	5553	103.36755
	"Delaware"	"10"	"24 years"	"24"	"2008"	"2008"	597	5630	106.03908
	"Delaware"	"10"	"25 years"	"25"	"2008"	"2008"	677	5664	119.52684
	"Delaware"	"10"	"26 years"	"26"	"2008"	"2008"	694	5552	125.00000
	"Delaware"	"10"	"27 years"	"27"	"2008"	"2008"	700	6198	112.93966
	"Delaware"	"10"	"28 years"	"28"	"2008"	"2008"	709	5855	121.09308
	"Delaware"	"10"	"29 years"	"29"	"2008"	"2008"	720	6139	117.28295
	"Delaware"	"10"	"30 years"	"30"	"2008"	"2008"	620	5849	106.00103
	"Delaware"	"10"	"31 years"	"31"	"2008"	"2008"	581	4839	120.06613
	"Delaware"	"10"	"32 years"	"32"	"2008"	"2008"	554	5169	107.17740
	"Delaware"	"10"	"33 years"	"33"	"2008"	"2008"	472	5272	89.52959
	"Delaware"	"10"	"34 years"	"34"	"2008"	"2008"	420	5163	81.34805
	"Delaware"	"10"	"35 years"	"35"	"2008"	"2008"	378	5445	69.42149
	"Delaware"	"10"	"36 years"	"36"	"2008"	"2008"	321	5609	57.22945
	"Delaware"	"10"	"37 years"	"37"	"2008"	"2008"	290	6169	47.00924
	"Delaware"	"10"	"38 years"	"38"	"2008"	"2008"	225	6291	35.76538
	"Delaware"	"10"	"39 years"	"39"	"2008"	"2008"	176	5850	30.08547
	"Delaware"	"10"	"40 years"	"40"	"2008"	"2008"	104	6291	16.53155
	"Delaware"	"10"	"41 years"	"41"	"2008"	"2008"	83	6321	13.13083
	"Delaware"	"10"	"42 years"	"42"	"2008"	"2008"	41	6463	6.34380
	"Delaware"	"10"	"43 years"	"43"	"2008"	"2008"	26	6669	3.89864
	"Delaware"	"10"	"44 years"	"44"	"2008"	"2008"	10	6775	1.47601
	"Delaware"	"10"	"45 years"	"45"	"2008"	"2008"	11	Not Available	Not Available
	"District of Columbia"	"11"	"14 years"	"14"	"2008"	"2008"	26	Not Available	Not Available
	"District of Columbia"	"11"	"15 years"	"15"	"2008"	"2008"	70	3013	23.23266
	"District of Columbia"	"11"	"16 years"	"16"	"2008"	"2008"	121	2899	41.73853
	"District of Columbia"	"11"	"17 years"	"17"	"2008"	"2008"	198	2949	67.14140
	"District of Columbia"	"11"	"18 years"	"18"	"2008"	"2008"	321	5601	57.31119
	"District of Columbia"	"11"	"19 years"	"19"	"2008"	"2008"	373	6719	55.51421
	"District of Columbia"	"11"	"20 years"	"20"	"2008"	"2008"	342	5922	57.75076
	"District of Columbia"	"11"	"21 years"	"21"	"2008"	"2008"	395	6184	63.87451
	"District of Columbia"	"11"	"22 years"	"22"	"2008"	"2008"	395	6471	61.04157
	"District of Columbia"	"11"	"23 years"	"23"	"2008"	"2008"	394	6832	57.66979
	"District of Columbia"	"11"	"24 years"	"24"	"2008"	"2008"	385	7187	53.56894
	"District of Columbia"	"11"	"25 years"	"25"	"2008"	"2008"	408	6990	58.36910
	"District of Columbia"	"11"	"26 years"	"26"	"2008"	"2008"	388	7102	54.63250
	"District of Columbia"	"11"	"27 years"	"27"	"2008"	"2008"	437	7174	60.91441
	"District of Columbia"	"11"	"28 years"	"28"	"2008"	"2008"	405	6099	66.40433
	"District of Columbia"	"11"	"29 years"	"29"	"2008"	"2008"	408	5937	68.72158
	"District of Columbia"	"11"	"30 years"	"30"	"2008"	"2008"	450	6146	73.21835
	"District of Columbia"	"11"	"31 years"	"31"	"2008"	"2008"	486	4946	98.26122
	"District of Columbia"	"11"	"32 years"	"32"	"2008"	"2008"	472	5070	93.09665
	"District of Columbia"	"11"	"33 years"	"33"	"2008"	"2008"	410	5320	77.06767
	"District of Columbia"	"11"	"34 years"	"34"	"2008"	"2008"	404	4364	92.57562
	"District of Columbia"	"11"	"35 years"	"35"	"2008"	"2008"	368	4451	82.67805
	"District of Columbia"	"11"	"36 years"	"36"	"2008"	"2008"	381	4107	92.76844
	"District of Columbia"	"11"	"37 years"	"37"	"2008"	"2008"	290	4246	68.29958
	"District of Columbia"	"11"	"38 years"	"38"	"2008"	"2008"	250	4816	51.91030
	"District of Columbia"	"11"	"39 years"	"39"	"2008"	"2008"	185	3665	50.47749
	"District of Columbia"	"11"	"40 years"	"40"	"2008"	"2008"	127	3718	34.15815
	"District of Columbia"	"11"	"41 years"	"41"	"2008"	"2008"	98	3623	27.04941
	"District of Columbia"	"11"	"42 years"	"42"	"2008"	"2008"	37	3481	10.62913
	"District of Columbia"	"11"	"43 years"	"43"	"2008"	"2008"	32	3770	8.48806
	"District of Columbia"	"11"	"44 years"	"44"	"2008"	"2008"	29	4044	7.17112
	"District of Columbia"	"11"	"45 years"	"45"	"2008"	"2008"	18	Not Available	Not Available
	"Florida"	"12"	"10-12 years"	"10-12"	"2008"	"2008"	11	Not Available	Not Available
	"Florida"	"12"	"13 years"	"13"	"2008"	"2008"	58	Not Available	Not Available
	"Florida"	"12"	"14 years"	"14"	"2008"	"2008"	287	Not Available	Not Available
	"Florida"	"12"	"15 years"	"15"	"2008"	"2008"	895	115795	7.72918
	"Florida"	"12"	"16 years"	"16"	"2008"	"2008"	2147	117636	18.25122
	"Florida"	"12"	"17 years"	"17"	"2008"	"2008"	4237	122308	34.64205
	"Florida"	"12"	"18 years"	"18"	"2008"	"2008"	6970	126211	55.22498
	"Florida"	"12"	"19 years"	"19"	"2008"	"2008"	9828	120409	81.62181
	"Florida"	"12"	"20 years"	"20"	"2008"	"2008"	11078	118576	93.42531
	"Florida"	"12"	"21 years"	"21"	"2008"	"2008"	11445	117652	97.27841
	"Florida"	"12"	"22 years"	"22"	"2008"	"2008"	12388	117226	105.67622
	"Florida"	"12"	"23 years"	"23"	"2008"	"2008"	12323	117809	104.60152
	"Florida"	"12"	"24 years"	"24"	"2008"	"2008"	12423	117310	105.89890
	"Florida"	"12"	"25 years"	"25"	"2008"	"2008"	12821	116577	109.97881
	"Florida"	"12"	"26 years"	"26"	"2008"	"2008"	13020	117419	110.88495
	"Florida"	"12"	"27 years"	"27"	"2008"	"2008"	12819	122635	104.52970
	"Florida"	"12"	"28 years"	"28"	"2008"	"2008"	12764	117159	108.94596
	"Florida"	"12"	"29 years"	"29"	"2008"	"2008"	12150	106755	113.81200
