"Notes"	"State"	"State Code"	"Age of Mother Year"	"Age of Mother Year Code"	"Year"	"Year Code"	Births	Female Population	Fertility Rate
	"Alaska"	"02"	"15 years"	"15"	"2010"	"2010"	22	5070	4.33925
	"Alaska"	"02"	"16 years"	"16"	"2010"	"2010"	77	5154	14.93985
	"Alaska"	"02"	"17 years"	"17"	"2010"	"2010"	152	5130	29.62963
	"Alaska"	"02"	"18 years"	"18"	"2010"	"2010"	255	5028	50.71599
	"Alaska"	"02"	"19 years"	"19"	"2010"	"2010"	450	4580	98.25328
	"Alaska"	"02"	"20 years"	"20"	"2010"	"2010"	592	4800	123.33333
	"Alaska"	"02"	"21 years"	"21"	"2010"	"2010"	615	4753	129.39196
	"Alaska"	"02"	"22 years"	"22"	"2010"	"2010"	689	4979	138.38120
	"Alaska"	"02"	"23 years"	"23"	"2010"	"2010"	694	4910	141.34420
	"Alaska"	"02"	"24 years"	"24"	"2010"	"2010"	719	5271	136.40675
	"Alaska"	"02"	"25 years"	"25"	"2010"	"2010"	684	5399	126.69013
	"Alaska"	"02"	"26 years"	"26"	"2010"	"2010"	705	5241	134.51631
	"Alaska"	"02"	"27 years"	"27"	"2010"	"2010"	702	5380	130.48327
	"Alaska"	"02"	"28 years"	"28"	"2010"	"2010"	673	5015	134.19741
	"Alaska"	"02"	"29 years"	"29"	"2010"	"2010"	683	5077	134.52826
	"Alaska"	"02"	"30 years"	"30"	"2010"	"2010"	648	5050	128.31683
	"Alaska"	"02"	"31 years"	"31"	"2010"	"2010"	561	4504	124.55595
	"Alaska"	"02"	"32 years"	"32"	"2010"	"2010"	475	4628	102.63613
	"Alaska"	"02"	"33 years"	"33"	"2010"	"2010"	434	4425	98.07910
	"Alaska"	"02"	"34 years"	"34"	"2010"	"2010"	336	4238	79.28268
	"Alaska"	"02"	"35 years"	"35"	"2010"	"2010"	312	4439	70.28610
	"Alaska"	"02"	"36 years"	"36"	"2010"	"2010"	215	4216	50.99620
	"Alaska"	"02"	"37 years"	"37"	"2010"	"2010"	184	4290	42.89044
	"Alaska"	"02"	"38 years"	"38"	"2010"	"2010"	162	4402	36.80145
	"Alaska"	"02"	"39 years"	"39"	"2010"	"2010"	140	4755	29.44269
	"Alaska"	"02"	"40 years"	"40"	"2010"	"2010"	110	4839	22.73197
	"Alaska"	"02"	"41 years"	"41"	"2010"	"2010"	67	4317	15.52004
	"Alaska"	"02"	"42 years"	"42"	"2010"	"2010"	49	4323	11.33472
	"Alaska"	"02"	"43 years"	"43"	"2010"	"2010"	27	4447	6.07151
	"Alaska"	"02"	"44 years"	"44"	"2010"	"2010"	16	4569	3.50186
	"Arizona"	"04"	"13 years"	"13"	"2010"	"2010"	11	Not Available	Not Available
	"Arizona"	"04"	"14 years"	"14"	"2010"	"2010"	95	Not Available	Not Available
	"Arizona"	"04"	"15 years"	"15"	"2010"	"2010"	345	43491	7.93268
	"Arizona"	"04"	"16 years"	"16"	"2010"	"2010"	944	44218	21.34877
	"Arizona"	"04"	"17 years"	"17"	"2010"	"2010"	1645	44145	37.26356
	"Arizona"	"04"	"18 years"	"18"	"2010"	"2010"	2673	46009	58.09733
	"Arizona"	"04"	"19 years"	"19"	"2010"	"2010"	3782	46439	81.44017
	"Arizona"	"04"	"20 years"	"20"	"2010"	"2010"	4259	45037	94.56669
	"Arizona"	"04"	"21 years"	"21"	"2010"	"2010"	4251	42944	98.98938
	"Arizona"	"04"	"22 years"	"22"	"2010"	"2010"	4563	41301	110.48159
	"Arizona"	"04"	"23 years"	"23"	"2010"	"2010"	4516	41281	109.39657
	"Arizona"	"04"	"24 years"	"24"	"2010"	"2010"	4782	42459	112.62630
	"Arizona"	"04"	"25 years"	"25"	"2010"	"2010"	4805	42770	112.34510
	"Arizona"	"04"	"26 years"	"26"	"2010"	"2010"	5017	41656	120.43883
	"Arizona"	"04"	"27 years"	"27"	"2010"	"2010"	5166	43297	119.31543
	"Arizona"	"04"	"28 years"	"28"	"2010"	"2010"	5213	43176	120.73837
	"Arizona"	"04"	"29 years"	"29"	"2010"	"2010"	4826	43491	110.96549
	"Arizona"	"04"	"30 years"	"30"	"2010"	"2010"	4808	43785	109.80930
	"Arizona"	"04"	"31 years"	"31"	"2010"	"2010"	4230	40455	104.56062
	"Arizona"	"04"	"32 years"	"32"	"2010"	"2010"	3952	40569	97.41428
	"Arizona"	"04"	"33 years"	"33"	"2010"	"2010"	3381	40184	84.13797
	"Arizona"	"04"	"34 years"	"34"	"2010"	"2010"	3020	39479	76.49637
	"Arizona"	"04"	"35 years"	"35"	"2010"	"2010"	2649	41258	64.20573
	"Arizona"	"04"	"36 years"	"36"	"2010"	"2010"	2121	39271	54.00932
	"Arizona"	"04"	"37 years"	"37"	"2010"	"2010"	1754	39663	44.22258
	"Arizona"	"04"	"38 years"	"38"	"2010"	"2010"	1446	41746	34.63805
	"Arizona"	"04"	"39 years"	"39"	"2010"	"2010"	1149	43531	26.39498
	"Arizona"	"04"	"40 years"	"40"	"2010"	"2010"	755	43417	17.38950
	"Arizona"	"04"	"41 years"	"41"	"2010"	"2010"	532	39885	13.33835
	"Arizona"	"04"	"42 years"	"42"	"2010"	"2010"	340	39565	8.59345
	"Arizona"	"04"	"43 years"	"43"	"2010"	"2010"	175	38569	4.53732
	"Arizona"	"04"	"44 years"	"44"	"2010"	"2010"	124	39466	3.14194
	"Arizona"	"04"	"45 years"	"45"	"2010"	"2010"	66	Not Available	Not Available
	"Arizona"	"04"	"46 years"	"46"	"2010"	"2010"	35	Not Available	Not Available
	"Arizona"	"04"	"47 years"	"47"	"2010"	"2010"	21	Not Available	Not Available
	"Arizona"	"04"	"49 years"	"49"	"2010"	"2010"	11	Not Available	Not Available
	"Arkansas"	"05"	"13 years"	"13"	"2010"	"2010"	12	Not Available	Not Available
	"Arkansas"	"05"	"14 years"	"14"	"2010"	"2010"	61	Not Available	Not Available
	"Arkansas"	"05"	"15 years"	"15"	"2010"	"2010"	178	18993	9.37187
	"Arkansas"	"05"	"16 years"	"16"	"2010"	"2010"	423	19317	21.89781
	"Arkansas"	"05"	"17 years"	"17"	"2010"	"2010"	834	19820	42.07871
	"Arkansas"	"05"	"18 years"	"18"	"2010"	"2010"	1526	20131	75.80349
	"Arkansas"	"05"	"19 years"	"19"	"2010"	"2010"	2268	21366	106.14996
	"Arkansas"	"05"	"20 years"	"20"	"2010"	"2010"	2537	21121	120.11742
	"Arkansas"	"05"	"21 years"	"21"	"2010"	"2010"	2457	20104	122.21448
	"Arkansas"	"05"	"22 years"	"22"	"2010"	"2010"	2446	19477	125.58402
	"Arkansas"	"05"	"23 years"	"23"	"2010"	"2010"	2458	19047	129.04919
	"Arkansas"	"05"	"24 years"	"24"	"2010"	"2010"	2361	19100	123.61257
	"Arkansas"	"05"	"25 years"	"25"	"2010"	"2010"	2401	19036	126.12944
	"Arkansas"	"05"	"26 years"	"26"	"2010"	"2010"	2342	19063	122.85579
	"Arkansas"	"05"	"27 years"	"27"	"2010"	"2010"	2189	19227	113.85031
	"Arkansas"	"05"	"28 years"	"28"	"2010"	"2010"	2184	19145	114.07678
	"Arkansas"	"05"	"29 years"	"29"	"2010"	"2010"	1974	19527	101.09080
	"Arkansas"	"05"	"30 years"	"30"	"2010"	"2010"	1782	19476	91.49723
	"Arkansas"	"05"	"31 years"	"31"	"2010"	"2010"	1530	18064	84.69885
	"Arkansas"	"05"	"32 years"	"32"	"2010"	"2010"	1382	18604	74.28510
	"Arkansas"	"05"	"33 years"	"33"	"2010"	"2010"	1138	17743	64.13797
	"Arkansas"	"05"	"34 years"	"34"	"2010"	"2010"	946	17575	53.82646
	"Arkansas"	"05"	"35 years"	"35"	"2010"	"2010"	784	18081	43.36043
	"Arkansas"	"05"	"36 years"	"36"	"2010"	"2010"	634	17483	36.26380
	"Arkansas"	"05"	"37 years"	"37"	"2010"	"2010"	479	18172	26.35923
	"Arkansas"	"05"	"38 years"	"38"	"2010"	"2010"	423	18812	22.48565
	"Arkansas"	"05"	"39 years"	"39"	"2010"	"2010"	282	19582	14.40098
	"Arkansas"	"05"	"40 years"	"40"	"2010"	"2010"	212	19226	11.02673
	"Arkansas"	"05"	"41 years"	"41"	"2010"	"2010"	127	17986	7.06105
	"Arkansas"	"05"	"42 years"	"42"	"2010"	"2010"	83	17762	4.67290
	"Arkansas"	"05"	"43 years"	"43"	"2010"	"2010"	38	17898	2.12314
	"Arkansas"	"05"	"44 years"	"44"	"2010"	"2010"	25	18508	1.35077
	"Arkansas"	"05"	"45 years"	"45"	"2010"	"2010"	11	Not Available	Not Available
	"California"	"06"	"13 years"	"13"	"2010"	"2010"	55	Not Available	Not Available
	"California"	"06"	"14 years"	"14"	"2010"	"2010"	370	Not Available	Not Available
	"California"	"06"	"15 years"	"15"	"2010"	"2010"	1673	266502	6.27763
	"California"	"06"	"16 years"	"16"	"2010"	"2010"	4226	270483	15.62390
	"California"	"06"	"17 years"	"17"	"2010"	"2010"	7415	272895	27.17162
	"California"	"06"	"18 years"	"18"	"2010"	"2010"	12190	278656	43.74569
	"California"	"06"	"19 years"	"19"	"2010"	"2010"	17645	280322	62.94547
	"California"	"06"	"20 years"	"20"	"2010"	"2010"	19596	274987	71.26155
	"California"	"06"	"21 years"	"21"	"2010"	"2010"	20481	266667	76.80365
	"California"	"06"	"22 years"	"22"	"2010"	"2010"	21752	261583	83.15525
	"California"	"06"	"23 years"	"23"	"2010"	"2010"	22196	259156	85.64725
	"California"	"06"	"24 years"	"24"	"2010"	"2010"	23679	262771	90.11268
	"California"	"06"	"25 years"	"25"	"2010"	"2010"	25194	268710	93.75907
	"California"	"06"	"26 years"	"26"	"2010"	"2010"	26057	261757	99.54653
	"California"	"06"	"27 years"	"27"	"2010"	"2010"	27655	268793	102.88586
	"California"	"06"	"28 years"	"28"	"2010"	"2010"	28812	268955	107.12573
	"California"	"06"	"29 years"	"29"	"2010"	"2010"	29218	267496	109.22780
	"California"	"06"	"30 years"	"30"	"2010"	"2010"	28740	270399	106.28738
	"California"	"06"	"31 years"	"31"	"2010"	"2010"	27558	249361	110.51447
	"California"	"06"	"32 years"	"32"	"2010"	"2010"	26004	252536	102.97146
	"California"	"06"	"33 years"	"33"	"2010"	"2010"	24394	248805	98.04465
	"California"	"06"	"34 years"	"34"	"2010"	"2010"	22262	248020	89.75889
	"California"	"06"	"35 years"	"35"	"2010"	"2010"	20047	256632	78.11575
	"California"	"06"	"36 years"	"36"	"2010"	"2010"	17117	245047	69.85191
	"California"	"06"	"37 years"	"37"	"2010"	"2010"	14194	251996	56.32629
	"California"	"06"	"38 years"	"38"	"2010"	"2010"	11855	256527	46.21346
	"California"	"06"	"39 years"	"39"	"2010"	"2010"	9800	272007	36.02848
	"California"	"06"	"40 years"	"40"	"2010"	"2010"	7388	278802	26.49909
	"California"	"06"	"41 years"	"41"	"2010"	"2010"	4930	258943	19.03894
	"California"	"06"	"42 years"	"42"	"2010"	"2010"	3092	253086	12.21719
	"California"	"06"	"43 years"	"43"	"2010"	"2010"	1989	251258	7.91617
	"California"	"06"	"44 years"	"44"	"2010"	"2010"	1124	253719	4.43010
	"California"	"06"	"45 years"	"45"	"2010"	"2010"	629	Not Available	Not Available
	"California"	"06"	"46 years"	"46"	"2010"	"2010"	371	Not Available	Not Available
	"California"	"06"	"47 years"	"47"	"2010"	"2010"	179	Not Available	Not Available
	"California"	"06"	"48 years"	"48"	"2010"	"2010"	98	Not Available	Not Available
	"California"	"06"	"49 years"	"49"	"2010"	"2010"	80	Not Available	Not Available
	"California"	"06"	"50 years and over"	"50+"	"2010"	"2010"	125	Not Available	Not Available
	"Colorado"	"08"	"14 years"	"14"	"2010"	"2010"	53	Not Available	Not Available
	"Colorado"	"08"	"15 years"	"15"	"2010"	"2010"	175	31930	5.48074
	"Colorado"	"08"	"16 years"	"16"	"2010"	"2010"	488	32349	15.08547
	"Colorado"	"08"	"17 years"	"17"	"2010"	"2010"	1054	32973	31.96555
	"Colorado"	"08"	"18 years"	"18"	"2010"	"2010"	1551	32923	47.10992
	"Colorado"	"08"	"19 years"	"19"	"2010"	"2010"	2206	33570	65.71343
	"Colorado"	"08"	"20 years"	"20"	"2010"	"2010"	2642	33193	79.59510
	"Colorado"	"08"	"21 years"	"21"	"2010"	"2010"	2612	32127	81.30233
	"Colorado"	"08"	"22 years"	"22"	"2010"	"2010"	2820	32737	86.14106
	"Colorado"	"08"	"23 years"	"23"	"2010"	"2010"	3062	33620	91.07674
	"Colorado"	"08"	"24 years"	"24"	"2010"	"2010"	3258	35173	92.62787
	"Colorado"	"08"	"25 years"	"25"	"2010"	"2010"	3418	35654	95.86582
	"Colorado"	"08"	"26 years"	"26"	"2010"	"2010"	3603	35476	101.56162
	"Colorado"	"08"	"27 years"	"27"	"2010"	"2010"	3752	36438	102.96943
	"Colorado"	"08"	"28 years"	"28"	"2010"	"2010"	3858	36529	105.61472
	"Colorado"	"08"	"29 years"	"29"	"2010"	"2010"	3961	36355	108.95338
	"Colorado"	"08"	"30 years"	"30"	"2010"	"2010"	3936	36845	106.82589
	"Colorado"	"08"	"31 years"	"31"	"2010"	"2010"	3696	34469	107.22678
	"Colorado"	"08"	"32 years"	"32"	"2010"	"2010"	3521	34660	101.58684
	"Colorado"	"08"	"33 years"	"33"	"2010"	"2010"	3158	33483	94.31652
	"Colorado"	"08"	"34 years"	"34"	"2010"	"2010"	2789	33045	84.40006
	"Colorado"	"08"	"35 years"	"35"	"2010"	"2010"	2513	33858	74.22175
	"Colorado"	"08"	"36 years"	"36"	"2010"	"2010"	2000	32360	61.80470
	"Colorado"	"08"	"37 years"	"37"	"2010"	"2010"	1664	33412	49.80247
	"Colorado"	"08"	"38 years"	"38"	"2010"	"2010"	1367	34851	39.22413
	"Colorado"	"08"	"39 years"	"39"	"2010"	"2010"	1129	36774	30.70104
	"Colorado"	"08"	"40 years"	"40"	"2010"	"2010"	792	36761	21.54457
	"Colorado"	"08"	"41 years"	"41"	"2010"	"2010"	515	34657	14.85991
	"Colorado"	"08"	"42 years"	"42"	"2010"	"2010"	344	32916	10.45084
	"Colorado"	"08"	"43 years"	"43"	"2010"	"2010"	174	32619	5.33431
	"Colorado"	"08"	"44 years"	"44"	"2010"	"2010"	107	33328	3.21051
	"Colorado"	"08"	"45 years"	"45"	"2010"	"2010"	64	Not Available	Not Available
	"Colorado"	"08"	"46 years"	"46"	"2010"	"2010"	25	Not Available	Not Available
	"Colorado"	"08"	"47 years"	"47"	"2010"	"2010"	22	Not Available	Not Available
	"Colorado"	"08"	"50 years and over"	"50+"	"2010"	"2010"	10	Not Available	Not Available
	"Connecticut"	"09"	"14 years"	"14"	"2010"	"2010"	17	Not Available	Not Available
	"Connecticut"	"09"	"15 years"	"15"	"2010"	"2010"	80	24420	3.27600
	"Connecticut"	"09"	"16 years"	"16"	"2010"	"2010"	172	24813	6.93185
	"Connecticut"	"09"	"17 years"	"17"	"2010"	"2010"	370	24806	14.91575
	"Connecticut"	"09"	"18 years"	"18"	"2010"	"2010"	641	23934	26.78198
	"Connecticut"	"09"	"19 years"	"19"	"2010"	"2010"	1011	23912	42.28003
	"Connecticut"	"09"	"20 years"	"20"	"2010"	"2010"	1131	23274	48.59500
	"Connecticut"	"09"	"21 years"	"21"	"2010"	"2010"	1116	22591	49.40020
	"Connecticut"	"09"	"22 years"	"22"	"2010"	"2010"	1284	22135	58.00768
	"Connecticut"	"09"	"23 years"	"23"	"2010"	"2010"	1394	21322	65.37848
	"Connecticut"	"09"	"24 years"	"24"	"2010"	"2010"	1530	21459	71.29876
	"Connecticut"	"09"	"25 years"	"25"	"2010"	"2010"	1550	21063	73.58876
	"Connecticut"	"09"	"26 years"	"26"	"2010"	"2010"	1731	20950	82.62530
	"Connecticut"	"09"	"27 years"	"27"	"2010"	"2010"	1845	21427	86.10631
	"Connecticut"	"09"	"28 years"	"28"	"2010"	"2010"	2147	21588	99.45340
	"Connecticut"	"09"	"29 years"	"29"	"2010"	"2010"	2244	21131	106.19469
	"Connecticut"	"09"	"30 years"	"30"	"2010"	"2010"	2595	21788	119.10226
	"Connecticut"	"09"	"31 years"	"31"	"2010"	"2010"	2393	20591	116.21582
	"Connecticut"	"09"	"32 years"	"32"	"2010"	"2010"	2347	20762	113.04306
	"Connecticut"	"09"	"33 years"	"33"	"2010"	"2010"	2171	20497	105.91794
	"Connecticut"	"09"	"34 years"	"34"	"2010"	"2010"	1899	20556	92.38179
	"Connecticut"	"09"	"35 years"	"35"	"2010"	"2010"	1799	21005	85.64627
	"Connecticut"	"09"	"36 years"	"36"	"2010"	"2010"	1478	20789	71.09529
	"Connecticut"	"09"	"37 years"	"37"	"2010"	"2010"	1209	22158	54.56269
	"Connecticut"	"09"	"38 years"	"38"	"2010"	"2010"	988	23676	41.73002
	"Connecticut"	"09"	"39 years"	"39"	"2010"	"2010"	864	26136	33.05785
	"Connecticut"	"09"	"40 years"	"40"	"2010"	"2010"	645	27000	23.88889
	"Connecticut"	"09"	"41 years"	"41"	"2010"	"2010"	420	25868	16.23628
	"Connecticut"	"09"	"42 years"	"42"	"2010"	"2010"	267	26280	10.15982
	"Connecticut"	"09"	"43 years"	"43"	"2010"	"2010"	157	26875	5.84186
	"Connecticut"	"09"	"44 years"	"44"	"2010"	"2010"	80	28459	2.81106
	"Connecticut"	"09"	"45 years"	"45"	"2010"	"2010"	56	Not Available	Not Available
	"Connecticut"	"09"	"46 years"	"46"	"2010"	"2010"	30	Not Available	Not Available
	"Connecticut"	"09"	"47 years"	"47"	"2010"	"2010"	20	Not Available	Not Available
	"Connecticut"	"09"	"48 years"	"48"	"2010"	"2010"	10	Not Available	Not Available
	"Delaware"	"10"	"14 years"	"14"	"2010"	"2010"	11	Not Available	Not Available
	"Delaware"	"10"	"15 years"	"15"	"2010"	"2010"	44	5763	7.63491
	"Delaware"	"10"	"16 years"	"16"	"2010"	"2010"	85	5991	14.18795
	"Delaware"	"10"	"17 years"	"17"	"2010"	"2010"	156	6101	25.56958
	"Delaware"	"10"	"18 years"	"18"	"2010"	"2010"	259	6934	37.35218
	"Delaware"	"10"	"19 years"	"19"	"2010"	"2010"	430	7142	60.20722
	"Delaware"	"10"	"20 years"	"20"	"2010"	"2010"	517	7069	73.13623
	"Delaware"	"10"	"21 years"	"21"	"2010"	"2010"	530	6813	77.79246
	"Delaware"	"10"	"22 years"	"22"	"2010"	"2010"	544	6122	88.85985
	"Delaware"	"10"	"23 years"	"23"	"2010"	"2010"	522	5500	94.90909
	"Delaware"	"10"	"24 years"	"24"	"2010"	"2010"	612	5870	104.25894
	"Delaware"	"10"	"25 years"	"25"	"2010"	"2010"	631	5672	111.24824
	"Delaware"	"10"	"26 years"	"26"	"2010"	"2010"	647	5629	114.94049
	"Delaware"	"10"	"27 years"	"27"	"2010"	"2010"	647	5772	112.09286
	"Delaware"	"10"	"28 years"	"28"	"2010"	"2010"	668	5878	113.64410
	"Delaware"	"10"	"29 years"	"29"	"2010"	"2010"	720	5933	121.35513
	"Delaware"	"10"	"30 years"	"30"	"2010"	"2010"	665	5935	112.04718
	"Delaware"	"10"	"31 years"	"31"	"2010"	"2010"	611	5433	112.46089
	"Delaware"	"10"	"32 years"	"32"	"2010"	"2010"	568	5540	102.52708
	"Delaware"	"10"	"33 years"	"33"	"2010"	"2010"	474	5265	90.02849
	"Delaware"	"10"	"34 years"	"34"	"2010"	"2010"	424	5232	81.03976
	"Delaware"	"10"	"35 years"	"35"	"2010"	"2010"	378	5433	69.57482
	"Delaware"	"10"	"36 years"	"36"	"2010"	"2010"	302	5185	58.24494
	"Delaware"	"10"	"37 years"	"37"	"2010"	"2010"	244	5490	44.44444
	"Delaware"	"10"	"38 years"	"38"	"2010"	"2010"	211	5832	36.17970
	"Delaware"	"10"	"39 years"	"39"	"2010"	"2010"	162	6330	25.59242
	"Delaware"	"10"	"40 years"	"40"	"2010"	"2010"	126	6367	19.78954
	"Delaware"	"10"	"41 years"	"41"	"2010"	"2010"	61	5982	10.19726
	"Delaware"	"10"	"42 years"	"42"	"2010"	"2010"	46	6154	7.47481
	"Delaware"	"10"	"43 years"	"43"	"2010"	"2010"	28	6310	4.43740
	"Delaware"	"10"	"44 years"	"44"	"2010"	"2010"	10	6555	1.52555
	"District of Columbia"	"11"	"14 years"	"14"	"2010"	"2010"	13	Not Available	Not Available
	"District of Columbia"	"11"	"15 years"	"15"	"2010"	"2010"	41	2700	15.18519
	"District of Columbia"	"11"	"16 years"	"16"	"2010"	"2010"	104	2814	36.95807
	"District of Columbia"	"11"	"17 years"	"17"	"2010"	"2010"	158	2983	52.96681
	"District of Columbia"	"11"	"18 years"	"18"	"2010"	"2010"	283	5272	53.67982
	"District of Columbia"	"11"	"19 years"	"19"	"2010"	"2010"	365	7199	50.70149
	"District of Columbia"	"11"	"20 years"	"20"	"2010"	"2010"	417	6662	62.59382
	"District of Columbia"	"11"	"21 years"	"21"	"2010"	"2010"	358	6365	56.24509
	"District of Columbia"	"11"	"22 years"	"22"	"2010"	"2010"	364	6807	53.47436
	"District of Columbia"	"11"	"23 years"	"23"	"2010"	"2010"	344	7474	46.02622
	"District of Columbia"	"11"	"24 years"	"24"	"2010"	"2010"	386	8001	48.24397
	"District of Columbia"	"11"	"25 years"	"25"	"2010"	"2010"	360	7941	45.33434
	"District of Columbia"	"11"	"26 years"	"26"	"2010"	"2010"	355	7661	46.33860
	"District of Columbia"	"11"	"27 years"	"27"	"2010"	"2010"	393	7630	51.50721
	"District of Columbia"	"11"	"28 years"	"28"	"2010"	"2010"	450	7246	62.10323
	"District of Columbia"	"11"	"29 years"	"29"	"2010"	"2010"	438	7004	62.53569
	"District of Columbia"	"11"	"30 years"	"30"	"2010"	"2010"	501	6727	74.47599
	"District of Columbia"	"11"	"31 years"	"31"	"2010"	"2010"	477	5896	80.90231
	"District of Columbia"	"11"	"32 years"	"32"	"2010"	"2010"	476	5760	82.63889
	"District of Columbia"	"11"	"33 years"	"33"	"2010"	"2010"	514	5263	97.66293
	"District of Columbia"	"11"	"34 years"	"34"	"2010"	"2010"	501	4833	103.66232
	"District of Columbia"	"11"	"35 years"	"35"	"2010"	"2010"	407	4599	88.49750
	"District of Columbia"	"11"	"36 years"	"36"	"2010"	"2010"	349	4214	82.81917
	"District of Columbia"	"11"	"37 years"	"37"	"2010"	"2010"	289	4245	68.08009
	"District of Columbia"	"11"	"38 years"	"38"	"2010"	"2010"	225	4181	53.81488
	"District of Columbia"	"11"	"39 years"	"39"	"2010"	"2010"	187	4239	44.11418
	"District of Columbia"	"11"	"40 years"	"40"	"2010"	"2010"	150	4192	35.78244
	"District of Columbia"	"11"	"41 years"	"41"	"2010"	"2010"	79	3622	21.81115
	"District of Columbia"	"11"	"42 years"	"42"	"2010"	"2010"	67	3522	19.02328
	"District of Columbia"	"11"	"43 years"	"43"	"2010"	"2010"	42	3606	11.64725
	"District of Columbia"	"11"	"44 years"	"44"	"2010"	"2010"	28	3656	7.65864
	"District of Columbia"	"11"	"45 years"	"45"	"2010"	"2010"	18	Not Available	Not Available
	"Florida"	"12"	"13 years"	"13"	"2010"	"2010"	54	Not Available	Not Available
	"Florida"	"12"	"14 years"	"14"	"2010"	"2010"	190	Not Available	Not Available
	"Florida"	"12"	"15 years"	"15"	"2010"	"2010"	660	113797	5.79980
	"Florida"	"12"	"16 years"	"16"	"2010"	"2010"	1567	115950	13.51445
	"Florida"	"12"	"17 years"	"17"	"2010"	"2010"	3166	118472	26.72361
	"Florida"	"12"	"18 years"	"18"	"2010"	"2010"	5462	122563	44.56484
	"Florida"	"12"	"19 years"	"19"	"2010"	"2010"	8272	126313	65.48811
	"Florida"	"12"	"20 years"	"20"	"2010"	"2010"	9899	126563	78.21401
	"Florida"	"12"	"21 years"	"21"	"2010"	"2010"	10262	121737	84.29648
	"Florida"	"12"	"22 years"	"22"	"2010"	"2010"	10758	118848	90.51898
	"Florida"	"12"	"23 years"	"23"	"2010"	"2010"	10835	117026	92.58626
	"Florida"	"12"	"24 years"	"24"	"2010"	"2010"	11282	117521	95.99986
	"Florida"	"12"	"25 years"	"25"	"2010"	"2010"	11690	118787	98.41144
	"Florida"	"12"	"26 years"	"26"	"2010"	"2010"	12043	115772	104.02343
	"Florida"	"12"	"27 years"	"27"	"2010"	"2010"	12305	117428	104.78761
	"Florida"	"12"	"28 years"	"28"	"2010"	"2010"	12429	116481	106.70410
	"Florida"	"12"	"29 years"	"29"	"2010"	"2010"	12266	115862	105.86732
	"Florida"	"12"	"30 years"	"30"	"2010"	"2010"	11851	116746	101.51097
	"Florida"	"12"	"31 years"	"31"	"2010"	"2010"	10746	108938	98.64326
	"Florida"	"12"	"32 years"	"32"	"2010"	"2010"	9946	111797	88.96482
