"Notes"	"Census Region"	"Census Region Code"	"County"	"County Code"	"Age of Mother Year"	"Age of Mother Year Code"	"Year"	"Year Code"	Births	Female Population	Fertility Rate
	"Census Region 1: Northeast"	"CENS-R1"	"Schuylkill County, PA"	"42107"	"38 years"	"38"	"2013"	"2013"	12	791	15.17067
	"Census Region 1: Northeast"	"CENS-R1"	"Schuylkill County, PA"	"42107"	"39 years"	"39"	"2013"	"2013"	15	779	19.25546
	"Census Region 1: Northeast"	"CENS-R1"	"Schuylkill County, PA"	"42107"	"40 years"	"40"	"2013"	"2013"	13	858	15.15152
	"Census Region 1: Northeast"	"CENS-R1"	"Schuylkill County, PA"	"42107"	"41 years"	"41"	"2013"	"2013"	10	963	10.38422
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, PA"	"42125"	"16 years"	"16"	"2013"	"2013"	14	1232	11.36364
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, PA"	"42125"	"17 years"	"17"	"2013"	"2013"	15	1244	12.05788
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, PA"	"42125"	"18 years"	"18"	"2013"	"2013"	34	1303	26.09363
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, PA"	"42125"	"19 years"	"19"	"2013"	"2013"	45	1383	32.53796
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, PA"	"42125"	"20 years"	"20"	"2013"	"2013"	78	1341	58.16555
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, PA"	"42125"	"21 years"	"21"	"2013"	"2013"	68	1311	51.86880
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, PA"	"42125"	"22 years"	"22"	"2013"	"2013"	85	1267	67.08761
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, PA"	"42125"	"23 years"	"23"	"2013"	"2013"	95	1248	76.12179
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, PA"	"42125"	"24 years"	"24"	"2013"	"2013"	92	1129	81.48804
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, PA"	"42125"	"25 years"	"25"	"2013"	"2013"	91	1066	85.36585
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, PA"	"42125"	"26 years"	"26"	"2013"	"2013"	108	1046	103.25048
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, PA"	"42125"	"27 years"	"27"	"2013"	"2013"	133	1007	132.07547
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, PA"	"42125"	"28 years"	"28"	"2013"	"2013"	125	1022	122.30920
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, PA"	"42125"	"29 years"	"29"	"2013"	"2013"	143	1029	138.96987
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, PA"	"42125"	"30 years"	"30"	"2013"	"2013"	134	1071	125.11671
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, PA"	"42125"	"31 years"	"31"	"2013"	"2013"	136	1119	121.53709
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, PA"	"42125"	"32 years"	"32"	"2013"	"2013"	131	1081	121.18409
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, PA"	"42125"	"33 years"	"33"	"2013"	"2013"	119	1176	101.19048
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, PA"	"42125"	"34 years"	"34"	"2013"	"2013"	88	1148	76.65505
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, PA"	"42125"	"35 years"	"35"	"2013"	"2013"	74	1135	65.19824
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, PA"	"42125"	"36 years"	"36"	"2013"	"2013"	66	1147	57.54141
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, PA"	"42125"	"37 years"	"37"	"2013"	"2013"	45	1132	39.75265
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, PA"	"42125"	"38 years"	"38"	"2013"	"2013"	21	1149	18.27676
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, PA"	"42125"	"39 years"	"39"	"2013"	"2013"	27	1128	23.93617
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, PA"	"42125"	"40 years"	"40"	"2013"	"2013"	17	1146	14.83421
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, PA"	"42125"	"41 years"	"41"	"2013"	"2013"	13	1349	9.63677
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"16 years"	"16"	"2013"	"2013"	17	2130	7.98122
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"17 years"	"17"	"2013"	"2013"	21	2161	9.71772
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"18 years"	"18"	"2013"	"2013"	47	2028	23.17554
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"19 years"	"19"	"2013"	"2013"	73	1897	38.48181
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"20 years"	"20"	"2013"	"2013"	95	2010	47.26368
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"21 years"	"21"	"2013"	"2013"	120	2095	57.27924
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"22 years"	"22"	"2013"	"2013"	124	2075	59.75904
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"23 years"	"23"	"2013"	"2013"	141	1915	73.62924
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"24 years"	"24"	"2013"	"2013"	138	1748	78.94737
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"25 years"	"25"	"2013"	"2013"	156	1719	90.75044
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"26 years"	"26"	"2013"	"2013"	186	1712	108.64486
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"27 years"	"27"	"2013"	"2013"	171	1712	99.88318
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"28 years"	"28"	"2013"	"2013"	209	1811	115.40585
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"29 years"	"29"	"2013"	"2013"	222	1690	131.36095
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"30 years"	"30"	"2013"	"2013"	207	1836	112.74510
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"31 years"	"31"	"2013"	"2013"	210	1905	110.23622
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"32 years"	"32"	"2013"	"2013"	202	1852	109.07127
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"33 years"	"33"	"2013"	"2013"	170	1938	87.71930
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"34 years"	"34"	"2013"	"2013"	145	1816	79.84581
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"35 years"	"35"	"2013"	"2013"	134	1798	74.52725
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"36 years"	"36"	"2013"	"2013"	96	1755	54.70085
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"37 years"	"37"	"2013"	"2013"	78	1779	43.84486
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"38 years"	"38"	"2013"	"2013"	67	1911	35.06018
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"39 years"	"39"	"2013"	"2013"	40	1977	20.23268
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"40 years"	"40"	"2013"	"2013"	24	1997	12.01803
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"41 years"	"41"	"2013"	"2013"	17	2162	7.86309
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"42 years"	"42"	"2013"	"2013"	16	2433	6.57624
	"Census Region 1: Northeast"	"CENS-R1"	"Westmoreland County, PA"	"42129"	"43 years"	"43"	"2013"	"2013"	11	2539	4.33241
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"15 years"	"15"	"2013"	"2013"	18	2838	6.34249
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"16 years"	"16"	"2013"	"2013"	28	2759	10.14860
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"17 years"	"17"	"2013"	"2013"	53	2875	18.43478
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"18 years"	"18"	"2013"	"2013"	86	2777	30.96867
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"19 years"	"19"	"2013"	"2013"	140	2418	57.89909
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"20 years"	"20"	"2013"	"2013"	178	2614	68.09487
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"21 years"	"21"	"2013"	"2013"	199	2549	78.06983
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"22 years"	"22"	"2013"	"2013"	238	2502	95.12390
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"23 years"	"23"	"2013"	"2013"	265	2592	102.23765
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"24 years"	"24"	"2013"	"2013"	229	2491	91.93095
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"25 years"	"25"	"2013"	"2013"	279	2582	108.05577
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"26 years"	"26"	"2013"	"2013"	281	2499	112.44498
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"27 years"	"27"	"2013"	"2013"	320	2595	123.31407
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"28 years"	"28"	"2013"	"2013"	316	2568	123.05296
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"29 years"	"29"	"2013"	"2013"	323	2508	128.78788
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"30 years"	"30"	"2013"	"2013"	333	2739	121.57722
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"31 years"	"31"	"2013"	"2013"	293	2805	104.45633
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"32 years"	"32"	"2013"	"2013"	303	2662	113.82419
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"33 years"	"33"	"2013"	"2013"	219	2647	82.73517
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"34 years"	"34"	"2013"	"2013"	187	2546	73.44855
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"35 years"	"35"	"2013"	"2013"	162	2569	63.05956
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"36 years"	"36"	"2013"	"2013"	115	2591	44.38441
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"37 years"	"37"	"2013"	"2013"	96	2492	38.52327
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"38 years"	"38"	"2013"	"2013"	65	2582	25.17428
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"39 years"	"39"	"2013"	"2013"	69	2589	26.65122
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"40 years"	"40"	"2013"	"2013"	52	2762	18.82694
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"41 years"	"41"	"2013"	"2013"	33	3005	10.98170
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"42 years"	"42"	"2013"	"2013"	16	3245	4.93066
	"Census Region 1: Northeast"	"CENS-R1"	"York County, PA"	"42133"	"43 years"	"43"	"2013"	"2013"	10	3276	3.05250
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"14 years"	"14"	"2013"	"2013"	11	Not Available	Not Available
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"15 years"	"15"	"2013"	"2013"	48	10356	4.63499
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"16 years"	"16"	"2013"	"2013"	89	10679	8.33411
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"17 years"	"17"	"2013"	"2013"	214	10828	19.76358
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"18 years"	"18"	"2013"	"2013"	357	11931	29.92205
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"19 years"	"19"	"2013"	"2013"	606	13378	45.29825
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"20 years"	"20"	"2013"	"2013"	779	13110	59.42029
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"21 years"	"21"	"2013"	"2013"	878	13044	67.31064
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"22 years"	"22"	"2013"	"2013"	990	11836	83.64312
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"23 years"	"23"	"2013"	"2013"	1106	10095	109.55919
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"24 years"	"24"	"2013"	"2013"	1072	9326	114.94746
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"25 years"	"25"	"2013"	"2013"	1087	8965	121.24930
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"26 years"	"26"	"2013"	"2013"	1192	9027	132.04830
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"27 years"	"27"	"2013"	"2013"	1170	9002	129.97112
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"28 years"	"28"	"2013"	"2013"	1147	9120	125.76754
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"29 years"	"29"	"2013"	"2013"	1007	8843	113.87538
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"30 years"	"30"	"2013"	"2013"	979	9183	106.61004
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"31 years"	"31"	"2013"	"2013"	934	9091	102.73897
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"32 years"	"32"	"2013"	"2013"	772	9254	83.42338
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"33 years"	"33"	"2013"	"2013"	689	9430	73.06469
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"34 years"	"34"	"2013"	"2013"	599	9071	66.03462
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"35 years"	"35"	"2013"	"2013"	475	9077	52.33006
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"36 years"	"36"	"2013"	"2013"	387	9045	42.78607
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"37 years"	"37"	"2013"	"2013"	270	8856	30.48780
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"38 years"	"38"	"2013"	"2013"	232	9303	24.93819
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"39 years"	"39"	"2013"	"2013"	176	9461	18.60268
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"40 years"	"40"	"2013"	"2013"	131	10048	13.03742
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"41 years"	"41"	"2013"	"2013"	101	10855	9.30447
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"42 years"	"42"	"2013"	"2013"	50	11382	4.39290
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"43 years"	"43"	"2013"	"2013"	44	11621	3.78625
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"44 years"	"44"	"2013"	"2013"	23	11281	2.03883
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, PA"	"42999"	"45 years"	"45"	"2013"	"2013"	17	Not Available	Not Available
	"Census Region 2: Midwest"	"CENS-R2"	"Champaign County, IL"	"17019"	"16 years"	"16"	"2013"	"2013"	15	1046	14.34034
	"Census Region 2: Midwest"	"CENS-R2"	"Champaign County, IL"	"17019"	"17 years"	"17"	"2013"	"2013"	31	1023	30.30303
	"Census Region 2: Midwest"	"CENS-R2"	"Champaign County, IL"	"17019"	"18 years"	"18"	"2013"	"2013"	49	2417	20.27307
	"Census Region 2: Midwest"	"CENS-R2"	"Champaign County, IL"	"17019"	"19 years"	"19"	"2013"	"2013"	60	4266	14.06470
	"Census Region 2: Midwest"	"CENS-R2"	"Champaign County, IL"	"17019"	"20 years"	"20"	"2013"	"2013"	87	4482	19.41098
	"Census Region 2: Midwest"	"CENS-R2"	"Champaign County, IL"	"17019"	"21 years"	"21"	"2013"	"2013"	89	3865	23.02717
	"Census Region 2: Midwest"	"CENS-R2"	"Champaign County, IL"	"17019"	"22 years"	"22"	"2013"	"2013"	109	3090	35.27508
	"Census Region 2: Midwest"	"CENS-R2"	"Champaign County, IL"	"17019"	"23 years"	"23"	"2013"	"2013"	112	2180	51.37615
	"Census Region 2: Midwest"	"CENS-R2"	"Champaign County, IL"	"17019"	"24 years"	"24"	"2013"	"2013"	104	2056	50.58366
	"Census Region 2: Midwest"	"CENS-R2"	"Champaign County, IL"	"17019"	"25 years"	"25"	"2013"	"2013"	122	1940	62.88660
	"Census Region 2: Midwest"	"CENS-R2"	"Champaign County, IL"	"17019"	"26 years"	"26"	"2013"	"2013"	155	1685	91.98813
	"Census Region 2: Midwest"	"CENS-R2"	"Champaign County, IL"	"17019"	"27 years"	"27"	"2013"	"2013"	145	1437	100.90466
	"Census Region 2: Midwest"	"CENS-R2"	"Champaign County, IL"	"17019"	"28 years"	"28"	"2013"	"2013"	169	1538	109.88296
	"Census Region 2: Midwest"	"CENS-R2"	"Champaign County, IL"	"17019"	"29 years"	"29"	"2013"	"2013"	134	1509	88.80053
	"Census Region 2: Midwest"	"CENS-R2"	"Champaign County, IL"	"17019"	"30 years"	"30"	"2013"	"2013"	158	1445	109.34256
	"Census Region 2: Midwest"	"CENS-R2"	"Champaign County, IL"	"17019"	"31 years"	"31"	"2013"	"2013"	176	1384	127.16763
	"Census Region 2: Midwest"	"CENS-R2"	"Champaign County, IL"	"17019"	"32 years"	"32"	"2013"	"2013"	119	1383	86.04483
	"Census Region 2: Midwest"	"CENS-R2"	"Champaign County, IL"	"17019"	"33 years"	"33"	"2013"	"2013"	144	1417	101.62315
	"Census Region 2: Midwest"	"CENS-R2"	"Champaign County, IL"	"17019"	"34 years"	"34"	"2013"	"2013"	83	1260	65.87302
	"Census Region 2: Midwest"	"CENS-R2"	"Champaign County, IL"	"17019"	"35 years"	"35"	"2013"	"2013"	77	1217	63.27034
	"Census Region 2: Midwest"	"CENS-R2"	"Champaign County, IL"	"17019"	"36 years"	"36"	"2013"	"2013"	59	1150	51.30435
	"Census Region 2: Midwest"	"CENS-R2"	"Champaign County, IL"	"17019"	"37 years"	"37"	"2013"	"2013"	54	1058	51.03970
	"Census Region 2: Midwest"	"CENS-R2"	"Champaign County, IL"	"17019"	"38 years"	"38"	"2013"	"2013"	32	1062	30.13183
	"Census Region 2: Midwest"	"CENS-R2"	"Champaign County, IL"	"17019"	"39 years"	"39"	"2013"	"2013"	31	1060	29.24528
	"Census Region 2: Midwest"	"CENS-R2"	"Champaign County, IL"	"17019"	"40 years"	"40"	"2013"	"2013"	20	1087	18.39926
	"Census Region 2: Midwest"	"CENS-R2"	"Champaign County, IL"	"17019"	"41 years"	"41"	"2013"	"2013"	22	1117	19.69561
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"14 years"	"14"	"2013"	"2013"	58	Not Available	Not Available
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"15 years"	"15"	"2013"	"2013"	194	32684	5.93563
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"16 years"	"16"	"2013"	"2013"	440	32820	13.40646
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"17 years"	"17"	"2013"	"2013"	752	33255	22.61314
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"18 years"	"18"	"2013"	"2013"	1356	33147	40.90868
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"19 years"	"19"	"2013"	"2013"	2042	33227	61.45604
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"20 years"	"20"	"2013"	"2013"	2417	33451	72.25494
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"21 years"	"21"	"2013"	"2013"	2364	34322	68.87711
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"22 years"	"22"	"2013"	"2013"	2611	36133	72.26081
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"23 years"	"23"	"2013"	"2013"	2601	39902	65.18470
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"24 years"	"24"	"2013"	"2013"	2779	41262	67.35010
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"25 years"	"25"	"2013"	"2013"	2848	42792	66.55450
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"26 years"	"26"	"2013"	"2013"	3002	43484	69.03689
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"27 years"	"27"	"2013"	"2013"	3319	44626	74.37368
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"28 years"	"28"	"2013"	"2013"	3684	45110	81.66704
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"29 years"	"29"	"2013"	"2013"	3963	43328	91.46510
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"30 years"	"30"	"2013"	"2013"	4435	43634	101.64092
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"31 years"	"31"	"2013"	"2013"	4436	42937	103.31416
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"32 years"	"32"	"2013"	"2013"	4328	42224	102.50095
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"33 years"	"33"	"2013"	"2013"	3978	42657	93.25550
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"34 years"	"34"	"2013"	"2013"	3537	39143	90.36098
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"35 years"	"35"	"2013"	"2013"	3144	37551	83.72613
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"36 years"	"36"	"2013"	"2013"	2746	37113	73.99025
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"37 years"	"37"	"2013"	"2013"	2211	35280	62.67007
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"38 years"	"38"	"2013"	"2013"	1772	35593	49.78507
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"39 years"	"39"	"2013"	"2013"	1215	34428	35.29104
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"40 years"	"40"	"2013"	"2013"	968	34761	27.84730
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"41 years"	"41"	"2013"	"2013"	664	35588	18.65797
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"42 years"	"42"	"2013"	"2013"	481	36600	13.14208
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"43 years"	"43"	"2013"	"2013"	236	36970	6.38355
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"44 years"	"44"	"2013"	"2013"	140	34350	4.07569
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"45 years"	"45"	"2013"	"2013"	100	Not Available	Not Available
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"46 years"	"46"	"2013"	"2013"	33	Not Available	Not Available
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"47 years"	"47"	"2013"	"2013"	27	Not Available	Not Available
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"48 years"	"48"	"2013"	"2013"	12	Not Available	Not Available
	"Census Region 2: Midwest"	"CENS-R2"	"Cook County, IL"	"17031"	"50 years and over"	"50+"	"2013"	"2013"	18	Not Available	Not Available
	"Census Region 2: Midwest"	"CENS-R2"	"DuPage County, IL"	"17043"	"15 years"	"15"	"2013"	"2013"	11	6344	1.73392
	"Census Region 2: Midwest"	"CENS-R2"	"DuPage County, IL"	"17043"	"16 years"	"16"	"2013"	"2013"	26	6746	3.85414
	"Census Region 2: Midwest"	"CENS-R2"	"DuPage County, IL"	"17043"	"17 years"	"17"	"2013"	"2013"	49	6806	7.19953
	"Census Region 2: Midwest"	"CENS-R2"	"DuPage County, IL"	"17043"	"18 years"	"18"	"2013"	"2013"	92	6111	15.05482
	"Census Region 2: Midwest"	"CENS-R2"	"DuPage County, IL"	"17043"	"19 years"	"19"	"2013"	"2013"	151	5669	26.63609
	"Census Region 2: Midwest"	"CENS-R2"	"DuPage County, IL"	"17043"	"20 years"	"20"	"2013"	"2013"	168	5788	29.02557
	"Census Region 2: Midwest"	"CENS-R2"	"DuPage County, IL"	"17043"	"21 years"	"21"	"2013"	"2013"	184	5849	31.45837
	"Census Region 2: Midwest"	"CENS-R2"	"DuPage County, IL"	"17043"	"22 years"	"22"	"2013"	"2013"	226	5434	41.58999
	"Census Region 2: Midwest"	"CENS-R2"	"DuPage County, IL"	"17043"	"23 years"	"23"	"2013"	"2013"	263	5130	51.26706
	"Census Region 2: Midwest"	"CENS-R2"	"DuPage County, IL"	"17043"	"24 years"	"24"	"2013"	"2013"	316	5043	62.66111
	"Census Region 2: Midwest"	"CENS-R2"	"DuPage County, IL"	"17043"	"25 years"	"25"	"2013"	"2013"	339	5347	63.40004
	"Census Region 2: Midwest"	"CENS-R2"	"DuPage County, IL"	"17043"	"26 years"	"26"	"2013"	"2013"	436	5729	76.10403
	"Census Region 2: Midwest"	"CENS-R2"	"DuPage County, IL"	"17043"	"27 years"	"27"	"2013"	"2013"	538	5797	92.80662
	"Census Region 2: Midwest"	"CENS-R2"	"DuPage County, IL"	"17043"	"28 years"	"28"	"2013"	"2013"	700	5885	118.94647
	"Census Region 2: Midwest"	"CENS-R2"	"DuPage County, IL"	"17043"	"29 years"	"29"	"2013"	"2013"	758	5834	129.92801
	"Census Region 2: Midwest"	"CENS-R2"	"DuPage County, IL"	"17043"	"30 years"	"30"	"2013"	"2013"	793	5926	133.81708
	"Census Region 2: Midwest"	"CENS-R2"	"DuPage County, IL"	"17043"	"31 years"	"31"	"2013"	"2013"	860	6001	143.30945
