"Notes"	"Census Region"	"Census Region Code"	"County"	"County Code"	"Age of Mother Year"	"Age of Mother Year Code"	"Year"	"Year Code"	Births	Female Population	Fertility Rate
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"17 years"	"17"	"2009"	"2009"	140	6208	22.55155
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"18 years"	"18"	"2009"	"2009"	241	5863	41.10524
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"19 years"	"19"	"2009"	"2009"	331	5570	59.42549
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"20 years"	"20"	"2009"	"2009"	372	5316	69.97743
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"21 years"	"21"	"2009"	"2009"	374	5185	72.13115
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"22 years"	"22"	"2009"	"2009"	406	5349	75.90204
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"23 years"	"23"	"2009"	"2009"	404	5526	73.10894
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"24 years"	"24"	"2009"	"2009"	403	5704	70.65217
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"25 years"	"25"	"2009"	"2009"	424	5359	79.11924
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"26 years"	"26"	"2009"	"2009"	458	5964	76.79410
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"27 years"	"27"	"2009"	"2009"	546	5348	102.09424
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"28 years"	"28"	"2009"	"2009"	548	5636	97.23208
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"29 years"	"29"	"2009"	"2009"	624	5447	114.55847
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"30 years"	"30"	"2009"	"2009"	620	5647	109.79281
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"31 years"	"31"	"2009"	"2009"	610	5196	117.39800
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"32 years"	"32"	"2009"	"2009"	578	5375	107.53488
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"33 years"	"33"	"2009"	"2009"	521	5221	99.78931
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"34 years"	"34"	"2009"	"2009"	477	5160	92.44186
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"35 years"	"35"	"2009"	"2009"	407	5240	77.67176
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"36 years"	"36"	"2009"	"2009"	323	5550	58.19820
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"37 years"	"37"	"2009"	"2009"	280	5878	47.63525
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"38 years"	"38"	"2009"	"2009"	248	6107	40.60914
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"39 years"	"39"	"2009"	"2009"	197	6571	29.98022
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"40 years"	"40"	"2009"	"2009"	131	6279	20.86319
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"41 years"	"41"	"2009"	"2009"	99	6323	15.65712
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"42 years"	"42"	"2009"	"2009"	45	6293	7.15080
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"43 years"	"43"	"2009"	"2009"	41	6866	5.97145
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"44 years"	"44"	"2009"	"2009"	33	7289	4.52737
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"45 years"	"45"	"2009"	"2009"	17	Not Available	Not Available
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"17 years"	"17"	"2009"	"2009"	10	1340	7.46269
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"18 years"	"18"	"2009"	"2009"	17	981	17.32926
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"19 years"	"19"	"2009"	"2009"	28	891	31.42536
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"20 years"	"20"	"2009"	"2009"	44	771	57.06874
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"21 years"	"21"	"2009"	"2009"	44	802	54.86284
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"22 years"	"22"	"2009"	"2009"	34	842	40.38005
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"23 years"	"23"	"2009"	"2009"	50	891	56.11672
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"24 years"	"24"	"2009"	"2009"	58	934	62.09850
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"25 years"	"25"	"2009"	"2009"	70	771	90.79118
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"26 years"	"26"	"2009"	"2009"	85	918	92.59259
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"27 years"	"27"	"2009"	"2009"	91	763	119.26606
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"28 years"	"28"	"2009"	"2009"	93	858	108.39161
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"29 years"	"29"	"2009"	"2009"	112	843	132.85884
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"30 years"	"30"	"2009"	"2009"	105	878	119.58998
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"31 years"	"31"	"2009"	"2009"	101	888	113.73874
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"32 years"	"32"	"2009"	"2009"	90	887	101.46561
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"33 years"	"33"	"2009"	"2009"	74	946	78.22410
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"34 years"	"34"	"2009"	"2009"	83	925	89.72973
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"35 years"	"35"	"2009"	"2009"	60	957	62.69592
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"36 years"	"36"	"2009"	"2009"	62	1057	58.65658
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"37 years"	"37"	"2009"	"2009"	62	1204	51.49502
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"38 years"	"38"	"2009"	"2009"	62	1260	49.20635
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"39 years"	"39"	"2009"	"2009"	33	1555	21.22186
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"40 years"	"40"	"2009"	"2009"	23	1408	16.33523
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"41 years"	"41"	"2009"	"2009"	27	1447	18.65930
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"42 years"	"42"	"2009"	"2009"	14	1469	9.53029
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"18 years"	"18"	"2009"	"2009"	16	948	16.87764
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"19 years"	"19"	"2009"	"2009"	24	974	24.64066
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"20 years"	"20"	"2009"	"2009"	34	875	38.85714
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"21 years"	"21"	"2009"	"2009"	35	900	38.88889
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"22 years"	"22"	"2009"	"2009"	44	875	50.28571
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"23 years"	"23"	"2009"	"2009"	46	839	54.82718
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"24 years"	"24"	"2009"	"2009"	44	831	52.94826
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"25 years"	"25"	"2009"	"2009"	49	752	65.15957
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"26 years"	"26"	"2009"	"2009"	68	857	79.34656
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"27 years"	"27"	"2009"	"2009"	86	840	102.38095
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"28 years"	"28"	"2009"	"2009"	101	926	109.07127
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"29 years"	"29"	"2009"	"2009"	110	948	116.03376
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"30 years"	"30"	"2009"	"2009"	89	820	108.53659
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"31 years"	"31"	"2009"	"2009"	116	854	135.83138
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"32 years"	"32"	"2009"	"2009"	103	897	114.82720
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"33 years"	"33"	"2009"	"2009"	86	859	100.11641
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"34 years"	"34"	"2009"	"2009"	103	940	109.57447
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"35 years"	"35"	"2009"	"2009"	84	894	93.95973
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"36 years"	"36"	"2009"	"2009"	68	1023	66.47116
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"37 years"	"37"	"2009"	"2009"	59	1071	55.08870
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"38 years"	"38"	"2009"	"2009"	55	1196	45.98662
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"39 years"	"39"	"2009"	"2009"	40	1317	30.37206
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"40 years"	"40"	"2009"	"2009"	22	1195	18.41004
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"41 years"	"41"	"2009"	"2009"	19	1275	14.90196
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"42 years"	"42"	"2009"	"2009"	11	1346	8.17236
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"43 years"	"43"	"2009"	"2009"	12	1345	8.92193
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"15 years"	"15"	"2009"	"2009"	27	5880	4.59184
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"16 years"	"16"	"2009"	"2009"	68	5843	11.63786
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"17 years"	"17"	"2009"	"2009"	130	6089	21.34998
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"18 years"	"18"	"2009"	"2009"	210	6453	32.54300
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"19 years"	"19"	"2009"	"2009"	331	6704	49.37351
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"20 years"	"20"	"2009"	"2009"	297	6131	48.44234
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"21 years"	"21"	"2009"	"2009"	407	5984	68.01471
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"22 years"	"22"	"2009"	"2009"	401	5865	68.37170
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"23 years"	"23"	"2009"	"2009"	423	5705	74.14549
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"24 years"	"24"	"2009"	"2009"	400	5871	68.13149
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"25 years"	"25"	"2009"	"2009"	423	5433	77.85754
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"26 years"	"26"	"2009"	"2009"	471	5987	78.67045
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"27 years"	"27"	"2009"	"2009"	505	5431	92.98472
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"28 years"	"28"	"2009"	"2009"	555	5810	95.52496
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"29 years"	"29"	"2009"	"2009"	561	5230	107.26577
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"30 years"	"30"	"2009"	"2009"	605	5831	103.75579
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"31 years"	"31"	"2009"	"2009"	545	5119	106.46611
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"32 years"	"32"	"2009"	"2009"	551	5524	99.74656
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"33 years"	"33"	"2009"	"2009"	518	5016	103.26954
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"34 years"	"34"	"2009"	"2009"	416	5161	80.60453
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"35 years"	"35"	"2009"	"2009"	357	4922	72.53149
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"36 years"	"36"	"2009"	"2009"	327	5262	62.14367
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"37 years"	"37"	"2009"	"2009"	273	5597	48.77613
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"38 years"	"38"	"2009"	"2009"	228	5943	38.36446
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"39 years"	"39"	"2009"	"2009"	189	6605	28.61469
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"40 years"	"40"	"2009"	"2009"	153	6073	25.19348
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"41 years"	"41"	"2009"	"2009"	83	6203	13.38062
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"42 years"	"42"	"2009"	"2009"	55	6055	9.08340
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"43 years"	"43"	"2009"	"2009"	33	6638	4.97138
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"45 years"	"45"	"2009"	"2009"	13	Not Available	Not Available
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"16 years"	"16"	"2009"	"2009"	11	1900	5.78947
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"17 years"	"17"	"2009"	"2009"	24	1810	13.25967
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"18 years"	"18"	"2009"	"2009"	51	1723	29.59954
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"19 years"	"19"	"2009"	"2009"	113	1748	64.64531
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"20 years"	"20"	"2009"	"2009"	117	1655	70.69486
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"21 years"	"21"	"2009"	"2009"	109	1680	64.88095
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"22 years"	"22"	"2009"	"2009"	116	1578	73.51077
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"23 years"	"23"	"2009"	"2009"	144	1630	88.34356
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"24 years"	"24"	"2009"	"2009"	124	1769	70.09610
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"25 years"	"25"	"2009"	"2009"	155	1455	106.52921
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"26 years"	"26"	"2009"	"2009"	156	1755	88.88889
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"27 years"	"27"	"2009"	"2009"	164	1512	108.46561
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"28 years"	"28"	"2009"	"2009"	173	1651	104.78498
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"29 years"	"29"	"2009"	"2009"	162	1442	112.34397
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"30 years"	"30"	"2009"	"2009"	196	1575	124.44444
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"31 years"	"31"	"2009"	"2009"	157	1523	103.08601
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"32 years"	"32"	"2009"	"2009"	153	1583	96.65193
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"33 years"	"33"	"2009"	"2009"	133	1454	91.47180
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"34 years"	"34"	"2009"	"2009"	105	1516	69.26121
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"35 years"	"35"	"2009"	"2009"	94	1391	67.57728
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"36 years"	"36"	"2009"	"2009"	97	1608	60.32338
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"37 years"	"37"	"2009"	"2009"	80	1775	45.07042
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"38 years"	"38"	"2009"	"2009"	62	1826	33.95400
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"39 years"	"39"	"2009"	"2009"	52	2039	25.50270
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"40 years"	"40"	"2009"	"2009"	41	1947	21.05804
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"41 years"	"41"	"2009"	"2009"	16	1960	8.16327
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"42 years"	"42"	"2009"	"2009"	19	2006	9.47159
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"43 years"	"43"	"2009"	"2009"	13	2126	6.11477
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"18 years"	"18"	"2009"	"2009"	17	1666	10.20408
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"19 years"	"19"	"2009"	"2009"	26	2430	10.69959
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"20 years"	"20"	"2009"	"2009"	31	2327	13.32187
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"21 years"	"21"	"2009"	"2009"	28	2238	12.51117
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"22 years"	"22"	"2009"	"2009"	35	1468	23.84196
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"23 years"	"23"	"2009"	"2009"	42	922	45.55315
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"24 years"	"24"	"2009"	"2009"	44	814	54.05405
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"25 years"	"25"	"2009"	"2009"	58	705	82.26950
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"26 years"	"26"	"2009"	"2009"	56	807	69.39281
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"27 years"	"27"	"2009"	"2009"	55	691	79.59479
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"28 years"	"28"	"2009"	"2009"	78	719	108.48401
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"29 years"	"29"	"2009"	"2009"	89	646	137.77090
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"30 years"	"30"	"2009"	"2009"	86	758	113.45646
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"31 years"	"31"	"2009"	"2009"	85	675	125.92593
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"32 years"	"32"	"2009"	"2009"	93	687	135.37118
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"33 years"	"33"	"2009"	"2009"	59	724	81.49171
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"34 years"	"34"	"2009"	"2009"	71	787	90.21601
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"35 years"	"35"	"2009"	"2009"	52	690	75.36232
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"36 years"	"36"	"2009"	"2009"	56	816	68.62745
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"37 years"	"37"	"2009"	"2009"	46	907	50.71665
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"38 years"	"38"	"2009"	"2009"	40	990	40.40404
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"39 years"	"39"	"2009"	"2009"	18	1065	16.90141
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"40 years"	"40"	"2009"	"2009"	21	1107	18.97019
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"41 years"	"41"	"2009"	"2009"	11	1001	10.98901
