"Notes"	"Census Region"	"Census Region Code"	"County"	"County Code"	"Age of Mother Year"	"Age of Mother Year Code"	"Year"	"Year Code"	Births	Female Population	Fertility Rate
	"Census Region 1: Northeast"	"CENS-R1"	"Fairfield County, CT"	"09001"	"39 years"	"39"	"2008"	"2008"	356	6889	51.67659
	"Census Region 1: Northeast"	"CENS-R1"	"Fairfield County, CT"	"09001"	"40 years"	"40"	"2008"	"2008"	239	7097	33.67620
	"Census Region 1: Northeast"	"CENS-R1"	"Fairfield County, CT"	"09001"	"41 years"	"41"	"2008"	"2008"	180	7305	24.64066
	"Census Region 1: Northeast"	"CENS-R1"	"Fairfield County, CT"	"09001"	"42 years"	"42"	"2008"	"2008"	122	7776	15.68930
	"Census Region 1: Northeast"	"CENS-R1"	"Fairfield County, CT"	"09001"	"43 years"	"43"	"2008"	"2008"	63	7877	7.99797
	"Census Region 1: Northeast"	"CENS-R1"	"Fairfield County, CT"	"09001"	"44 years"	"44"	"2008"	"2008"	22	8233	2.67217
	"Census Region 1: Northeast"	"CENS-R1"	"Fairfield County, CT"	"09001"	"45 years"	"45"	"2008"	"2008"	21	Not Available	Not Available
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"14 years"	"14"	"2008"	"2008"	13	Not Available	Not Available
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"15 years"	"15"	"2008"	"2008"	36	6383	5.63998
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"16 years"	"16"	"2008"	"2008"	78	6271	12.43821
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"17 years"	"17"	"2008"	"2008"	160	6326	25.29244
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"18 years"	"18"	"2008"	"2008"	253	5964	42.42119
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"19 years"	"19"	"2008"	"2008"	366	5446	67.20529
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"20 years"	"20"	"2008"	"2008"	384	5224	73.50689
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"21 years"	"21"	"2008"	"2008"	386	5073	76.08910
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"22 years"	"22"	"2008"	"2008"	392	5367	73.03894
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"23 years"	"23"	"2008"	"2008"	386	5429	71.09965
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"24 years"	"24"	"2008"	"2008"	423	5384	78.56612
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"25 years"	"25"	"2008"	"2008"	464	5534	83.84532
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"26 years"	"26"	"2008"	"2008"	519	5570	93.17774
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"27 years"	"27"	"2008"	"2008"	542	5169	104.85587
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"28 years"	"28"	"2008"	"2008"	621	5511	112.68372
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"29 years"	"29"	"2008"	"2008"	608	5387	112.86430
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"30 years"	"30"	"2008"	"2008"	604	5468	110.46086
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"31 years"	"31"	"2008"	"2008"	627	5316	117.94582
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"32 years"	"32"	"2008"	"2008"	589	5303	111.06921
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"33 years"	"33"	"2008"	"2008"	519	5132	101.13016
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"34 years"	"34"	"2008"	"2008"	488	5155	94.66537
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"35 years"	"35"	"2008"	"2008"	436	5417	80.48735
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"36 years"	"36"	"2008"	"2008"	337	5948	56.65770
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"37 years"	"37"	"2008"	"2008"	306	6143	49.81280
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"38 years"	"38"	"2008"	"2008"	221	6451	34.25825
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"39 years"	"39"	"2008"	"2008"	196	6318	31.02248
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"40 years"	"40"	"2008"	"2008"	138	6299	21.90824
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"41 years"	"41"	"2008"	"2008"	106	6228	17.01991
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"42 years"	"42"	"2008"	"2008"	50	6887	7.26006
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"43 years"	"43"	"2008"	"2008"	41	7366	5.56611
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"44 years"	"44"	"2008"	"2008"	13	7372	1.76343
	"Census Region 1: Northeast"	"CENS-R1"	"Hartford County, CT"	"09003"	"45 years"	"45"	"2008"	"2008"	11	Not Available	Not Available
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"17 years"	"17"	"2008"	"2008"	15	1326	11.31222
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"18 years"	"18"	"2008"	"2008"	28	1088	25.73529
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"19 years"	"19"	"2008"	"2008"	27	848	31.83962
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"20 years"	"20"	"2008"	"2008"	36	781	46.09475
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"21 years"	"21"	"2008"	"2008"	55	754	72.94430
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"22 years"	"22"	"2008"	"2008"	47	850	55.29412
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"23 years"	"23"	"2008"	"2008"	68	910	74.72527
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"24 years"	"24"	"2008"	"2008"	50	830	60.24096
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"25 years"	"25"	"2008"	"2008"	88	853	103.16530
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"26 years"	"26"	"2008"	"2008"	81	797	101.63112
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"27 years"	"27"	"2008"	"2008"	90	802	112.21945
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"28 years"	"28"	"2008"	"2008"	97	768	126.30208
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"29 years"	"29"	"2008"	"2008"	118	896	131.69643
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"30 years"	"30"	"2008"	"2008"	108	855	126.31579
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"31 years"	"31"	"2008"	"2008"	87	870	100.00000
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"32 years"	"32"	"2008"	"2008"	120	911	131.72338
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"33 years"	"33"	"2008"	"2008"	101	935	108.02139
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"34 years"	"34"	"2008"	"2008"	101	938	107.67591
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"35 years"	"35"	"2008"	"2008"	82	1100	74.54545
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"36 years"	"36"	"2008"	"2008"	87	1194	72.86432
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"37 years"	"37"	"2008"	"2008"	61	1252	48.72204
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"38 years"	"38"	"2008"	"2008"	53	1503	35.26281
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"39 years"	"39"	"2008"	"2008"	44	1465	30.03413
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"40 years"	"40"	"2008"	"2008"	31	1424	21.76966
	"Census Region 1: Northeast"	"CENS-R1"	"Litchfield County, CT"	"09005"	"41 years"	"41"	"2008"	"2008"	15	1482	10.12146
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"17 years"	"17"	"2008"	"2008"	15	1120	13.39286
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"18 years"	"18"	"2008"	"2008"	14	916	15.28384
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"19 years"	"19"	"2008"	"2008"	25	974	25.66735
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"20 years"	"20"	"2008"	"2008"	41	877	46.75029
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"21 years"	"21"	"2008"	"2008"	31	898	34.52116
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"22 years"	"22"	"2008"	"2008"	36	922	39.04555
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"23 years"	"23"	"2008"	"2008"	49	830	59.03614
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"24 years"	"24"	"2008"	"2008"	47	771	60.95979
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"25 years"	"25"	"2008"	"2008"	57	868	65.66820
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"26 years"	"26"	"2008"	"2008"	66	813	81.18081
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"27 years"	"27"	"2008"	"2008"	80	808	99.00990
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"28 years"	"28"	"2008"	"2008"	99	937	105.65635
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"29 years"	"29"	"2008"	"2008"	117	834	140.28777
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"30 years"	"30"	"2008"	"2008"	106	782	135.54987
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"31 years"	"31"	"2008"	"2008"	110	874	125.85812
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"32 years"	"32"	"2008"	"2008"	106	931	113.85607
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"33 years"	"33"	"2008"	"2008"	105	858	122.37762
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"34 years"	"34"	"2008"	"2008"	92	948	97.04641
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"35 years"	"35"	"2008"	"2008"	83	1019	81.45240
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"36 years"	"36"	"2008"	"2008"	83	1083	76.63897
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"37 years"	"37"	"2008"	"2008"	70	1182	59.22166
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"38 years"	"38"	"2008"	"2008"	37	1323	27.96674
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"39 years"	"39"	"2008"	"2008"	45	1211	37.15937
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"40 years"	"40"	"2008"	"2008"	29	1218	23.80952
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"41 years"	"41"	"2008"	"2008"	24	1320	18.18182
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"42 years"	"42"	"2008"	"2008"	17	1360	12.50000
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, CT"	"09007"	"43 years"	"43"	"2008"	"2008"	13	1445	8.99654
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"15 years"	"15"	"2008"	"2008"	32	5886	5.43663
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"16 years"	"16"	"2008"	"2008"	89	6037	14.74242
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"17 years"	"17"	"2008"	"2008"	147	6161	23.85976
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"18 years"	"18"	"2008"	"2008"	226	6616	34.15961
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"19 years"	"19"	"2008"	"2008"	319	6346	50.26789
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"20 years"	"20"	"2008"	"2008"	361	6009	60.07655
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"21 years"	"21"	"2008"	"2008"	395	5868	67.31425
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"22 years"	"22"	"2008"	"2008"	394	5726	68.80894
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"23 years"	"23"	"2008"	"2008"	417	5804	71.84700
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"24 years"	"24"	"2008"	"2008"	405	5262	76.96693
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"25 years"	"25"	"2008"	"2008"	466	5922	78.68963
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"26 years"	"26"	"2008"	"2008"	502	5618	89.35564
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"27 years"	"27"	"2008"	"2008"	525	5467	96.03073
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"28 years"	"28"	"2008"	"2008"	521	5562	93.67134
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"29 years"	"29"	"2008"	"2008"	637	5503	115.75504
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"30 years"	"30"	"2008"	"2008"	620	5411	114.58141
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"31 years"	"31"	"2008"	"2008"	575	5303	108.42919
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"32 years"	"32"	"2008"	"2008"	561	5224	107.38897
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"33 years"	"33"	"2008"	"2008"	524	5044	103.88580
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"34 years"	"34"	"2008"	"2008"	392	4907	79.88588
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"35 years"	"35"	"2008"	"2008"	406	5206	77.98694
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"36 years"	"36"	"2008"	"2008"	348	5716	60.88174
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"37 years"	"37"	"2008"	"2008"	304	6036	50.36448
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"38 years"	"38"	"2008"	"2008"	288	6420	44.85981
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"39 years"	"39"	"2008"	"2008"	182	6211	29.30285
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"40 years"	"40"	"2008"	"2008"	130	5991	21.69922
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"41 years"	"41"	"2008"	"2008"	83	6187	13.41523
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"42 years"	"42"	"2008"	"2008"	51	6457	7.89840
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"43 years"	"43"	"2008"	"2008"	33	6978	4.72915
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"44 years"	"44"	"2008"	"2008"	18	6841	2.63119
	"Census Region 1: Northeast"	"CENS-R1"	"New Haven County, CT"	"09009"	"45 years"	"45"	"2008"	"2008"	13	Not Available	Not Available
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"16 years"	"16"	"2008"	"2008"	15	1832	8.18777
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"17 years"	"17"	"2008"	"2008"	18	1906	9.44386
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"18 years"	"18"	"2008"	"2008"	72	1793	40.15616
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"19 years"	"19"	"2008"	"2008"	92	1672	55.02392
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"20 years"	"20"	"2008"	"2008"	93	1677	55.45617
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"21 years"	"21"	"2008"	"2008"	134	1600	83.75000
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"22 years"	"22"	"2008"	"2008"	143	1657	86.30054
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"23 years"	"23"	"2008"	"2008"	141	1657	85.09354
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"24 years"	"24"	"2008"	"2008"	162	1532	105.74413
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"25 years"	"25"	"2008"	"2008"	181	1783	101.51430
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"26 years"	"26"	"2008"	"2008"	178	1503	118.42981
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"27 years"	"27"	"2008"	"2008"	177	1562	113.31626
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"28 years"	"28"	"2008"	"2008"	170	1548	109.81912
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"29 years"	"29"	"2008"	"2008"	155	1408	110.08523
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"30 years"	"30"	"2008"	"2008"	189	1564	120.84399
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"31 years"	"31"	"2008"	"2008"	168	1514	110.96433
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"32 years"	"32"	"2008"	"2008"	149	1591	93.65179
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"33 years"	"33"	"2008"	"2008"	146	1413	103.32626
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"34 years"	"34"	"2008"	"2008"	116	1478	78.48444
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"35 years"	"35"	"2008"	"2008"	84	1551	54.15861
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"36 years"	"36"	"2008"	"2008"	92	1741	52.84319
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"37 years"	"37"	"2008"	"2008"	80	1898	42.14963
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"38 years"	"38"	"2008"	"2008"	71	1959	36.24298
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"39 years"	"39"	"2008"	"2008"	49	1969	24.88573
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"40 years"	"40"	"2008"	"2008"	43	1949	22.06260
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"41 years"	"41"	"2008"	"2008"	38	1945	19.53728
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"42 years"	"42"	"2008"	"2008"	16	2194	7.29262
	"Census Region 1: Northeast"	"CENS-R1"	"New London County, CT"	"09011"	"43 years"	"43"	"2008"	"2008"	13	2270	5.72687
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"17 years"	"17"	"2008"	"2008"	12	929	12.91712
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"18 years"	"18"	"2008"	"2008"	15	1733	8.65551
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"19 years"	"19"	"2008"	"2008"	19	2354	8.07137
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"20 years"	"20"	"2008"	"2008"	30	2304	13.02083
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"21 years"	"21"	"2008"	"2008"	25	2164	11.55268
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"22 years"	"22"	"2008"	"2008"	34	1465	23.20819
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"23 years"	"23"	"2008"	"2008"	33	954	34.59119
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"24 years"	"24"	"2008"	"2008"	43	773	55.62743
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"25 years"	"25"	"2008"	"2008"	47	784	59.94898
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"26 years"	"26"	"2008"	"2008"	70	664	105.42169
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"27 years"	"27"	"2008"	"2008"	63	625	100.80000
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"28 years"	"28"	"2008"	"2008"	81	637	127.15856
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"29 years"	"29"	"2008"	"2008"	79	703	112.37553
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"30 years"	"30"	"2008"	"2008"	101	740	136.48649
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"31 years"	"31"	"2008"	"2008"	86	641	134.16537
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"32 years"	"32"	"2008"	"2008"	89	669	133.03438
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"33 years"	"33"	"2008"	"2008"	90	815	110.42945
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"34 years"	"34"	"2008"	"2008"	77	706	109.06516
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"35 years"	"35"	"2008"	"2008"	72	769	93.62809
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"36 years"	"36"	"2008"	"2008"	61	926	65.87473
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"37 years"	"37"	"2008"	"2008"	54	993	54.38066
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"38 years"	"38"	"2008"	"2008"	38	1044	36.39847
	"Census Region 1: Northeast"	"CENS-R1"	"Tolland County, CT"	"09013"	"39 years"	"39"	"2008"	"2008"	34	1111	30.60306
