County,Year,Fertility Rate
"Erie County, NY",2009.0,1.7240948599999997
"Erie County, NY",2010.0,1.7077645399999999
"Erie County, NY",2011.0,1.6792837999999997
"Erie County, NY",2012.0,1.70309192
"Erie County, NY",2013.0,1.6636803900000003
"Erie County, NY",2014.0,1.67732535
"Erie County, NY",2015.0,1.67129806
"Erie County, PA",2007.0,1.9544534800000006
"Erie County, PA",2008.0,1.8780989000000003
"Erie County, PA",2009.0,1.7910634499999998
"Erie County, PA",2010.0,1.8096668699999998
"Erie County, PA",2011.0,1.7569015000000001
"Erie County, PA",2012.0,1.7057664900000002
"Erie County, PA",2013.0,1.72067514
"Erie County, PA",2014.0,1.7352687799999995
"Erie County, PA",2015.0,1.7192574199999995
"Escambia County, FL",2007.0,2.06163951
"Escambia County, FL",2008.0,2.0147102699999997
"Escambia County, FL",2009.0,2.00310666
"Escambia County, FL",2010.0,1.88366455
"Escambia County, FL",2011.0,1.8356022900000004
"Escambia County, FL",2012.0,1.85719558
"Escambia County, FL",2013.0,1.7719203799999996
"Escambia County, FL",2014.0,1.7749660199999997
"Escambia County, FL",2015.0,1.78531781
"Essex County, MA",2007.0,2.0347536099999997
"Essex County, MA",2008.0,1.99072722
"Essex County, MA",2009.0,1.9722485099999996
"Essex County, MA",2010.0,1.8520269799999998
"Essex County, MA",2011.0,1.89091727
"Essex County, MA",2012.0,1.82884496
"Essex County, MA",2013.0,1.81169286
"Essex County, MA",2014.0,1.7752083200000004
"Essex County, MA",2015.0,1.7828835300000003
"Essex County, NJ",2007.0,2.1535725400000008
"Essex County, NJ",2008.0,2.11236451
"Essex County, NJ",2009.0,2.0356203400000004
"Essex County, NJ",2010.0,1.8848649300000002
"Essex County, NJ",2011.0,1.9157512200000002
"Essex County, NJ",2012.0,1.90635808
"Essex County, NJ",2013.0,1.8678026899999998
"Essex County, NJ",2014.0,1.8452580599999997
"Essex County, NJ",2015.0,1.8555382799999998
"Etowah County, AL",2007.0,1.9326913800000003
"Etowah County, AL",2008.0,1.97706998
"Etowah County, AL",2009.0,2.00339715
"Etowah County, AL",2010.0,1.9228385999999995
"Etowah County, AL",2011.0,1.8208642900000005
"Etowah County, AL",2012.0,1.77102772
"Etowah County, AL",2013.0,1.85727451
"Etowah County, AL",2014.0,1.819225
"Etowah County, AL",2015.0,1.90257224
"Fairfax County, VA",2007.0,2.10480134
"Fairfax County, VA",2008.0,2.05914901
"Fairfax County, VA",2009.0,2.02044864
"Fairfax County, VA",2010.0,1.97104512
"Fairfax County, VA",2011.0,1.9370634899999997
"Fairfax County, VA",2012.0,1.8771836100000001
"Fairfax County, VA",2013.0,1.83159307
"Fairfax County, VA",2014.0,1.84317682
"Fairfax County, VA",2015.0,1.8211071800000003
"Fairfield County, CT",2007.0,2.090162419999999
"Fairfield County, CT",2008.0,2.0435600800000002
"Fairfield County, CT",2009.0,1.9864917000000004
"Fairfield County, CT",2010.0,1.8978383500000002
"Fairfield County, CT",2011.0,1.8593131900000004
"Fairfield County, CT",2012.0,1.80184421
"Fairfield County, CT",2013.0,1.7780089199999998
"Fairfield County, CT",2014.0,1.78942275
"Fairfield County, CT",2015.0,1.7679427
"Fairfield County, OH",2007.0,2.05553163
"Fairfield County, OH",2008.0,2.0834624199999996
"Fairfield County, OH",2009.0,2.03831216
"Fairfield County, OH",2010.0,1.97849095
"Fairfield County, OH",2011.0,1.99740806
"Fairfield County, OH",2012.0,1.9223135999999996
"Fairfield County, OH",2013.0,2.01693989
"Fairfield County, OH",2014.0,1.8443138099999998
"Fairfield County, OH",2015.0,1.9336441699999998
"Faulkner County, AR",2014.0,1.5207575600000003
"Faulkner County, AR",2015.0,1.5198351100000003
"Fayette County, GA",2014.0,1.84651237
"Fayette County, GA",2015.0,1.6162944000000001
"Fayette County, KY",2007.0,1.74798646
"Fayette County, KY",2008.0,1.6939685800000002
"Fayette County, KY",2009.0,1.66148916
"Fayette County, KY",2010.0,1.61611534
"Fayette County, KY",2011.0,1.60001796
"Fayette County, KY",2012.0,1.6173260099999995
"Fayette County, KY",2013.0,1.6427379600000003
"Fayette County, KY",2014.0,1.6644067500000002
"Fayette County, KY",2015.0,1.6176040600000001
"Fayette County, PA",2007.0,1.8081598900000004
"Fayette County, PA",2008.0,1.7673232400000003
"Fayette County, PA",2009.0,1.8677501700000003
"Fayette County, PA",2010.0,1.82231547
"Fayette County, PA",2011.0,1.8173772299999997
"Fayette County, PA",2012.0,1.8260128799999997
"Fayette County, PA",2013.0,1.9518906100000004
"Fayette County, PA",2014.0,1.93762229
"Fayette County, PA",2015.0,1.9981576000000005
"Florence County, SC",2007.0,2.17371259
"Florence County, SC",2008.0,2.03245253
"Florence County, SC",2009.0,1.9790962300000001
"Florence County, SC",2010.0,1.87322057
"Florence County, SC",2011.0,1.8983535
"Florence County, SC",2012.0,1.91198411
"Florence County, SC",2013.0,1.78067374
"Florence County, SC",2014.0,1.8145979500000002
"Florence County, SC",2015.0,1.7622769300000003
"Fond du Lac County, WI",2014.0,1.6647957899999999
"Fond du Lac County, WI",2015.0,1.7177287099999994
"Forsyth County, GA",2014.0,1.8858679299999999
"Forsyth County, GA",2015.0,1.8628823200000002
"Forsyth County, NC",2007.0,2.16498753
"Forsyth County, NC",2008.0,2.10768111
"Forsyth County, NC",2009.0,1.9767018600000001
"Forsyth County, NC",2010.0,1.90759663
"Forsyth County, NC",2011.0,1.8569310700000006
"Forsyth County, NC",2012.0,1.86022252
"Forsyth County, NC",2013.0,1.83353576
"Forsyth County, NC",2014.0,1.8146750499999997
"Forsyth County, NC",2015.0,1.7234697100000003
"Fort Bend County, TX",2007.0,2.18060494
"Fort Bend County, TX",2008.0,2.1864845200000005
"Fort Bend County, TX",2009.0,2.12329071
"Fort Bend County, TX",2010.0,2.0270826999999993
"Fort Bend County, TX",2011.0,1.9413225299999999
"Fort Bend County, TX",2012.0,1.9712792200000002
"Fort Bend County, TX",2013.0,1.9880104600000001
"Fort Bend County, TX",2014.0,2.0455848999999997
"Fort Bend County, TX",2015.0,2.07031355
"Franklin County, MO",2014.0,1.9911675700000002
"Franklin County, MO",2015.0,2.02797402
"Franklin County, OH",2007.0,1.9902542400000003
"Franklin County, OH",2008.0,1.9830252799999994
"Franklin County, OH",2009.0,1.94384091
"Franklin County, OH",2010.0,1.8850217100000004
"Franklin County, OH",2011.0,1.8863528799999998
"Franklin County, OH",2012.0,1.8952052299999995
"Franklin County, OH",2013.0,1.9152506700000003
"Franklin County, OH",2014.0,1.89369424
"Franklin County, OH",2015.0,1.8903461900000003
"Franklin County, PA",2007.0,2.34628551
"Franklin County, PA",2008.0,2.3087820300000006
"Franklin County, PA",2009.0,2.02414302
"Franklin County, PA",2010.0,2.1932463600000003
"Franklin County, PA",2011.0,2.08820139
"Franklin County, PA",2012.0,2.03043307
"Franklin County, PA",2013.0,2.0305644400000005
"Franklin County, PA",2014.0,1.9586608500000005
"Franklin County, PA",2015.0,2.0180769300000003
"Frederick County, MD",2007.0,2.10781586
"Frederick County, MD",2008.0,2.0370932200000005
"Frederick County, MD",2009.0,1.96910852
"Frederick County, MD",2010.0,1.9928243300000001
"Frederick County, MD",2011.0,1.89235997
"Frederick County, MD",2012.0,1.85178124
"Frederick County, MD",2013.0,1.8130998499999997
"Frederick County, MD",2014.0,1.84107248
"Frederick County, MD",2015.0,1.8314353399999999
"Fresno County, CA",2007.0,2.6458388800000012
"Fresno County, CA",2008.0,2.5200253099999994
"Fresno County, CA",2009.0,2.41286973
"Fresno County, CA",2010.0,2.3998814499999988
"Fresno County, CA",2011.0,2.3592149100000013
"Fresno County, CA",2012.0,2.31859757
"Fresno County, CA",2013.0,2.2734396199999996
"Fresno County, CA",2014.0,2.2540032999999995
"Fresno County, CA",2015.0,2.18366922
"Fulton County, GA",2007.0,2.11393554
"Fulton County, GA",2008.0,2.07974356
"Fulton County, GA",2009.0,1.9396633699999999
"Fulton County, GA",2010.0,1.87532398
"Fulton County, GA",2011.0,1.8205581
"Fulton County, GA",2012.0,1.6893649800000006
"Fulton County, GA",2013.0,1.67771651
"Fulton County, GA",2014.0,1.7264613699999998
"Fulton County, GA",2015.0,1.68025452
"Galveston County, TX",2007.0,2.32256121
"Galveston County, TX",2008.0,2.23457812
"Galveston County, TX",2009.0,2.2707316299999993
"Galveston County, TX",2010.0,2.1038041599999993
"Galveston County, TX",2011.0,2.04502593
"Galveston County, TX",2012.0,2.00642513
"Galveston County, TX",2013.0,1.99728835
"Galveston County, TX",2014.0,2.010298
"Galveston County, TX",2015.0,1.9819039700000003
"Gaston County, NC",2007.0,2.2493122899999993
"Gaston County, NC",2008.0,2.1129134099999995
"Gaston County, NC",2009.0,2.1042807099999994
"Gaston County, NC",2010.0,2.0149839599999995
"Gaston County, NC",2011.0,1.99761796
"Gaston County, NC",2012.0,1.9380130999999998
"Gaston County, NC",2013.0,1.8864302699999997
"Gaston County, NC",2014.0,1.9386322199999997
"Gaston County, NC",2015.0,1.8842784099999998
"Genesee County, MI",2007.0,2.12913834
"Genesee County, MI",2008.0,2.0561759900000003
"Genesee County, MI",2009.0,1.992694
"Genesee County, MI",2010.0,1.9474357400000004
"Genesee County, MI",2011.0,1.8906078599999998
"Genesee County, MI",2012.0,1.8964577800000002
"Genesee County, MI",2013.0,1.9283527800000002
"Genesee County, MI",2014.0,1.9426397099999997
"Genesee County, MI",2015.0,1.8563410200000001
"Gloucester County, NJ",2007.0,1.9303769900000005
"Gloucester County, NJ",2008.0,1.77999915
"Gloucester County, NJ",2009.0,1.86037627
"Gloucester County, NJ",2010.0,1.79842816
"Gloucester County, NJ",2011.0,1.7755846399999997
"Gloucester County, NJ",2012.0,1.6973115600000002
"Gloucester County, NJ",2013.0,1.66248194
"Gloucester County, NJ",2014.0,1.7148680700000003
"Gloucester County, NJ",2015.0,1.6178695
"Grayson County, TX",2007.0,2.11858245
"Grayson County, TX",2008.0,2.1485992100000004
"Grayson County, TX",2009.0,2.0861329800000004
"Grayson County, TX",2010.0,2.0157089
"Grayson County, TX",2011.0,1.9525822700000004
"Grayson County, TX",2012.0,1.9983566800000003
"Grayson County, TX",2013.0,1.9708701499999997
"Grayson County, TX",2014.0,2.0251760099999996
"Grayson County, TX",2015.0,2.0100738299999996
"Greene County, MO",2007.0,1.8370693699999998
"Greene County, MO",2008.0,1.75038651
"Greene County, MO",2009.0,1.66518395
"Greene County, MO",2010.0,1.6780169300000005
"Greene County, MO",2011.0,1.6661753299999993
"Greene County, MO",2012.0,1.6654809100000003
"Greene County, MO",2013.0,1.6098581399999998
"Greene County, MO",2014.0,1.6498147400000003
"Greene County, MO",2015.0,1.6294880200000004
"Greene County, OH",2007.0,1.7463358399999998
"Greene County, OH",2008.0,1.63097074
"Greene County, OH",2009.0,1.61980676
"Greene County, OH",2010.0,1.5864326999999998
"Greene County, OH",2011.0,1.6382042399999996
"Greene County, OH",2012.0,1.6573135299999997
"Greene County, OH",2013.0,1.6095197500000002
"Greene County, OH",2014.0,1.63976605
"Greene County, OH",2015.0,1.69049599
"Greenville County, SC",2007.0,2.2388545
"Greenville County, SC",2008.0,2.2242113299999993
"Greenville County, SC",2009.0,2.53475804
"Greenville County, SC",2010.0,1.9725885599999995
"Greenville County, SC",2011.0,1.9404574999999997
"Greenville County, SC",2012.0,1.9354702799999999
"Greenville County, SC",2013.0,1.8804200500000001
"Greenville County, SC",2014.0,1.9282205600000002
"Greenville County, SC",2015.0,1.9166231500000002
"Gregg County, TX",2007.0,2.4517217999999996
"Gregg County, TX",2008.0,2.40110434
"Gregg County, TX",2009.0,2.3146126600000003
"Gregg County, TX",2010.0,2.24547711
"Gregg County, TX",2011.0,2.1948777400000004
"Gregg County, TX",2012.0,2.2499319400000006
"Gregg County, TX",2013.0,2.1850607299999996
"Gregg County, TX",2014.0,2.2892936499999994
"Gregg County, TX",2015.0,2.1349712100000002
"Guadalupe County, TX",2014.0,1.8974779
"Guadalupe County, TX",2015.0,1.8955461700000005
"Guilford County, NC",2007.0,1.79675077
"Guilford County, NC",2008.0,1.7897107700000001
"Guilford County, NC",2009.0,1.7153905299999999
"Guilford County, NC",2010.0,1.66229944
"Guilford County, NC",2011.0,1.6564366400000003
"Guilford County, NC",2012.0,1.68140474
"Guilford County, NC",2013.0,1.6669606899999996
"Guilford County, NC",2014.0,1.6262198399999996
"Guilford County, NC",2015.0,1.61688853
"Gwinnett County, GA",2007.0,2.4897057300000007
"Gwinnett County, GA",2008.0,2.33904392
"Gwinnett County, GA",2009.0,2.1830508699999998
"Gwinnett County, GA",2010.0,2.00649166
"Gwinnett County, GA",2011.0,1.9499952900000004
"Gwinnett County, GA",2012.0,1.84960927
"Gwinnett County, GA",2013.0,1.8803468600000002
"Gwinnett County, GA",2014.0,1.8691623199999996
"Gwinnett County, GA",2015.0,1.87810618
"Hall County, GA",2007.0,2.7048390899999997
"Hall County, GA",2008.0,2.5975809899999995
"Hall County, GA",2009.0,2.36452976
"Hall County, GA",2010.0,2.1668860400000005
"Hall County, GA",2011.0,2.1494510900000003
"Hall County, GA",2012.0,2.0851041099999996
"Hall County, GA",2013.0,2.0478869
"Hall County, GA",2014.0,2.0487786700000004
"Hall County, GA",2015.0,2.23156072
"Hamilton County, IN",2007.0,2.3065424400000007
"Hamilton County, IN",2008.0,2.2371275
"Hamilton County, IN",2009.0,2.1774057699999996
"Hamilton County, IN",2010.0,2.07483195
"Hamilton County, IN",2011.0,2.07423548
"Hamilton County, IN",2012.0,1.93368068
"Hamilton County, IN",2013.0,1.9841289299999998
"Hamilton County, IN",2014.0,1.9311330300000003
"Hamilton County, IN",2015.0,1.91276086
"Hamilton County, OH",2007.0,2.10983683
"Hamilton County, OH",2008.0,2.1233331399999997
"Hamilton County, OH",2009.0,2.0294168999999993
"Hamilton County, OH",2010.0,1.93999837
"Hamilton County, OH",2011.0,1.9760811800000002
"Hamilton County, OH",2012.0,1.96487532
"Hamilton County, OH",2013.0,1.9106543600000003
"Hamilton County, OH",2014.0,1.9382601699999995
"Hamilton County, OH",2015.0,1.9103769900000003
"Hamilton County, TN",2007.0,1.9565104699999998
"Hamilton County, TN",2008.0,1.9302094599999997
"Hamilton County, TN",2009.0,1.8594512699999999
"Hamilton County, TN",2010.0,1.7975934899999997
"Hamilton County, TN",2011.0,1.7518643399999996
"Hamilton County, TN",2012.0,1.7817493199999999
"Hamilton County, TN",2013.0,1.7513345200000003
"Hamilton County, TN",2014.0,1.7269570700000003
"Hamilton County, TN",2015.0,1.7580201299999996
"Hampden County, MA",2007.0,1.9259693100000002
"Hampden County, MA",2008.0,1.9205644600000003
"Hampden County, MA",2009.0,1.86354976
"Hampden County, MA",2010.0,1.7879552
"Hampden County, MA",2011.0,1.8399737600000001
"Hampden County, MA",2012.0,1.7481056
"Hampden County, MA",2013.0,1.7029771299999996
"Hampden County, MA",2014.0,1.6749541
"Hampden County, MA",2015.0,1.62392606
"Hampshire County, MA",2007.0,1.3456377400000001
"Hampshire County, MA",2008.0,1.31250396
"Hampshire County, MA",2009.0,1.1757109000000001
"Hampshire County, MA",2010.0,1.2533198300000001
"Hampshire County, MA",2011.0,1.1672215400000001
"Hampshire County, MA",2012.0,1.2081156600000003
"Hampshire County, MA",2013.0,1.218571
"Hampshire County, MA",2014.0,1.16951695
"Hampshire County, MA",2015.0,1.1141661999999999
"Hampton city, VA",2007.0,1.94302322
"Hampton city, VA",2008.0,1.82945268
"Hampton city, VA",2009.0,1.7752164499999998
"Hampton city, VA",2010.0,1.6584682600000002
"Hampton city, VA",2011.0,1.6051593499999997
"Hampton city, VA",2012.0,1.6680214200000003
"Hampton city, VA",2013.0,1.6336113899999996
"Hampton city, VA",2014.0,1.60342894
"Hampton city, VA",2015.0,1.49906471
"Hardin County, KY",2014.0,2.21533415
"Hardin County, KY",2015.0,2.11692381
"Harford County, MD",2007.0,2.0676109400000002
"Harford County, MD",2008.0,2.04977196
"Harford County, MD",2009.0,1.9458228700000002
"Harford County, MD",2010.0,1.8654124699999994
"Harford County, MD",2011.0,1.8201091200000001
"Harford County, MD",2012.0,1.7549059399999998
"Harford County, MD",2013.0,1.7914130100000003
"Harford County, MD",2014.0,1.7666845499999995
"Harford County, MD",2015.0,1.7583564999999999
"Harnett County, NC",2014.0,2.1438191600000005
"Harnett County, NC",2015.0,1.91664865
"Harris County, TX",2007.0,2.4299925799999995
"Harris County, TX",2008.0,2.3989768500000004
"Harris County, TX",2009.0,2.365942940000001
"Harris County, TX",2010.0,2.20137092
"Harris County, TX",2011.0,2.0974320699999995
"Harris County, TX",2012.0,2.1048075200000014
"Harris County, TX",2013.0,2.1000765500000007
"Harris County, TX",2014.0,2.1365644299999995
"Harris County, TX",2015.0,2.1478606099999995
"Harrison County, MS",2007.0,2.3662981100000002
"Harrison County, MS",2008.0,2.291954579999999
"Harrison County, MS",2009.0,2.1503801599999997
"Harrison County, MS",2010.0,2.06103949
"Harrison County, MS",2011.0,2.08254526
"Harrison County, MS",2012.0,1.9935850400000001
"Harrison County, MS",2013.0,1.94588554
"Harrison County, MS",2014.0,2.0201428200000002
"Harrison County, MS",2015.0,1.9153393600000002
"Hartford County, CT",2007.0,1.9030844500000001
"Hartford County, CT",2008.0,1.87375251
"Hartford County, CT",2009.0,1.8091985099999994
"Hartford County, CT",2010.0,1.7460449
"Hartford County, CT",2011.0,1.7150011499999995
"Hartford County, CT",2012.0,1.6786236900000002
"Hartford County, CT",2013.0,1.63585976
"Hartford County, CT",2014.0,1.6568420000000001
"Hartford County, CT",2015.0,1.6081753799999998
"Hawaii County, HI",2007.0,2.38727912
"Hawaii County, HI",2008.0,2.4165765899999996
"Hawaii County, HI",2009.0,2.24955428
"Hawaii County, HI",2010.0,2.18749397
"Hawaii County, HI",2011.0,2.227671000000001
"Hawaii County, HI",2012.0,2.15377921
"Hawaii County, HI",2013.0,2.1274175900000003
"Hawaii County, HI",2014.0,2.09269092
"Hawaii County, HI",2015.0,2.0248468
"Hays County, TX",2014.0,1.69280769
"Hays County, TX",2015.0,1.6880107200000003
"Henderson County, NC",2014.0,1.9941558699999995
"Henderson County, NC",2015.0,1.8876941400000002
"Hendricks County, IN",2007.0,2.18802558
"Hendricks County, IN",2008.0,2.12130854
"Hendricks County, IN",2009.0,2.00934813
"Hendricks County, IN",2010.0,1.9259096599999996
"Hendricks County, IN",2011.0,1.9784943099999996
"Hendricks County, IN",2012.0,1.78254214
"Hendricks County, IN",2013.0,1.8202361600000003
"Hendricks County, IN",2014.0,1.8577501399999998
"Hendricks County, IN",2015.0,1.8158719500000005
"Hennepin County, MN",2007.0,2.01119839
"Hennepin County, MN",2008.0,1.9516526599999997
"Hennepin County, MN",2009.0,1.9007791499999998
"Hennepin County, MN",2010.0,1.84195025
"Hennepin County, MN",2011.0,1.8054030600000002
"Hennepin County, MN",2012.0,1.8154809699999999
"Hennepin County, MN",2013.0,1.8036632800000005
"Hennepin County, MN",2014.0,1.7928841800000004
"Hennepin County, MN",2015.0,1.7746780800000002
"Henrico County, VA",2007.0,1.92899463
"Henrico County, VA",2008.0,1.8751646100000001
"Henrico County, VA",2009.0,1.8844558599999996
"Henrico County, VA",2010.0,1.7876217900000004
"Henrico County, VA",2011.0,1.7815815300000002
"Henrico County, VA",2012.0,1.7531101599999996
"Henrico County, VA",2013.0,1.72117127
"Henrico County, VA",2014.0,1.7697583599999998
"Henrico County, VA",2015.0,1.7320049599999998
"Henry County, GA",2007.0,2.2479339300000003
"Henry County, GA",2008.0,2.23837985
"Henry County, GA",2009.0,2.15134997
"Henry County, GA",2010.0,2.0193466900000003
"Henry County, GA",2011.0,1.8754934100000002
"Henry County, GA",2012.0,1.9080395699999997
"Henry County, GA",2013.0,1.83218755
"Henry County, GA",2014.0,1.9289856200000002
"Henry County, GA",2015.0,1.8165530099999996
"Hernando County, FL",2007.0,2.0191659
"Hernando County, FL",2008.0,1.8873552800000002
"Hernando County, FL",2009.0,1.9556950900000003
"Hernando County, FL",2010.0,1.7653463300000003
"Hernando County, FL",2011.0,1.87548616
"Hernando County, FL",2012.0,1.6594250400000006
"Hernando County, FL",2013.0,1.7581959400000005
"Hernando County, FL",2014.0,1.71388077
"Hernando County, FL",2015.0,1.8019627399999996
"Hidalgo County, TX",2007.0,3.181200879999999
"Hidalgo County, TX",2008.0,3.0941071300000003
"Hidalgo County, TX",2009.0,2.9911039399999995
"Hidalgo County, TX",2010.0,2.83088488
"Hidalgo County, TX",2011.0,2.73743488
"Hidalgo County, TX",2012.0,2.76769503
"Hidalgo County, TX",2013.0,2.7272889700000005
"Hidalgo County, TX",2014.0,2.73068891
"Hidalgo County, TX",2015.0,2.6796706300000004
"Hillsborough County, FL",2007.0,2.0645225199999997
"Hillsborough County, FL",2008.0,1.975936319999999
"Hillsborough County, FL",2009.0,1.87543043
"Hillsborough County, FL",2010.0,1.8161289500000002
"Hillsborough County, FL",2011.0,1.7855666299999997
"Hillsborough County, FL",2012.0,1.7745442500000002
"Hillsborough County, FL",2013.0,1.7706322300000001
"Hillsborough County, FL",2014.0,1.7612881499999997
"Hillsborough County, FL",2015.0,1.78180552
"Hillsborough County, NH",2007.0,1.9540407199999998
"Hillsborough County, NH",2008.0,1.9209532400000005
"Hillsborough County, NH",2009.0,1.8598512599999995
"Hillsborough County, NH",2010.0,1.7996555399999998
"Hillsborough County, NH",2011.0,1.81010548
"Hillsborough County, NH",2012.0,1.7116564700000003
"Hillsborough County, NH",2013.0,1.6987460899999998
"Hillsborough County, NH",2014.0,1.65704985
"Hillsborough County, NH",2015.0,1.6420250299999999
"Hinds County, MS",2007.0,2.02109636
"Hinds County, MS",2008.0,1.9711659699999997
"Hinds County, MS",2009.0,1.90187054
"Hinds County, MS",2010.0,1.8021994999999995
"Hinds County, MS",2011.0,1.69921013
"Hinds County, MS",2012.0,1.6517825300000002
"Hinds County, MS",2013.0,1.6915812399999999
"Hinds County, MS",2014.0,1.68756236
"Hinds County, MS",2015.0,1.7144065700000006
"Honolulu County, HI",2007.0,2.17538011
"Honolulu County, HI",2008.0,2.1902443099999993
"Honolulu County, HI",2009.0,2.1073565100000002
"Honolulu County, HI",2010.0,2.144085729999999
"Honolulu County, HI",2011.0,2.0820040699999995
"Honolulu County, HI",2012.0,2.0651719899999996
"Honolulu County, HI",2013.0,2.0493134
"Honolulu County, HI",2014.0,1.9565944499999997
"Honolulu County, HI",2015.0,1.9444085199999999
"Horry County, SC",2007.0,2.1142329300000005
"Horry County, SC",2008.0,1.95779732
"Horry County, SC",2009.0,1.84146731
"Horry County, SC",2010.0,1.7828718600000002
"Horry County, SC",2011.0,1.7718933200000004
"Horry County, SC",2012.0,1.67197158
"Horry County, SC",2013.0,1.78570316
"Horry County, SC",2014.0,1.69463481
"Horry County, SC",2015.0,1.7285409199999997
"Houston County, AL",2014.0,1.9107116499999997
"Houston County, AL",2015.0,1.88711766
"Houston County, GA",2007.0,2.12867488
"Houston County, GA",2008.0,2.1778832100000005
"Houston County, GA",2009.0,2.00484052
"Houston County, GA",2010.0,1.9868826000000004
"Houston County, GA",2011.0,1.9451497899999997
"Houston County, GA",2012.0,1.8870968000000001
"Houston County, GA",2013.0,1.8598288299999999
"Houston County, GA",2014.0,1.73644841
"Houston County, GA",2015.0,1.8653166300000001
"Howard County, MD",2007.0,1.9739697099999998
"Howard County, MD",2008.0,1.9466302100000004
"Howard County, MD",2009.0,1.8631860100000004
"Howard County, MD",2010.0,1.83975329
"Howard County, MD",2011.0,1.8101149099999998
"Howard County, MD",2012.0,1.7834387200000001
"Howard County, MD",2013.0,1.72334807
"Howard County, MD",2014.0,1.7582680800000001
"Howard County, MD",2015.0,1.7436957000000004
"Hudson County, NJ",2007.0,1.8566252399999996
"Hudson County, NJ",2008.0,1.8484559999999997
"Hudson County, NJ",2009.0,1.8121374300000004
"Hudson County, NJ",2010.0,1.8206891700000003
"Hudson County, NJ",2011.0,1.85971767
"Hudson County, NJ",2012.0,1.8211019499999999
"Hudson County, NJ",2013.0,1.7691472500000007
"Hudson County, NJ",2014.0,1.7328124500000004
"Hudson County, NJ",2015.0,1.75922695
"Humboldt County, CA",2007.0,1.6911220099999997
"Humboldt County, CA",2008.0,1.6965630599999997
"Humboldt County, CA",2009.0,1.5796695500000002
"Humboldt County, CA",2010.0,1.5659442799999994
"Humboldt County, CA",2011.0,1.4833686599999993
"Humboldt County, CA",2012.0,1.5696660799999997
"Humboldt County, CA",2013.0,1.5938480300000004
"Humboldt County, CA",2014.0,1.5378134899999998
"Humboldt County, CA",2015.0,1.5104860000000007
"Hunterdon County, NJ",2007.0,1.8024627100000001
"Hunterdon County, NJ",2008.0,1.85545697
"Hunterdon County, NJ",2009.0,1.5729106700000002
"Hunterdon County, NJ",2010.0,1.6471529699999996
"Hunterdon County, NJ",2011.0,1.5933640699999998
"Hunterdon County, NJ",2012.0,1.5365577599999996
"Hunterdon County, NJ",2013.0,1.4970612500000002
"Hunterdon County, NJ",2014.0,1.56576544
"Hunterdon County, NJ",2015.0,1.55251954
"Imperial County, CA",2007.0,2.96733684
"Imperial County, CA",2008.0,2.9731130700000006
"Imperial County, CA",2009.0,2.7890746699999993
"Imperial County, CA",2010.0,2.6982638199999993
"Imperial County, CA",2011.0,2.6572292
"Imperial County, CA",2012.0,2.6227590999999997
"Imperial County, CA",2013.0,2.66631309
"Imperial County, CA",2014.0,2.74244327
"Imperial County, CA",2015.0,2.7077007100000006
"Indian River County, FL",2007.0,2.28234215
"Indian River County, FL",2008.0,2.2080747400000003
"Indian River County, FL",2009.0,2.05987186
"Indian River County, FL",2010.0,2.0768253099999994
"Indian River County, FL",2011.0,2.0382707800000004
"Indian River County, FL",2012.0,1.9572939699999994
"Indian River County, FL",2013.0,1.8830931
"Indian River County, FL",2014.0,1.9410682499999996
"Indian River County, FL",2015.0,1.8062340799999999
"Ingham County, MI",2007.0,1.5859831399999995
"Ingham County, MI",2008.0,1.59135783
"Ingham County, MI",2009.0,1.5080997900000002
"Ingham County, MI",2010.0,1.5034430800000003
"Ingham County, MI",2011.0,1.5322205800000002
"Ingham County, MI",2012.0,1.54707511
"Ingham County, MI",2013.0,1.5107402900000004
"Ingham County, MI",2014.0,1.5971074699999999
"Ingham County, MI",2015.0,1.49408251
"Iredell County, NC",2007.0,2.2472695899999997
"Iredell County, NC",2008.0,2.18870569
"Iredell County, NC",2009.0,2.0620445800000002
"Iredell County, NC",2010.0,1.9860621500000004
"Iredell County, NC",2011.0,1.8782552299999997
"Iredell County, NC",2012.0,1.83369424
"Iredell County, NC",2013.0,1.8479851499999997
"Iredell County, NC",2014.0,1.83463727
"Iredell County, NC",2015.0,1.95413965
"Jackson County, MI",2007.0,2.1202904700000005
"Jackson County, MI",2008.0,2.07559484
"Jackson County, MI",2009.0,2.01945622
"Jackson County, MI",2010.0,2.02602788
"Jackson County, MI",2011.0,1.9765254399999996
"Jackson County, MI",2012.0,1.9145504299999998
"Jackson County, MI",2013.0,1.83501323
"Jackson County, MI",2014.0,2.0057315300000003
"Jackson County, MI",2015.0,1.8324300999999998
"Jackson County, MO",2007.0,2.27083499
"Jackson County, MO",2008.0,2.2272736999999996
"Jackson County, MO",2009.0,2.17211596
"Jackson County, MO",2010.0,2.03350314
"Jackson County, MO",2011.0,1.9959120699999997
"Jackson County, MO",2012.0,1.99692544
"Jackson County, MO",2013.0,1.96292328
"Jackson County, MO",2014.0,1.9830166599999999
"Jackson County, MO",2015.0,1.9191706300000002
"Jackson County, MS",2007.0,2.2269526699999997
"Jackson County, MS",2008.0,2.1315256499999995
"Jackson County, MS",2009.0,1.99443409
"Jackson County, MS",2010.0,1.8895025000000003
"Jackson County, MS",2011.0,1.8295966999999997
"Jackson County, MS",2012.0,1.6565844700000003
"Jackson County, MS",2013.0,1.7669528399999996
"Jackson County, MS",2014.0,1.82042427
