Alabama,2008.0,2.0194556699999997
Alabama,2009.0,1.93957975
Alabama,2010.0,1.8615559199999996
Alabama,2011.0,1.8293507100000002
Alabama,2012.0,1.7992794399999998
Alabama,2013.0,1.7882377699999994
Alabama,2014.0,1.8235668700000007
Alabama,2015.0,1.8310594399999998
Alaska,2008.0,2.442781459999999
Alaska,2009.0,2.3613824899999996
Alaska,2010.0,2.3495984899999995
Alaska,2011.0,2.2751766900000003
Alaska,2012.0,2.181345
Alaska,2013.0,2.2131911299999993
Alaska,2014.0,2.1868711999999992
Alaska,2015.0,2.1698199799999998
Arizona,2008.0,2.3532847199999996
Arizona,2009.0,2.184821770000001
Arizona,2010.0,2.0588360199999998
Arizona,2011.0,1.9933889499999997
Arizona,2012.0,1.9993381200000004
Arizona,2013.0,1.9661182299999993
Arizona,2014.0,1.9689537400000001
Arizona,2015.0,1.91172442
Arkansas,2008.0,2.1223212600000005
Arkansas,2009.0,2.0623017999999997
Arkansas,2010.0,1.99143293
Arkansas,2011.0,1.9877681099999998
Arkansas,2012.0,1.9638208200000002
Arkansas,2013.0,1.9384624899999998
Arkansas,2014.0,1.97011143
Arkansas,2015.0,1.9821457199999994
California,2008.0,2.1279546099999997
California,2009.0,2.01642035
California,2010.0,1.93950391
California,2011.0,1.8914068000000002
California,2012.0,1.8813936699999998
California,2013.0,1.8323823299999997
California,2014.0,1.8341125999999999
California,2015.0,1.7755629999999998
Colorado,2008.0,2.0725080100000004
Colorado,2009.0,2.00249068
Colorado,2010.0,1.9165734999999997
Colorado,2011.0,1.8426559599999994
Colorado,2012.0,1.81915132
Colorado,2013.0,1.7823060499999999
Colorado,2014.0,1.7645456299999998
Colorado,2015.0,1.73851514
Connecticut,2008.0,1.8596521900000003
Connecticut,2009.0,1.7837138200000004
Connecticut,2010.0,1.7265250899999998
Connecticut,2011.0,1.7067823999999996
Connecticut,2012.0,1.6627926799999997
Connecticut,2013.0,1.6343739200000003
Connecticut,2014.0,1.6364260700000002
Connecticut,2015.0,1.6069719300000005
Delaware,2008.0,2.06787
Delaware,2009.0,1.9715965199999999
Delaware,2010.0,1.9327535099999997
Delaware,2011.0,1.8979818100000003
Delaware,2012.0,1.8349650100000006
Delaware,2013.0,1.7813201300000006
Delaware,2014.0,1.7877737700000003
Delaware,2015.0,1.8031667799999997
District of Columbia,2008.0,1.7157347200000002
District of Columbia,2009.0,1.6515321100000007
District of Columbia,2010.0,1.6164849299999997
District of Columbia,2011.0,1.59904507
District of Columbia,2012.0,1.5795639299999997
District of Columbia,2013.0,1.4930531999999999
District of Columbia,2014.0,1.4847104299999998
District of Columbia,2015.0,1.4516145400000002
Florida,2008.0,1.9896552100000005
Florida,2009.0,1.8967381
Florida,2010.0,1.8288717800000003
Florida,2011.0,1.7952346
Florida,2012.0,1.76409041
Florida,2013.0,1.7639779400000002
Florida,2014.0,1.76643997
Florida,2015.0,1.7650684199999997
Georgia,2008.0,2.160037000000001
Georgia,2009.0,2.0684667399999994
Georgia,2010.0,1.9562239500000003
Georgia,2011.0,1.9183484700000002
Georgia,2012.0,1.8714135099999998
Georgia,2013.0,1.8492094099999998
Georgia,2014.0,1.8622607900000006
Georgia,2015.0,1.85012506
Hawaii,2008.0,2.24299971
Hawaii,2009.0,2.155953020000001
Hawaii,2010.0,2.1481711800000003
Hawaii,2011.0,2.10968422
Hawaii,2012.0,2.0844208999999996
Hawaii,2013.0,2.0700676700000002
Hawaii,2014.0,1.9871660099999997
Hawaii,2015.0,1.9571621999999997
Idaho,2008.0,2.4441654599999993
Idaho,2009.0,2.2930169499999993
Idaho,2010.0,2.23741651
Idaho,2011.0,2.1381989299999997
Idaho,2012.0,2.1876107600000005
Idaho,2013.0,2.12297696
Idaho,2014.0,2.1522181000000002
Idaho,2015.0,2.1292642500000003
Illinois,2008.0,2.01602712
Illinois,2009.0,1.9475033600000002
Illinois,2010.0,1.8772717199999998
Illinois,2011.0,1.8317869
Illinois,2012.0,1.80893427
Illinois,2013.0,1.7858290900000002
Illinois,2014.0,1.8044428100000003
Illinois,2015.0,1.8051549599999999
Indiana,2008.0,2.0778781299999998
Indiana,2009.0,2.02279755
Indiana,2010.0,1.95919799
Indiana,2011.0,1.9446208800000002
Indiana,2012.0,1.93091762
Indiana,2013.0,1.9159992200000002
Indiana,2014.0,1.9310526700000006
Indiana,2015.0,1.9224387400000003
Iowa,2008.0,2.1103438199999998
Iowa,2009.0,2.0655965499999995
Iowa,2010.0,2.00313386
Iowa,2011.0,1.9667721999999996
Iowa,2012.0,1.9831593399999998
Iowa,2013.0,1.9976733300000005
Iowa,2014.0,2.01753523
Iowa,2015.0,2.0021448800000003
Kansas,2008.0,2.2515954199999997
Kansas,2009.0,2.2055645899999994
Kansas,2010.0,2.1489571199999995
Kansas,2011.0,2.0797330699999996
Kansas,2012.0,2.10938378
Kansas,2013.0,2.0354421899999995
Kansas,2014.0,2.0492768999999997
Kansas,2015.0,2.0476431699999997
Kentucky,2008.0,2.05577867
Kentucky,2009.0,2.02641089
Kentucky,2010.0,1.9582854499999998
Kentucky,2011.0,1.9318002900000002
Kentucky,2012.0,1.9493647099999996
Kentucky,2013.0,1.9448196
Kentucky,2014.0,1.9568549200000003
Kentucky,2015.0,1.94977693
Louisiana,2008.0,2.071255339999999
Louisiana,2009.0,2.0355397399999995
Louisiana,2010.0,1.93483806
Louisiana,2011.0,1.89855394
Louisiana,2012.0,1.9114552499999997
Louisiana,2013.0,1.9201573600000004
Louisiana,2014.0,1.9517423400000002
Louisiana,2015.0,1.9588752600000003
