Year,Age of Mother Year,Age of Mother Year Code,Births,Fertility Rate,State
2008.0,45 years,45.0,45.0,,Indiana
2008.0,46 years,46.0,18.0,,Indiana
2008.0,47 years,47.0,10.0,,Indiana
2008.0,14 years,14.0,31.0,,Iowa
2008.0,15 years,15.0,101.0,4.9629,Iowa
2008.0,16 years,16.0,307.0,14.69392,Iowa
2008.0,17 years,17.0,617.0,29.51447,Iowa
2008.0,18 years,18.0,1070.0,47.87472,Iowa
2008.0,19 years,19.0,1496.0,64.74229,Iowa
2008.0,20 years,20.0,1729.0,76.67066,Iowa
2008.0,21 years,21.0,1784.0,81.42029,Iowa
2008.0,22 years,22.0,2038.0,97.59602,Iowa
2008.0,23 years,23.0,2244.0,112.3573,Iowa
2008.0,24 years,24.0,2323.0,122.07042,Iowa
2008.0,25 years,25.0,2522.0,132.91173,Iowa
2008.0,26 years,26.0,2688.0,131.41041,Iowa
2008.0,27 years,27.0,2837.0,152.56789,Iowa
2008.0,28 years,28.0,2781.0,151.86763,Iowa
2008.0,29 years,29.0,2566.0,150.01462,Iowa
2008.0,30 years,30.0,2289.0,129.87971,Iowa
2008.0,31 years,31.0,2101.0,118.06687,Iowa
2008.0,32 years,32.0,1705.0,98.26523,Iowa
2008.0,33 years,33.0,1483.0,83.19309,Iowa
2008.0,34 years,34.0,1268.0,77.43511,Iowa
2008.0,35 years,35.0,987.0,59.72046,Iowa
2008.0,36 years,36.0,870.0,48.70675,Iowa
2008.0,37 years,37.0,699.0,36.64867,Iowa
2008.0,38 years,38.0,549.0,29.69815,Iowa
2008.0,39 years,39.0,390.0,21.05718,Iowa
2008.0,40 years,40.0,248.0,14.03986,Iowa
2008.0,41 years,41.0,193.0,10.33689,Iowa
2008.0,42 years,42.0,128.0,6.85665,Iowa
2008.0,43 years,43.0,78.0,3.89416,Iowa
2008.0,44 years,44.0,40.0,1.86977,Iowa
2008.0,45 years,45.0,27.0,,Iowa
2008.0,47 years,47.0,12.0,,Iowa
2008.0,14 years,14.0,36.0,,Kansas
2008.0,15 years,15.0,140.0,7.25464,Kansas
2008.0,16 years,16.0,387.0,19.30175,Kansas
2008.0,17 years,17.0,734.0,37.79025,Kansas
2008.0,18 years,18.0,1251.0,60.83743,Kansas
2008.0,19 years,19.0,1891.0,92.29343,Kansas
2008.0,20 years,20.0,2109.0,104.04025,Kansas
2008.0,21 years,21.0,2167.0,107.16052,Kansas
2008.0,22 years,22.0,2330.0,115.37509,Kansas
2008.0,23 years,23.0,2502.0,127.26348,Kansas
2008.0,24 years,24.0,2444.0,123.33468,Kansas
2008.0,25 years,25.0,2690.0,142.47127,Kansas
2008.0,26 years,26.0,2570.0,127.25922,Kansas
2008.0,27 years,27.0,2535.0,130.15351,Kansas
2008.0,28 years,28.0,2589.0,148.10366,Kansas
2008.0,29 years,29.0,2394.0,144.08667,Kansas
2008.0,30 years,30.0,2228.0,133.87814,Kansas
2008.0,31 years,31.0,1891.0,109.65497,Kansas
2008.0,32 years,32.0,1700.0,100.83037,Kansas
2008.0,33 years,33.0,1593.0,91.27894,Kansas
2008.0,34 years,34.0,1275.0,79.48878,Kansas
2008.0,35 years,35.0,1101.0,66.16587,Kansas
2008.0,36 years,36.0,875.0,51.19354,Kansas
2008.0,37 years,37.0,722.0,39.75333,Kansas
2008.0,38 years,38.0,549.0,30.0723,Kansas
2008.0,39 years,39.0,385.0,22.38632,Kansas
2008.0,40 years,40.0,267.0,16.36731,Kansas
2008.0,41 years,41.0,200.0,11.73709,Kansas
2008.0,42 years,42.0,115.0,6.60274,Kansas
2008.0,43 years,43.0,64.0,3.38696,Kansas
2008.0,44 years,44.0,41.0,2.07291,Kansas
2008.0,45 years,45.0,30.0,,Kansas
2008.0,46 years,46.0,12.0,,Kansas
2008.0,13 years,13.0,19.0,,Kentucky
2008.0,14 years,14.0,72.0,,Kentucky
2008.0,15 years,15.0,277.0,9.86292,Kentucky
2008.0,16 years,16.0,636.0,21.93406,Kentucky
2008.0,17 years,17.0,1226.0,41.853,Kentucky
2008.0,18 years,18.0,2196.0,74.28455,Kentucky
2008.0,19 years,19.0,3301.0,112.34005,Kentucky
2008.0,20 years,20.0,3433.0,119.30081,Kentucky
2008.0,21 years,21.0,3469.0,122.41513,Kentucky
2008.0,22 years,22.0,3550.0,125.74829,Kentucky
2008.0,23 years,23.0,3521.0,125.3471,Kentucky
2008.0,24 years,24.0,3523.0,127.79773,Kentucky
2008.0,25 years,25.0,3450.0,121.96846,Kentucky
2008.0,26 years,26.0,3411.0,120.83747,Kentucky
2008.0,27 years,27.0,3453.0,109.81777,Kentucky
2008.0,28 years,28.0,3434.0,114.2078,Kentucky
2008.0,29 years,29.0,3100.0,117.04297,Kentucky
2008.0,30 years,30.0,2855.0,106.15751,Kentucky
2008.0,31 years,31.0,2510.0,94.93192,Kentucky
2008.0,32 years,32.0,2069.0,79.07812,Kentucky
2008.0,33 years,33.0,1870.0,67.78064,Kentucky
2008.0,34 years,34.0,1484.0,54.38487,Kentucky
2008.0,35 years,35.0,1340.0,48.97303,Kentucky
2008.0,36 years,36.0,1136.0,39.79124,Kentucky
2008.0,37 years,37.0,970.0,31.61051,Kentucky
2008.0,38 years,38.0,661.0,22.16484,Kentucky
2008.0,39 years,39.0,466.0,15.94689,Kentucky
2008.0,40 years,40.0,373.0,13.13473,Kentucky
2008.0,41 years,41.0,229.0,7.98828,Kentucky
2008.0,42 years,42.0,130.0,4.31994,Kentucky
2008.0,43 years,43.0,96.0,3.01555,Kentucky
2008.0,44 years,44.0,56.0,1.74249,Kentucky
2008.0,45 years,45.0,34.0,,Kentucky
2008.0,46 years,46.0,15.0,,Kentucky
2008.0,13 years,13.0,30.0,,Louisiana
2008.0,14 years,14.0,107.0,,Louisiana
2008.0,15 years,15.0,348.0,11.26578,Louisiana
2008.0,16 years,16.0,756.0,23.58005,Louisiana
2008.0,17 years,17.0,1489.0,46.3228,Louisiana
2008.0,18 years,18.0,2588.0,76.04831,Louisiana
2008.0,19 years,19.0,3636.0,106.21951,Louisiana
2008.0,20 years,20.0,4044.0,123.05632,Louisiana
2008.0,21 years,21.0,4188.0,124.05213,Louisiana
2008.0,22 years,22.0,4177.0,125.31501,Louisiana
2008.0,23 years,23.0,4292.0,127.36661,Louisiana
2008.0,24 years,24.0,4233.0,128.04767,Louisiana
2008.0,25 years,25.0,4140.0,126.33506,Louisiana
2008.0,26 years,26.0,4046.0,122.33914,Louisiana
2008.0,27 years,27.0,3961.0,117.36644,Louisiana
2008.0,28 years,28.0,3473.0,104.52972,Louisiana
2008.0,29 years,29.0,3219.0,109.14454,Louisiana
2008.0,30 years,30.0,2872.0,104.98227,Louisiana
2008.0,31 years,31.0,2542.0,92.63848,Louisiana
2008.0,32 years,32.0,2106.0,79.69726,Louisiana
2008.0,33 years,33.0,1808.0,65.42902,Louisiana
2008.0,34 years,34.0,1563.0,58.68219,Louisiana
2008.0,35 years,35.0,1307.0,50.1978,Louisiana
2008.0,36 years,36.0,1135.0,40.63149,Louisiana
2008.0,37 years,37.0,911.0,30.69924,Louisiana
2008.0,38 years,38.0,752.0,25.22897,Louisiana
2008.0,39 years,39.0,553.0,19.56068,Louisiana
2008.0,40 years,40.0,369.0,13.18045,Louisiana
2008.0,41 years,41.0,252.0,8.70106,Louisiana
2008.0,42 years,42.0,160.0,5.38956,Louisiana
2008.0,43 years,43.0,115.0,3.61806,Louisiana
2008.0,44 years,44.0,53.0,1.62972,Louisiana
2008.0,45 years,45.0,23.0,,Louisiana
2008.0,15 years,15.0,34.0,3.94477,Maine
2008.0,16 years,16.0,69.0,7.71122,Maine
2008.0,17 years,17.0,164.0,17.8048,Maine
2008.0,18 years,18.0,341.0,37.05716,Maine
2008.0,19 years,19.0,509.0,58.47886,Maine
2008.0,20 years,20.0,614.0,73.04306,Maine
2008.0,21 years,21.0,664.0,81.2829,Maine
2008.0,22 years,22.0,704.0,90.61655,Maine
2008.0,23 years,23.0,773.0,101.16477,Maine
2008.0,24 years,24.0,748.0,103.44351,Maine
2008.0,25 years,25.0,779.0,106.01524,Maine
2008.0,26 years,26.0,808.0,106.68075,Maine
2008.0,27 years,27.0,858.0,117.90573,Maine
2008.0,28 years,28.0,782.0,110.68648,Maine
2008.0,29 years,29.0,813.0,108.70437,Maine
2008.0,30 years,30.0,749.0,101.2299,Maine
2008.0,31 years,31.0,715.0,103.12996,Maine
2008.0,32 years,32.0,618.0,85.04197,Maine
2008.0,33 years,33.0,524.0,73.52322,Maine
2008.0,34 years,34.0,485.0,66.74006,Maine
2008.0,35 years,35.0,426.0,53.54449,Maine
2008.0,36 years,36.0,388.0,46.17399,Maine
2008.0,37 years,37.0,284.0,32.10128,Maine
2008.0,38 years,38.0,253.0,27.08779,Maine
2008.0,39 years,39.0,193.0,22.02945,Maine
2008.0,40 years,40.0,112.0,12.11859,Maine
2008.0,41 years,41.0,65.0,6.77083,Maine
2008.0,42 years,42.0,64.0,6.63144,Maine
2008.0,43 years,43.0,39.0,3.74388,Maine
2008.0,44 years,44.0,13.0,1.21848,Maine
2008.0,13 years,13.0,18.0,,Maryland
2008.0,14 years,14.0,79.0,,Maryland
2008.0,15 years,15.0,264.0,6.66196,Maryland
2008.0,16 years,16.0,653.0,16.09524,Maryland
2008.0,17 years,17.0,1141.0,27.36211,Maryland
2008.0,18 years,18.0,1859.0,45.21684,Maryland
2008.0,19 years,19.0,2643.0,69.19573,Maryland
2008.0,20 years,20.0,2988.0,80.3939,Maryland
2008.0,21 years,21.0,3038.0,84.44988,Maryland
2008.0,22 years,22.0,3265.0,88.73488,Maryland
2008.0,23 years,23.0,3374.0,87.01932,Maryland
2008.0,24 years,24.0,3581.0,94.30881,Maryland
2008.0,25 years,25.0,3832.0,95.32575,Maryland
2008.0,26 years,26.0,4026.0,107.27132,Maryland
2008.0,27 years,27.0,4134.0,104.56029,Maryland
2008.0,28 years,28.0,4320.0,104.53721,Maryland
2008.0,29 years,29.0,4448.0,120.50282,Maryland
2008.0,30 years,30.0,4420.0,118.17234,Maryland
2008.0,31 years,31.0,4203.0,116.15631,Maryland
2008.0,32 years,32.0,4127.0,114.60387,Maryland
2008.0,33 years,33.0,3583.0,98.70795,Maryland
2008.0,34 years,34.0,3283.0,94.1497,Maryland
2008.0,35 years,35.0,2942.0,78.41569,Maryland
2008.0,36 years,36.0,2663.0,66.44543,Maryland
2008.0,37 years,37.0,2273.0,53.40068,Maryland
2008.0,38 years,38.0,1878.0,43.05463,Maryland
2008.0,39 years,39.0,1440.0,33.91267,Maryland
2008.0,40 years,40.0,988.0,23.60756,Maryland
2008.0,41 years,41.0,711.0,16.58116,Maryland
2008.0,42 years,42.0,467.0,10.37916,Maryland
2008.0,43 years,43.0,269.0,5.6419,Maryland
2008.0,44 years,44.0,169.0,3.45335,Maryland
2008.0,45 years,45.0,93.0,,Maryland
2008.0,46 years,46.0,47.0,,Maryland
2008.0,47 years,47.0,26.0,,Maryland
2008.0,48 years,48.0,16.0,,Maryland
2008.0,50 years and over,,21.0,,Maryland
2008.0,14 years,14.0,37.0,,Massachusetts
2008.0,15 years,15.0,159.0,3.74735,Massachusetts
2008.0,16 years,16.0,422.0,9.81258,Massachusetts
2008.0,17 years,17.0,780.0,17.62154,Massachusetts
2008.0,18 years,18.0,1361.0,27.00183,Massachusetts
2008.0,19 years,19.0,1864.0,36.52324,Massachusetts
2008.0,20 years,20.0,2232.0,45.96092,Massachusetts
2008.0,21 years,21.0,2396.0,50.9462,Massachusetts
2008.0,22 years,22.0,2498.0,54.13723,Massachusetts
2008.0,23 years,23.0,2586.0,57.53315,Massachusetts
2008.0,24 years,24.0,2773.0,63.50188,Massachusetts
2008.0,25 years,25.0,3008.0,66.46192,Massachusetts
2008.0,26 years,26.0,3359.0,78.643,Massachusetts
2008.0,27 years,27.0,3780.0,88.41071,Massachusetts
2008.0,28 years,28.0,4242.0,96.24067,Massachusetts
2008.0,29 years,29.0,4651.0,111.08723,Massachusetts
2008.0,30 years,30.0,4840.0,116.62932,Massachusetts
2008.0,31 years,31.0,5002.0,121.88703,Massachusetts
2008.0,32 years,32.0,4647.0,116.77053,Massachusetts
2008.0,33 years,33.0,4622.0,116.64353,Massachusetts
2008.0,34 years,34.0,4059.0,104.42769,Massachusetts
2008.0,35 years,35.0,3782.0,91.17647,Massachusetts
2008.0,36 years,36.0,3419.0,79.46358,Massachusetts
2008.0,37 years,37.0,2945.0,63.14593,Massachusetts
2008.0,38 years,38.0,2302.0,46.64546,Massachusetts
2008.0,39 years,39.0,1725.0,37.07525,Massachusetts
2008.0,40 years,40.0,1367.0,29.16764,Massachusetts
2008.0,41 years,41.0,874.0,18.26312,Massachusetts
2008.0,42 years,42.0,540.0,10.93538,Massachusetts
2008.0,43 years,43.0,304.0,5.83998,Massachusetts
2008.0,44 years,44.0,202.0,3.77846,Massachusetts
2008.0,45 years,45.0,98.0,,Massachusetts
2008.0,46 years,46.0,47.0,,Massachusetts
2008.0,47 years,47.0,38.0,,Massachusetts
2008.0,48 years,48.0,18.0,,Massachusetts
2008.0,49 years,49.0,17.0,,Massachusetts
2008.0,50 years and over,,23.0,,Massachusetts
2008.0,13 years,13.0,21.0,,Michigan
2008.0,14 years,14.0,118.0,,Michigan
2008.0,15 years,15.0,447.0,6.26349,Michigan
2008.0,16 years,16.0,1032.0,13.91192,Michigan
2008.0,17 years,17.0,2158.0,28.43552,Michigan
2008.0,18 years,18.0,3537.0,45.61693,Michigan
2008.0,19 years,19.0,4811.0,67.03732,Michigan
2008.0,20 years,20.0,5440.0,76.9677,Michigan
2008.0,21 years,21.0,5486.0,80.3374,Michigan
2008.0,22 years,22.0,5962.0,90.82046,Michigan
2008.0,23 years,23.0,5974.0,93.78042,Michigan
2008.0,24 years,24.0,6444.0,107.58828,Michigan
2008.0,25 years,25.0,6506.0,108.97822,Michigan
2008.0,26 years,26.0,6995.0,116.38354,Michigan
2008.0,27 years,27.0,7398.0,118.28473,Michigan
2008.0,28 years,28.0,7645.0,123.21901,Michigan
2008.0,29 years,29.0,7289.0,126.33239,Michigan
2008.0,30 years,30.0,6875.0,120.25959,Michigan
2008.0,31 years,31.0,6249.0,111.60124,Michigan
2008.0,32 years,32.0,5538.0,97.91718,Michigan
2008.0,33 years,33.0,4950.0,82.11406,Michigan
2008.0,34 years,34.0,4244.0,71.54296,Michigan
2008.0,35 years,35.0,3656.0,61.1719,Michigan
2008.0,36 years,36.0,3150.0,48.20715,Michigan
2008.0,37 years,37.0,2641.0,37.89803,Michigan
2008.0,38 years,38.0,2130.0,30.37563,Michigan
2008.0,39 years,39.0,1524.0,22.75306,Michigan
2008.0,40 years,40.0,1105.0,16.81069,Michigan
2008.0,41 years,41.0,716.0,10.5867,Michigan
2008.0,42 years,42.0,440.0,6.39898,Michigan
2008.0,43 years,43.0,295.0,4.03011,Michigan
2008.0,44 years,44.0,156.0,2.05134,Michigan
2008.0,45 years,45.0,80.0,,Michigan
2008.0,46 years,46.0,50.0,,Michigan
2008.0,47 years,47.0,26.0,,Michigan
2008.0,48 years,48.0,13.0,,Michigan
2008.0,49 years,49.0,11.0,,Michigan
2008.0,50 years and over,,10.0,,Michigan
2008.0,13 years,13.0,10.0,,Minnesota
2008.0,14 years,14.0,55.0,,Minnesota
2008.0,15 years,15.0,185.0,5.12593,Minnesota
2008.0,16 years,16.0,396.0,10.74015,Minnesota
2008.0,17 years,17.0,793.0,21.18904,Minnesota
2008.0,18 years,18.0,1435.0,37.66305,Minnesota
2008.0,19 years,19.0,2076.0,57.5388,Minnesota
2008.0,20 years,20.0,2410.0,68.71383,Minnesota
2008.0,21 years,21.0,2568.0,73.1895,Minnesota
2008.0,22 years,22.0,3010.0,84.25237,Minnesota
2008.0,23 years,23.0,3254.0,89.59004,Minnesota
2008.0,24 years,24.0,3644.0,103.29969,Minnesota
2008.0,25 years,25.0,4099.0,112.72137,Minnesota
2008.0,26 years,26.0,4582.0,116.5844,Minnesota
2008.0,27 years,27.0,4923.0,140.3844,Minnesota
2008.0,28 years,28.0,4919.0,144.29875,Minnesota
2008.0,29 years,29.0,4789.0,137.11455,Minnesota
2008.0,30 years,30.0,4603.0,136.95329,Minnesota
2008.0,31 years,31.0,4260.0,128.93072,Minnesota
2008.0,32 years,32.0,3720.0,112.38671,Minnesota
2008.0,33 years,33.0,3352.0,105.43533,Minnesota
2008.0,34 years,34.0,2892.0,95.7394,Minnesota
2008.0,35 years,35.0,2361.0,76.09256,Minnesota
2008.0,36 years,36.0,2092.0,63.9638,Minnesota
2008.0,37 years,37.0,1783.0,50.07302,Minnesota
2008.0,38 years,38.0,1348.0,37.58225,Minnesota
2008.0,39 years,39.0,1007.0,28.88201,Minnesota
2008.0,40 years,40.0,676.0,19.88645,Minnesota
2008.0,41 years,41.0,432.0,12.36618,Minnesota
2008.0,42 years,42.0,283.0,7.8069,Minnesota
2008.0,43 years,43.0,191.0,5.02552,Minnesota
2008.0,44 years,44.0,122.0,3.0819,Minnesota
2008.0,45 years,45.0,72.0,,Minnesota
2008.0,46 years,46.0,35.0,,Minnesota
2008.0,47 years,47.0,16.0,,Minnesota
2008.0,48 years,48.0,13.0,,Minnesota
2008.0,50 years and over,,12.0,,Minnesota
2008.0,13 years,13.0,33.0,,Mississippi
2008.0,14 years,14.0,99.0,,Mississippi
2008.0,15 years,15.0,337.0,15.22132,Mississippi
2008.0,16 years,16.0,723.0,32.90701,Mississippi
2008.0,17 years,17.0,1215.0,56.34391,Mississippi
2008.0,18 years,18.0,2113.0,90.59338,Mississippi
2008.0,19 years,19.0,2805.0,119.6009,Mississippi
2008.0,20 years,20.0,3052.0,141.146,Mississippi
2008.0,21 years,21.0,2900.0,136.99277,Mississippi
2008.0,22 years,22.0,3034.0,143.87329,Mississippi
2008.0,23 years,23.0,3108.0,148.90049,Mississippi
2008.0,24 years,24.0,2864.0,141.96491,Mississippi
2008.0,25 years,25.0,2769.0,135.56252,Mississippi
2008.0,26 years,26.0,2661.0,129.04947,Mississippi
2008.0,27 years,27.0,2566.0,120.58837,Mississippi
2008.0,28 years,28.0,2356.0,114.45783,Mississippi
2008.0,29 years,29.0,2159.0,116.08775,Mississippi
2008.0,30 years,30.0,1811.0,98.37045,Mississippi
2008.0,31 years,31.0,1580.0,85.57656,Mississippi
2008.0,32 years,32.0,1328.0,74.23141,Mississippi
2008.0,33 years,33.0,1160.0,60.62823,Mississippi
2008.0,34 years,34.0,879.0,48.19079,Mississippi
2008.0,35 years,35.0,761.0,40.55638,Mississippi
2008.0,36 years,36.0,649.0,32.72489,Mississippi
2008.0,37 years,37.0,624.0,31.11288,Mississippi
2008.0,38 years,38.0,444.0,21.93134,Mississippi
2008.0,39 years,39.0,335.0,17.22985,Mississippi
2008.0,40 years,40.0,202.0,10.72642,Mississippi
2008.0,41 years,41.0,163.0,8.72684,Mississippi
2008.0,42 years,42.0,88.0,4.53211,Mississippi
2008.0,43 years,43.0,67.0,3.1752,Mississippi
2008.0,44 years,44.0,28.0,1.3262,Mississippi
2008.0,45 years,45.0,17.0,,Mississippi
2008.0,13 years,13.0,17.0,,Missouri
2008.0,14 years,14.0,71.0,,Missouri
2008.0,15 years,15.0,283.0,6.92084,Missouri
2008.0,16 years,16.0,753.0,18.02859,Missouri
2008.0,17 years,17.0,1630.0,38.60821,Missouri
2008.0,18 years,18.0,2712.0,62.3219,Missouri
2008.0,19 years,19.0,3782.0,89.838,Missouri
2008.0,20 years,20.0,4204.0,102.11319,Missouri
2008.0,21 years,21.0,4302.0,104.96523,Missouri
2008.0,22 years,22.0,4646.0,114.24497,Missouri
2008.0,23 years,23.0,4821.0,117.80949,Missouri
2008.0,24 years,24.0,4723.0,117.58409,Missouri
2008.0,25 years,25.0,4994.0,125.16604,Missouri
2008.0,26 years,26.0,4972.0,121.18553,Missouri
2008.0,27 years,27.0,5072.0,117.35308,Missouri
2008.0,28 years,28.0,4947.0,123.73687,Missouri
2008.0,29 years,29.0,4551.0,124.09675,Missouri
2008.0,30 years,30.0,4121.0,114.29126,Missouri
2008.0,31 years,31.0,3691.0,102.1306,Missouri
2008.0,32 years,32.0,3215.0,92.03859,Missouri
2008.0,33 years,33.0,2814.0,78.98061,Missouri
2008.0,34 years,34.0,2225.0,63.697,Missouri
2008.0,35 years,35.0,1994.0,55.56639,Missouri
2008.0,36 years,36.0,1717.0,46.07417,Missouri
2008.0,37 years,37.0,1436.0,36.06047,Missouri
2008.0,38 years,38.0,992.0,24.66741,Missouri
2008.0,39 years,39.0,819.0,21.8115,Missouri
2008.0,40 years,40.0,528.0,14.22874,Missouri
2008.0,41 years,41.0,346.0,9.144,Missouri
2008.0,42 years,42.0,252.0,6.49786,Missouri
2008.0,43 years,43.0,145.0,3.36966,Missouri
2008.0,44 years,44.0,102.0,2.33148,Missouri
2008.0,45 years,45.0,38.0,,Missouri
2008.0,46 years,46.0,15.0,,Missouri
2008.0,47 years,47.0,13.0,,Missouri
2008.0,15 years,15.0,30.0,4.59629,Montana
2008.0,16 years,16.0,117.0,17.10276,Montana
2008.0,17 years,17.0,220.0,32.28173,Montana
2008.0,18 years,18.0,393.0,56.24732,Montana
2008.0,19 years,19.0,552.0,84.55882,Montana
2008.0,20 years,20.0,619.0,93.81631,Montana
2008.0,21 years,21.0,644.0,98.41076,Montana
2008.0,22 years,22.0,734.0,111.44853,Montana
2008.0,23 years,23.0,706.0,102.52687,Montana
2008.0,24 years,24.0,757.0,122.15588,Montana
2008.0,25 years,25.0,801.0,132.48429,Montana
2008.0,26 years,26.0,818.0,118.1398,Montana
2008.0,27 years,27.0,773.0,136.25947,Montana
2008.0,28 years,28.0,760.0,144.21252,Montana
2008.0,29 years,29.0,731.0,128.15568,Montana
2008.0,30 years,30.0,659.0,118.26992,Montana
2008.0,31 years,31.0,607.0,120.24564,Montana
2008.0,32 years,32.0,479.0,90.96088,Montana
2008.0,33 years,33.0,471.0,80.80288,Montana
2008.0,34 years,34.0,390.0,75.4498,Montana
2008.0,35 years,35.0,300.0,60.49607,Montana
2008.0,36 years,36.0,254.0,45.10744,Montana
2008.0,37 years,37.0,238.0,39.56117,Montana
2008.0,38 years,38.0,176.0,30.99137,Montana
2008.0,39 years,39.0,114.0,20.51467,Montana
2008.0,40 years,40.0,76.0,14.29915,Montana
2008.0,41 years,41.0,75.0,12.79427,Montana
2008.0,42 years,42.0,43.0,7.15951,Montana
2008.0,43 years,43.0,19.0,3.02451,Montana
2008.0,44 years,44.0,10.0,1.47951,Montana
2008.0,14 years,14.0,22.0,,Nebraska
2008.0,15 years,15.0,74.0,6.14261,Nebraska
2008.0,16 years,16.0,200.0,15.54968,Nebraska
2008.0,17 years,17.0,395.0,31.31193,Nebraska
2008.0,18 years,18.0,652.0,48.52996,Nebraska
2008.0,19 years,19.0,965.0,75.31413,Nebraska
2008.0,20 years,20.0,1165.0,88.85669,Nebraska
2008.0,21 years,21.0,1158.0,89.9697,Nebraska
2008.0,22 years,22.0,1312.0,101.68966,Nebraska
2008.0,23 years,23.0,1481.0,118.22463,Nebraska
2008.0,24 years,24.0,1537.0,123.67235,Nebraska
2008.0,25 years,25.0,1726.0,133.92303,Nebraska
2008.0,26 years,26.0,1772.0,139.85793,Nebraska
2008.0,27 years,27.0,1847.0,155.7861,Nebraska
2008.0,28 years,28.0,1862.0,170.93546,Nebraska
2008.0,29 years,29.0,1661.0,147.44785,Nebraska
2008.0,30 years,30.0,1563.0,136.41124,Nebraska
2008.0,31 years,31.0,1415.0,128.11227,Nebraska
2008.0,32 years,32.0,1156.0,106.41628,Nebraska
2008.0,33 years,33.0,1068.0,95.81913,Nebraska
2008.0,34 years,34.0,902.0,85.11843,Nebraska
2008.0,35 years,35.0,759.0,71.67816,Nebraska
2008.0,36 years,36.0,600.0,54.3626,Nebraska
2008.0,37 years,37.0,487.0,43.45111,Nebraska
2008.0,38 years,38.0,353.0,31.14797,Nebraska
2008.0,39 years,39.0,281.0,25.92729,Nebraska
2008.0,40 years,40.0,215.0,20.04288,Nebraska
2008.0,41 years,41.0,140.0,13.05483,Nebraska
2008.0,42 years,42.0,90.0,8.33642,Nebraska
2008.0,43 years,43.0,64.0,5.45238,Nebraska
2008.0,44 years,44.0,35.0,2.81486,Nebraska
2008.0,45 years,45.0,14.0,,Nebraska
2008.0,46 years,46.0,11.0,,Nebraska
2008.0,13 years,13.0,10.0,,Nevada
2008.0,14 years,14.0,57.0,,Nevada
2008.0,15 years,15.0,164.0,9.01793,Nevada
2008.0,16 years,16.0,484.0,26.76399,Nevada
2008.0,17 years,17.0,809.0,45.97897,Nevada
2008.0,18 years,18.0,1217.0,70.16027,Nevada
2008.0,19 years,19.0,1588.0,101.7427,Nevada
2008.0,20 years,20.0,1791.0,113.6133,Nevada
2008.0,21 years,21.0,1824.0,113.65902,Nevada
2008.0,22 years,22.0,1950.0,115.91274,Nevada
2008.0,23 years,23.0,2174.0,121.5272,Nevada
2008.0,24 years,24.0,2190.0,115.71995,Nevada
2008.0,25 years,25.0,2302.0,120.04589,Nevada
2008.0,26 years,26.0,2373.0,124.90131,Nevada
2008.0,27 years,27.0,2433.0,113.42129,Nevada
2008.0,28 years,28.0,2331.0,115.91825,Nevada
2008.0,29 years,29.0,2103.0,114.65489,Nevada
2008.0,30 years,30.0,1967.0,103.76114,Nevada
2008.0,31 years,31.0,1948.0,109.37675,Nevada
2008.0,32 years,32.0,1680.0,95.14101,Nevada
2008.0,33 years,33.0,1379.0,76.66648,Nevada
2008.0,34 years,34.0,1328.0,75.99428,Nevada
2008.0,35 years,35.0,1201.0,64.93647,Nevada
2008.0,36 years,36.0,1050.0,55.3418,Nevada
2008.0,37 years,37.0,903.0,45.37688,Nevada
2008.0,38 years,38.0,681.0,34.4845,Nevada
2008.0,39 years,39.0,542.0,29.95965,Nevada
2008.0,40 years,40.0,379.0,20.37634,Nevada
2008.0,41 years,41.0,224.0,12.55394,Nevada
2008.0,42 years,42.0,195.0,10.80273,Nevada
2008.0,43 years,43.0,97.0,5.10446,Nevada
2008.0,44 years,44.0,66.0,3.45477,Nevada
2008.0,45 years,45.0,27.0,,Nevada
2008.0,46 years,46.0,26.0,,Nevada
2008.0,15 years,15.0,23.0,2.59623,New Hampshire
2008.0,16 years,16.0,55.0,5.87732,New Hampshire
2008.0,17 years,17.0,134.0,13.82584,New Hampshire
2008.0,18 years,18.0,270.0,27.63279,New Hampshire
2008.0,19 years,19.0,420.0,43.46926,New Hampshire
2008.0,20 years,20.0,499.0,55.10159,New Hampshire
2008.0,21 years,21.0,481.0,52.96773,New Hampshire
2008.0,22 years,22.0,564.0,68.22306,New Hampshire
2008.0,23 years,23.0,597.0,81.19135,New Hampshire
2008.0,24 years,24.0,641.0,91.40168,New Hampshire
